lexicog.Entry	rdfs.label	lexinfo.note	lexicog.describes	lexicog.subComponent	skos.note
lexicogEntry:n23462	Fonseca’s entry for 'Praelium'		lexicalEntry:n23462.e01		
lexicogEntry:n23463	Fonseca’s entry for 'Praelocutio'		lexicalEntry:n23463.e01		
lexicogEntry:n23464	Fonseca’s entry for 'Praelocutus'		lexicalEntry:n23464.e01		
lexicogEntry:n23465	Fonseca’s entry for 'Praelongo'		lexicalEntry:n23465.e01		
lexicogEntry:n23466	Fonseca’s entry for 'Praelongus'		lexicalEntry:n23466.e01		
lexicogEntry:n23467	Fonseca’s entry for 'Praeloquor'		lexicalEntry:n23467.e01		
lexicogEntry:n23468	Fonseca’s entry for 'Praeluceo'		lexicalEntry:n23468.e01		
lexicogEntry:n23469	Fonseca’s entry for 'Praelucidus'		lexicalEntry:n23469.e01		
lexicogEntry:n23470	Fonseca’s entry for 'Praeludium'		lexicalEntry:n23470.e01		
lexicogEntry:n23471	Fonseca’s entry for 'Praeludo'		lexicalEntry:n23471.e01		
lexicogEntry:n23472	Fonseca’s entry for 'Praelum'		lexicalEntry:n23472.e01		
lexicogEntry:n23473	Fonseca’s entry for 'Praelumbo'		lexicalEntry:n23473.e01		
lexicogEntry:n23474	Fonseca’s entry for 'Praelusio'		lexicalEntry:n23474.e01		
lexicogEntry:n23475	Fonseca’s entry for 'Praelustris'		lexicalEntry:n23475.e01		
lexicogEntry:n23476	Fonseca’s entry for 'Praemando'		lexicalEntry:n23476.e01		
lexicogEntry:n23477	Fonseca’s entry for 'Praemando'		lexicalEntry:n23477.e01		
lexicogEntry:n23478	Fonseca’s entry for 'Praemature'		lexicalEntry:n23478.e01		
lexicogEntry:n23479	Fonseca’s entry for 'Praematurus'		lexicalEntry:n23479.e01		
lexicogEntry:n23480	Fonseca’s entry for 'Praemedicatus'		lexicalEntry:n23480.e01		
lexicogEntry:n23481	Fonseca’s entry for 'Praemeditatio'		lexicalEntry:n23481.e01		
lexicogEntry:n23482	Fonseca’s entry for 'Praemeditatus'		lexicalEntry:n23482.e01		
lexicogEntry:n23483	Fonseca’s entry for 'Praemeditor'		lexicalEntry:n23483.e01		
lexicogEntry:n23484	Fonseca’s entry for 'Praemensus'		lexicalEntry:n23484.e01		
lexicogEntry:n23485	Fonseca’s entry for 'Praemercatus'		lexicalEntry:n23485.e01		
lexicogEntry:n23486	Fonseca’s entry for 'Praemercor'		lexicalEntry:n23486.e01		
lexicogEntry:n23487	Fonseca’s entry for 'Praemetuens'		lexicalEntry:n23487.e01		
lexicogEntry:n23488	Fonseca’s entry for 'Praemetuenter'		lexicalEntry:n23488.e01		
lexicogEntry:n23489	Fonseca’s entry for 'Praemiator'		lexicalEntry:n23489.e01		
lexicogEntry:n23490	Fonseca’s entry for 'Praemigro'		lexicalEntry:n23490.e01		
lexicogEntry:n23491	Fonseca’s entry for 'Praemineo'		lexicalEntry:n23491.e01		
lexicogEntry:n23492	Fonseca’s entry for 'Praeministro'		lexicalEntry:n23492.e01		
lexicogEntry:n23493	Fonseca’s entry for 'Praemior'		lexicalEntry:n23493.e01		
lexicogEntry:n23494	Fonseca’s entry for 'Praemissus'		lexicalEntry:n23494.e01		
lexicogEntry:n23495	Fonseca’s entry for 'Praemitto'		lexicalEntry:n23495.e01		
lexicogEntry:n23496	Fonseca’s entry for 'Praemium'		lexicalEntry:n23496.e01		
lexicogEntry:n23497	Fonseca’s entry for 'Praemoderans'		lexicalEntry:n23497.e01		
lexicogEntry:n23498	Fonseca’s entry for 'Praemodulatus'		lexicalEntry:n23498.e01		
lexicogEntry:n23499	Fonseca’s entry for 'Praemodum'		lexicalEntry:n23499.e01		
lexicogEntry:n23500	Fonseca’s entry for 'Praemoenio'		lexicalEntry:n23500.e01		
lexicogEntry:n23501	Fonseca’s entry for 'Praemolestia'		lexicalEntry:n23501.e01		
lexicogEntry:n23502	Fonseca’s entry for 'Praemolior'		lexicalEntry:n23502.e01		
lexicogEntry:n23503	Fonseca’s entry for 'Praemollio'		lexicalEntry:n23503.e01		
lexicogEntry:n23504	Fonseca’s entry for 'Praemollis'		lexicalEntry:n23504.e01		
lexicogEntry:n23505	Fonseca’s entry for 'Praemollitus'		lexicalEntry:n23505.e01		
lexicogEntry:n23506	Fonseca’s entry for 'Praemoneo'		lexicalEntry:n23506.e01		
lexicogEntry:n23507	Fonseca’s entry for 'Praemonitum'		lexicalEntry:n23507.e01		
lexicogEntry:n23508	Fonseca’s entry for 'Praemonitus'		lexicalEntry:n23508.e01		
lexicogEntry:n23509	Fonseca’s entry for 'Praemonitus'		lexicalEntry:n23509.e01		
lexicogEntry:n23510	Fonseca’s entry for 'Praemonstrator'		lexicalEntry:n23510.e01		
lexicogEntry:n23511	Fonseca’s entry for 'Praemonstro'		lexicalEntry:n23511.e01		
lexicogEntry:n23512	Fonseca’s entry for 'Praemordeo'		lexicalEntry:n23512.e01		
lexicogEntry:n23513	Fonseca’s entry for 'Praemorior'		lexicalEntry:n23513.e01		
lexicogEntry:n23514	Fonseca’s entry for 'Praemortuus'		lexicalEntry:n23514.e01		
lexicogEntry:n23515	Fonseca’s entry for 'Praemunio'		lexicalEntry:n23515.e01		
lexicogEntry:n23516	Fonseca’s entry for 'Praemunitio'		lexicalEntry:n23516.e01		
lexicogEntry:n23517	Fonseca’s entry for 'Praemunitus'		lexicalEntry:n23517.e01		
lexicogEntry:n23518	Fonseca’s entry for 'Praenarro'		lexicalEntry:n23518.e01		
lexicogEntry:n23519	Fonseca’s entry for 'Praenato'		lexicalEntry:n23519.e01		
lexicogEntry:n23520	Fonseca’s entry for 'Praenavigatio'		lexicalEntry:n23520.e01		
lexicogEntry:n23521	Fonseca’s entry for 'Praenavigo'		lexicalEntry:n23521.e01		
lexicogEntry:n23522	Fonseca’s entry for 'Praenimis'		lexicalEntry:n23522.e01		
lexicogEntry:n23523	Fonseca’s entry for 'Praeniteo'		lexicalEntry:n23523.e01		
lexicogEntry:n23524	Fonseca’s entry for 'Praenomen'		lexicalEntry:n23524.e01		
lexicogEntry:n23525	Fonseca’s entry for 'Praenomino'		lexicalEntry:n23525.e01		
lexicogEntry:n23526	Fonseca’s entry for 'Praenosco'		lexicalEntry:n23526.e01		
lexicogEntry:n23527	Fonseca’s entry for 'Praenotio'		lexicalEntry:n23527.e01		
lexicogEntry:n23528	Fonseca’s entry for 'Praenubilus'		lexicalEntry:n23528.e01		
lexicogEntry:n23529	Fonseca’s entry for 'Praenuntiativus'		lexicalEntry:n23529.e01		
lexicogEntry:n23530	Fonseca’s entry for 'Praenuntio'		lexicalEntry:n23530.e01		
lexicogEntry:n23531	Fonseca’s entry for 'Praenuntium'		lexicalEntry:n23531.e01		
lexicogEntry:n23532	Fonseca’s entry for 'Praenuntius'		lexicalEntry:n23532.e01		
lexicogEntry:n23533	Fonseca’s entry for 'Praeobturans'		lexicalEntry:n23533.e01		
lexicogEntry:n23534	Fonseca’s entry for 'Praeoccido'		lexicalEntry:n23534.e01		
lexicogEntry:n23535	Fonseca’s entry for 'Praeoccupatio'		lexicalEntry:n23535.e01		
lexicogEntry:n23536	Fonseca’s entry for 'Praeoccupatus'		lexicalEntry:n23536.e01		
lexicogEntry:n23537	Fonseca’s entry for 'Praeoccupo'		lexicalEntry:n23537.e01		
lexicogEntry:n23538	Fonseca’s entry for 'Praeopto'		lexicalEntry:n23538.e01		
lexicogEntry:n23539	Fonseca’s entry for 'Praepando'		lexicalEntry:n23539.e01		
lexicogEntry:n23540	Fonseca’s entry for 'Praeparatio'		lexicalEntry:n23540.e01		
lexicogEntry:n23541	Fonseca’s entry for 'Praeparatorius'		lexicalEntry:n23541.e01		
lexicogEntry:n23542	Fonseca’s entry for 'Praeparatus'		lexicalEntry:n23542.e01		
lexicogEntry:n23543	Fonseca’s entry for 'Praeparatus'		lexicalEntry:n23543.e01		
lexicogEntry:n23544	Fonseca’s entry for 'Praeparo'		lexicalEntry:n23544.e01		
lexicogEntry:n23545	Fonseca’s entry for 'Praepedimentum'		lexicalEntry:n23545.e01		
lexicogEntry:n23546	Fonseca’s entry for 'Praepedio'		lexicalEntry:n23546.e01		
lexicogEntry:n23547	Fonseca’s entry for 'Praepeditus'		lexicalEntry:n23547.e01		
lexicogEntry:n23548	Fonseca’s entry for 'Praependeo'		lexicalEntry:n23548.e01		
lexicogEntry:n23549	Fonseca’s entry for 'Praepes'		lexicalEntry:n23549.e01		
lexicogEntry:n23550	Fonseca’s entry for 'Praepilatus'		lexicalEntry:n23550.e01		
lexicogEntry:n23551	Fonseca’s entry for 'Praepinguis'		lexicalEntry:n23551.e01		
lexicogEntry:n23552	Fonseca’s entry for 'Praepollens'		lexicalEntry:n23552.e01		
lexicogEntry:n23553	Fonseca’s entry for 'Praepondero'		lexicalEntry:n23553.e01		
lexicogEntry:n23554	Fonseca’s entry for 'Praepono'		lexicalEntry:n23554.e01		
lexicogEntry:n23555	Fonseca’s entry for 'Praeporto'		lexicalEntry:n23555.e01		
lexicogEntry:n23556	Fonseca’s entry for 'Praepositio'		lexicalEntry:n23556.e01		
lexicogEntry:n23557	Fonseca’s entry for 'Praepositum'		lexicalEntry:n23557.e01		
lexicogEntry:n23558	Fonseca’s entry for 'Praepositus'		lexicalEntry:n23558.e01		
lexicogEntry:n23559	Fonseca’s entry for 'Praepositus'		lexicalEntry:n23559.e01		
lexicogEntry:n23560	Fonseca’s entry for 'Praeposivi'		lexicalEntry:n23560.e01		
lexicogEntry:n23561	Fonseca’s entry for 'Praepossum'		lexicalEntry:n23561.e01		
lexicogEntry:n23562	Fonseca’s entry for 'Praepostere'		lexicalEntry:n23562.e01		
lexicogEntry:n23563	Fonseca’s entry for 'Praeposterus'		lexicalEntry:n23563.e01		
lexicogEntry:n23564	Fonseca’s entry for 'Praepotens'		lexicalEntry:n23564.e01		
lexicogEntry:n23565	Fonseca’s entry for 'Praeproperanter'		lexicalEntry:n23565.e01		&
lexicogEntry:n23566	Fonseca’s entry for 'Praepropere'		lexicalEntry:n23566.e01		
lexicogEntry:n23567	Fonseca’s entry for 'Praeproperus'		lexicalEntry:n23567.e01		
lexicogEntry:n23568	Fonseca’s entry for 'Praeputium'		lexicalEntry:n23568.e01		
lexicogEntry:n23569	Fonseca’s entry for 'Praequam'		lexicalEntry:n23569.e01		
lexicogEntry:n23570	Fonseca’s entry for 'Praequestus'		lexicalEntry:n23570.e01		
lexicogEntry:n23571	Fonseca’s entry for 'Praerabidus'		lexicalEntry:n23571.e01		
lexicogEntry:n23572	Fonseca’s entry for 'Praeradio'		lexicalEntry:n23572.e01		
lexicogEntry:n23573	Fonseca’s entry for 'Praerado'		lexicalEntry:n23573.e01		
lexicogEntry:n23574	Fonseca’s entry for 'Praerancidus'		lexicalEntry:n23574.e01		
lexicogEntry:n23575	Fonseca’s entry for 'Praerapidus'		lexicalEntry:n23575.e01		
lexicogEntry:n23576	Fonseca’s entry for 'Praereptus'		lexicalEntry:n23576.e01		
lexicogEntry:n23577	Fonseca’s entry for 'Praerigidus'		lexicalEntry:n23577.e01		
lexicogEntry:n23578	Fonseca’s entry for 'Praeripio'		lexicalEntry:n23578.e01		
lexicogEntry:n23579	Fonseca’s entry for 'Praerodo'		lexicalEntry:n23579.e01		
lexicogEntry:n23580	Fonseca’s entry for 'Praerogativa'		lexicalEntry:n23580.e01		
lexicogEntry:n23581	Fonseca’s entry for 'Praerogativus'		lexicalEntry:n23581.e01		
lexicogEntry:n23582	Fonseca’s entry for 'Praerogatus'		lexicalEntry:n23582.e01		
lexicogEntry:n23583	Fonseca’s entry for 'Praerogo'		lexicalEntry:n23583.e01		
lexicogEntry:n23584	Fonseca’s entry for 'Praerosus'		lexicalEntry:n23584.e01		
lexicogEntry:n23585	Fonseca’s entry for 'Praerumpo'		lexicalEntry:n23585.e01		
lexicogEntry:n23586	Fonseca’s entry for 'Praerupta'		lexicalEntry:n23586.e01		
lexicogEntry:n23587	Fonseca’s entry for 'Praerupte'		lexicalEntry:n23587.e01		
lexicogEntry:n23588	Fonseca’s entry for 'Praeruptus'		lexicalEntry:n23588.e01		
lexicogEntry:n23589	Fonseca’s entry for 'Praes'		lexicalEntry:n23589.e01		
lexicogEntry:n23590	Fonseca’s entry for 'Praesagio'		lexicalEntry:n23590.e01		&
lexicogEntry:n23591	Fonseca’s entry for 'Praesagior'		lexicalEntry:n23591.e01		
lexicogEntry:n23592	Fonseca’s entry for 'Praesagitio'		lexicalEntry:n23592.e01		&
lexicogEntry:n23593	Fonseca’s entry for 'Praesagium'		lexicalEntry:n23593.e01		
lexicogEntry:n23594	Fonseca’s entry for 'Praesagus'		lexicalEntry:n23594.e01		
lexicogEntry:n23595	Fonseca’s entry for 'Praesanatus'		lexicalEntry:n23595.e01		
lexicogEntry:n23596	Fonseca’s entry for 'Praesanasco'		lexicalEntry:n23596.e01		
lexicogEntry:n23597	Fonseca’s entry for 'Praescatens'		lexicalEntry:n23597.e01		
lexicogEntry:n23598	Fonseca’s entry for 'Praescindo'		lexicalEntry:n23598.e01		
lexicogEntry:n23599	Fonseca’s entry for 'Praescio'		lexicalEntry:n23599.e01		&
lexicogEntry:n23600	Fonseca’s entry for 'Praescisco'		lexicalEntry:n23600.e01		
lexicogEntry:n23601	Fonseca’s entry for 'Praescitum'		lexicalEntry:n23601.e01		
lexicogEntry:n23602	Fonseca’s entry for 'Praescitus'		lexicalEntry:n23602.e01		
lexicogEntry:n23603	Fonseca’s entry for 'Praescribo'		lexicalEntry:n23603.e01		
lexicogEntry:n23604	Fonseca’s entry for 'Praescriptio'		lexicalEntry:n23604.e01		
lexicogEntry:n23605	Fonseca’s entry for 'Praescriptum'		lexicalEntry:n23605.e01		
lexicogEntry:n23606	Fonseca’s entry for 'Praescriptus'		lexicalEntry:n23606.e01		
lexicogEntry:n23607	Fonseca’s entry for 'Praeseca'		lexicalEntry:n23607.e01		
lexicogEntry:n23608	Fonseca’s entry for 'Praesecatus'		lexicalEntry:n23608.e01		
lexicogEntry:n23609	Fonseca’s entry for 'Praeseco'		lexicalEntry:n23609.e01		
lexicogEntry:n23610	Fonseca’s entry for 'Praesectus'		lexicalEntry:n23610.e01		
lexicogEntry:n23611	Fonseca’s entry for 'Praesegmen'		lexicalEntry:n23611.e01		
lexicogEntry:n23612	Fonseca’s entry for 'Praeseminatio'		lexicalEntry:n23612.e01		
lexicogEntry:n23613	Fonseca’s entry for 'Praesens'		lexicalEntry:n23613.e01		
lexicogEntry:n23614	Fonseca’s entry for 'Praesensio'		lexicalEntry:n23614.e01		
lexicogEntry:n23615	Fonseca’s entry for 'Praesensus'		lexicalEntry:n23615.e01		
lexicogEntry:n23616	Fonseca’s entry for 'Praesentaneus'		lexicalEntry:n23616.e01		
lexicogEntry:n23617	Fonseca’s entry for 'Praesentans'		lexicalEntry:n23617.e01		
lexicogEntry:n23618	Fonseca’s entry for 'Praesentarius'		lexicalEntry:n23618.e01		
lexicogEntry:n23619	Fonseca’s entry for 'Praesentia'		lexicalEntry:n23619.e01		
lexicogEntry:n23620	Fonseca’s entry for 'Praesentio'		lexicalEntry:n23620.e01		
lexicogEntry:n23621	Fonseca’s entry for 'Praesentisco'		lexicalEntry:n23621.e01		
lexicogEntry:n23622	Fonseca’s entry for 'Praesento'		lexicalEntry:n23622.e01		
lexicogEntry:n23623	Fonseca’s entry for 'Praesepe'		lexicalEntry:n23623.e01		
lexicogEntry:n23624	Fonseca’s entry for 'Praesepia'		lexicalEntry:n23624.e01		&
lexicogEntry:n23625	Fonseca’s entry for 'Praesepis'		lexicalEntry:n23625.e01		
lexicogEntry:n23626	Fonseca’s entry for 'Praesepia'		lexicalEntry:n23626.e01		
lexicogEntry:n23627	Fonseca’s entry for 'Praesepio'		lexicalEntry:n23627.e01		
lexicogEntry:n23628	Fonseca’s entry for 'Praesepultus'		lexicalEntry:n23628.e01		
lexicogEntry:n23629	Fonseca’s entry for 'Praesertim'		lexicalEntry:n23629.e01		
lexicogEntry:n23630	Fonseca’s entry for 'Praeservio'		lexicalEntry:n23630.e01		
lexicogEntry:n23631	Fonseca’s entry for 'Praeses'		lexicalEntry:n23631.e01		
lexicogEntry:n23632	Fonseca’s entry for 'Praesideo'		lexicalEntry:n23632.e01		
lexicogEntry:n23633	Fonseca’s entry for 'Praesidiarius'		lexicalEntry:n23633.e01		
lexicogEntry:n23634	Fonseca’s entry for 'Praesidium'		lexicalEntry:n23634.e01		
lexicogEntry:n23635	Fonseca’s entry for 'Praesignifico'		lexicalEntry:n23635.e01		
lexicogEntry:n23636	Fonseca’s entry for 'Praesignis'		lexicalEntry:n23636.e01		
lexicogEntry:n23637	Fonseca’s entry for 'Praesigno'		lexicalEntry:n23637.e01		
lexicogEntry:n23638	Fonseca’s entry for 'Praesilio'		lexicalEntry:n23638.e01		
lexicogEntry:n23639	Fonseca’s entry for 'Praesono'		lexicalEntry:n23639.e01		
lexicogEntry:n23640	Fonseca’s entry for 'Praespargens'		lexicalEntry:n23640.e01		
lexicogEntry:n23641	Fonseca’s entry for 'Praestabilis'		lexicalEntry:n23641.e01		
lexicogEntry:n23642	Fonseca’s entry for 'Praestans'		lexicalEntry:n23642.e01		
lexicogEntry:n23643	Fonseca’s entry for 'Praestantia'		lexicalEntry:n23643.e01		
lexicogEntry:n23644	Fonseca’s entry for 'Praestantissime'		lexicalEntry:n23644.e01		
lexicogEntry:n23645	Fonseca’s entry for 'Praestat'		lexicalEntry:n23645.e01		
lexicogEntry:n23646	Fonseca’s entry for 'Praestatio'		lexicalEntry:n23646.e01		
lexicogEntry:n23647	Fonseca’s entry for 'Praestavi'		lexicalEntry:n23647.e01		
lexicogEntry:n23648	Fonseca’s entry for 'Praestega'		lexicalEntry:n23648.e01		
lexicogEntry:n23649	Fonseca’s entry for 'Praestergus'		lexicalEntry:n23649.e01		
lexicogEntry:n23650	Fonseca’s entry for 'Praesterno'		lexicalEntry:n23650.e01		
lexicogEntry:n23651	Fonseca’s entry for 'Praestes'		lexicalEntry:n23651.e01		
lexicogEntry:n23652	Fonseca’s entry for 'Praestigiae'		lexicalEntry:n23652.e01		
lexicogEntry:n23653	Fonseca’s entry for 'Praestigia'		lexicalEntry:n23653.e01		&
lexicogEntry:n23654	Fonseca’s entry for 'Praestigia'		lexicalEntry:n23654.e01		
lexicogEntry:n23655	Fonseca’s entry for 'Praestigiator'		lexicalEntry:n23655.e01		&
lexicogEntry:n23656	Fonseca’s entry for 'Praestigiatrix'		lexicalEntry:n23656.e01		
lexicogEntry:n23657	Fonseca’s entry for 'Praestigiosus'		lexicalEntry:n23657.e01		
lexicogEntry:n23658	Fonseca’s entry for 'Praestinguo'		lexicalEntry:n23658.e01		
lexicogEntry:n23659	Fonseca’s entry for 'Praestino'		lexicalEntry:n23659.e01		
lexicogEntry:n23660	Fonseca’s entry for 'Praestituo'		lexicalEntry:n23660.e01		
lexicogEntry:n23661	Fonseca’s entry for 'Praestitutus'		lexicalEntry:n23661.e01		
lexicogEntry:n23662	Fonseca’s entry for 'Praesto'		lexicalEntry:n23662.e01		
lexicogEntry:n23663	Fonseca’s entry for 'Praesto'		lexicalEntry:n23663.e01		
lexicogEntry:n23664	Fonseca’s entry for 'Praestolo'		lexicalEntry:n23664.e01		&
lexicogEntry:n23665	Fonseca’s entry for 'Praestolor'		lexicalEntry:n23665.e01		
lexicogEntry:n23666	Fonseca’s entry for 'Praestrictus'		lexicalEntry:n23666.e01		
lexicogEntry:n23667	Fonseca’s entry for 'Praestringo'		lexicalEntry:n23667.e01		
lexicogEntry:n23668	Fonseca’s entry for 'Praestructus'		lexicalEntry:n23668.e01		
lexicogEntry:n23669	Fonseca’s entry for 'Praestruo'		lexicalEntry:n23669.e01		
lexicogEntry:n23670	Fonseca’s entry for 'Praesudo'		lexicalEntry:n23670.e01		
lexicogEntry:n23671	Fonseca’s entry for 'Praesul'		lexicalEntry:n23671.e01		
lexicogEntry:n23672	Fonseca’s entry for 'Praesulsus'		lexicalEntry:n23672.e01		
lexicogEntry:n23673	Fonseca’s entry for 'Praesultator'		lexicalEntry:n23673.e01		
lexicogEntry:n23674	Fonseca’s entry for 'Praesulto'		lexicalEntry:n23674.e01		
lexicogEntry:n23675	Fonseca’s entry for 'Praesultor'		lexicalEntry:n23675.e01		
lexicogEntry:n23676	Fonseca’s entry for 'Praesum'		lexicalEntry:n23676.e01		
lexicogEntry:n23677	Fonseca’s entry for 'Praesumo'		lexicalEntry:n23677.e01		
lexicogEntry:n23678	Fonseca’s entry for 'Praesumptio'		lexicalEntry:n23678.e01		
lexicogEntry:n23679	Fonseca’s entry for 'Praesumptus'		lexicalEntry:n23679.e01		
lexicogEntry:n23680	Fonseca’s entry for 'Praesuo'		lexicalEntry:n23680.e01		
lexicogEntry:n23681	Fonseca’s entry for 'Praesutus'		lexicalEntry:n23681.e01		
lexicogEntry:n23682	Fonseca’s entry for 'Praetego'		lexicalEntry:n23682.e01		
lexicogEntry:n23683	Fonseca’s entry for 'Praetendo'		lexicalEntry:n23683.e01		
lexicogEntry:n23684	Fonseca’s entry for 'Praetener'		lexicalEntry:n23684.e01		
lexicogEntry:n23685	Fonseca’s entry for 'Praetentatus'		lexicalEntry:n23685.e01		
lexicogEntry:n23686	Fonseca’s entry for 'Praetentatus'		lexicalEntry:n23686.e01		
lexicogEntry:n23687	Fonseca’s entry for 'Praetento'		lexicalEntry:n23687.e01		
lexicogEntry:n23688	Fonseca’s entry for 'Praetentus'		lexicalEntry:n23688.e01		
lexicogEntry:n23689	Fonseca’s entry for 'Praetenuis'		lexicalEntry:n23689.e01		
lexicogEntry:n23690	Fonseca’s entry for 'Praetepeo'		lexicalEntry:n23690.e01		
lexicogEntry:n23691	Fonseca’s entry for 'Praeter'		lexicalEntry:n23691.e01		
lexicogEntry:n23692	Fonseca’s entry for 'Praeter'		lexicalEntry:n23692.e01		
lexicogEntry:n23693	Fonseca’s entry for 'Praeterago'		lexicalEntry:n23693.e01		
lexicogEntry:n23694	Fonseca’s entry for 'Praeterbito'		lexicalEntry:n23694.e01		l.
lexicogEntry:n23695	Fonseca’s entry for 'Praeterbito'		lexicalEntry:n23695.e01		
lexicogEntry:n23696	Fonseca’s entry for 'Praeterduco'		lexicalEntry:n23696.e01		
lexicogEntry:n23697	Fonseca’s entry for 'Praeterea'		lexicalEntry:n23697.e01		
lexicogEntry:n23698	Fonseca’s entry for 'Praetereo'		lexicalEntry:n23698.e01		
lexicogEntry:n23699	Fonseca’s entry for 'Praeterequitans'		lexicalEntry:n23699.e01		
lexicogEntry:n23700	Fonseca’s entry for 'Praeterferor'		lexicalEntry:n23700.e01		
lexicogEntry:n23701	Fonseca’s entry for 'Praeterfluo'		lexicalEntry:n23701.e01		
lexicogEntry:n23702	Fonseca’s entry for 'Praetergredior'		lexicalEntry:n23702.e01		
lexicogEntry:n23703	Fonseca’s entry for 'Praetergressus'		lexicalEntry:n23703.e01		
lexicogEntry:n23704	Fonseca’s entry for 'Praeterhac'		lexicalEntry:n23704.e01		
lexicogEntry:n23705	Fonseca’s entry for 'Praeteritum'		lexicalEntry:n23705.e01		
lexicogEntry:n23706	Fonseca’s entry for 'Praeteritus'		lexicalEntry:n23706.e01		
lexicogEntry:n23707	Fonseca’s entry for 'Praeterlabor'		lexicalEntry:n23707.e01		
lexicogEntry:n23708	Fonseca’s entry for 'Praeterlatus'		lexicalEntry:n23708.e01		
lexicogEntry:n23709	Fonseca’s entry for 'Praetermeans'		lexicalEntry:n23709.e01		
lexicogEntry:n23710	Fonseca’s entry for 'Praetermissio'		lexicalEntry:n23710.e01		
lexicogEntry:n23711	Fonseca’s entry for 'Praetermissus'		lexicalEntry:n23711.e01		
lexicogEntry:n23712	Fonseca’s entry for 'Praetermitto'		lexicalEntry:n23712.e01		
lexicogEntry:n23713	Fonseca’s entry for 'Praetermonstro'		lexicalEntry:n23713.e01		
lexicogEntry:n23714	Fonseca’s entry for 'Praeternavigatio'		lexicalEntry:n23714.e01		
lexicogEntry:n23715	Fonseca’s entry for 'Praeternavigo'		lexicalEntry:n23715.e01		
lexicogEntry:n23716	Fonseca’s entry for 'Praetero'		lexicalEntry:n23716.e01		
lexicogEntry:n23717	Fonseca’s entry for 'Praeterquam'		lexicalEntry:n23717.e01		
lexicogEntry:n23718	Fonseca’s entry for 'Praeterrado'		lexicalEntry:n23718.e01		
lexicogEntry:n23719	Fonseca’s entry for 'Praetervectio'		lexicalEntry:n23719.e01		
lexicogEntry:n23720	Fonseca’s entry for 'Praetervectus'		lexicalEntry:n23720.e01		
lexicogEntry:n23721	Fonseca’s entry for 'Praetervehor'		lexicalEntry:n23721.e01		
lexicogEntry:n23722	Fonseca’s entry for 'Praeterverto'		lexicalEntry:n23722.e01		
lexicogEntry:n23723	Fonseca’s entry for 'Praetervolo'		lexicalEntry:n23723.e01		
lexicogEntry:n23724	Fonseca’s entry for 'Praetexo'		lexicalEntry:n23724.e01		
lexicogEntry:n23725	Fonseca’s entry for 'Praetexta'		lexicalEntry:n23725.e01		
lexicogEntry:n23726	Fonseca’s entry for 'Praetextatus'		lexicalEntry:n23726.e01		
lexicogEntry:n23727	Fonseca’s entry for 'Praetextum'		lexicalEntry:n23727.e01		
lexicogEntry:n23728	Fonseca’s entry for 'Praetextus'		lexicalEntry:n23728.e01		
lexicogEntry:n23729	Fonseca’s entry for 'Praetextus'		lexicalEntry:n23729.e01		
lexicogEntry:n23730	Fonseca’s entry for 'Praetimeo'		lexicalEntry:n23730.e01		
lexicogEntry:n23731	Fonseca’s entry for 'Praetinctus'		lexicalEntry:n23731.e01		
lexicogEntry:n23732	Fonseca’s entry for 'Praetor'		lexicalEntry:n23732.e01		
lexicogEntry:n23733	Fonseca’s entry for 'Praetorianus'		lexicalEntry:n23733.e01		&
lexicogEntry:n23734	Fonseca’s entry for 'Praetoricius'		lexicalEntry:n23734.e01		
lexicogEntry:n23735	Fonseca’s entry for 'Praetorium'		lexicalEntry:n23735.e01		
lexicogEntry:n23736	Fonseca’s entry for 'Praetorius'		lexicalEntry:n23736.e01		
lexicogEntry:n23737	Fonseca’s entry for 'Praetorqueo'		lexicalEntry:n23737.e01		
lexicogEntry:n23738	Fonseca’s entry for 'Praetortus'		lexicalEntry:n23738.e01		
lexicogEntry:n23739	Fonseca’s entry for 'Praetrepidans'		lexicalEntry:n23739.e01		
lexicogEntry:n23740	Fonseca’s entry for 'Praetrepidus'		lexicalEntry:n23740.e01		
lexicogEntry:n23741	Fonseca’s entry for 'Praetrunco'		lexicalEntry:n23741.e01		
lexicogEntry:n23742	Fonseca’s entry for 'Praetura'		lexicalEntry:n23742.e01		
lexicogEntry:n23743	Fonseca’s entry for 'Praevalentia'		lexicalEntry:n23743.e01		
lexicogEntry:n23744	Fonseca’s entry for 'Praevaleo'		lexicalEntry:n23744.e01		
lexicogEntry:n23745	Fonseca’s entry for 'Praevalesco'		lexicalEntry:n23745.e01		
lexicogEntry:n23746	Fonseca’s entry for 'Praevalide'		lexicalEntry:n23746.e01		
lexicogEntry:n23747	Fonseca’s entry for 'Praevalidus'		lexicalEntry:n23747.e01		
lexicogEntry:n23748	Fonseca’s entry for 'Praevallo'		lexicalEntry:n23748.e01		
lexicogEntry:n23749	Fonseca’s entry for 'Praevaricatio'		lexicalEntry:n23749.e01		
lexicogEntry:n23750	Fonseca’s entry for 'Praevaricator'		lexicalEntry:n23750.e01		
lexicogEntry:n23751	Fonseca’s entry for 'Praevaricor'		lexicalEntry:n23751.e01		
lexicogEntry:n23752	Fonseca’s entry for 'Praevectus'		lexicalEntry:n23752.e01		
lexicogEntry:n23753	Fonseca’s entry for 'Praeveho'		lexicalEntry:n23753.e01		
lexicogEntry:n23754	Fonseca’s entry for 'Praevelox'		lexicalEntry:n23754.e01		
