lexicog.LexicographicComponent	rdfs.label	lexinfo.note	lexicog.describes	skos.note
lexicogComponent:n19068.e02_comp	Cardoso’s subentry for 'proiectus'	siue	lexicalEntry:n19068.e02	
lexicogComponent:n19074.e02_comp	Cardoso’s subentry for 'prolapsus'	siue	lexicalEntry:n19074.e02	
lexicogComponent:n19088.e02_comp	Cardoso’s subentry for 'prologium'	siue	lexicalEntry:n19088.e02	
lexicogComponent:n19094.e02_comp	Cardoso’s subentry for 'prolusio'	siue	lexicalEntry:n19094.e02	
lexicogComponent:n19096.e02_comp	Cardoso’s subentry for 'proluuies'	siue	lexicalEntry:n19096.e02	
lexicogComponent:n19116.e02_comp	Cardoso’s subentry for 'promissus'	siue	lexicalEntry:n19116.e02	
lexicogComponent:n19159.e02_comp	Cardoso’s subentry for 'propago'	siue	lexicalEntry:n19159.e02	
lexicogComponent:n19180.e02_comp	Cardoso’s subentry for 'propere'	siue	lexicalEntry:n19180.e02	
lexicogComponent:n19213.e02_comp	Cardoso’s subentry for 'proprium'	&	lexicalEntry:n19213.e02	
lexicogComponent:n19225.e02_comp	Cardoso’s subentry for 'proquiritor'	siue	lexicalEntry:n19225.e02	
lexicogComponent:n19239.e02_comp	Cardoso’s subentry for 'prorsus'	siue	lexicalEntry:n19239.e02	
lexicogComponent:n19269.e02_comp	Cardoso’s subentry for 'prospectus'		lexicalEntry:n19269.e02	
lexicogComponent:n19294.e02_comp	Cardoso’s subentry for 'proteruitas'	siue	lexicalEntry:n19294.e02	
lexicogComponent:n19319.e02_comp	Cardoso’s subentry for 'prouectus'	siue	lexicalEntry:n19319.e02	
lexicogComponent:n19416.e02_comp	Cardoso’s subentry for 'pubesco'	siue	lexicalEntry:n19416.e02	
lexicogComponent:n19422.e02_comp	Cardoso’s subentry for 'publicitus'	siue	lexicalEntry:n19422.e02	
lexicogComponent:n19457.e02_comp	Cardoso’s subentry for 'puerilitas'	siue	lexicalEntry:n19457.e02	
lexicogComponent:n19470.e02_comp	Cardoso’s subentry for 'pugilatus'	siue	lexicalEntry:n19470.e02	
lexicogComponent:n19503.e02_comp	Cardoso’s subentry for 'pullicies'	siue	lexicalEntry:n19503.e02	
lexicogComponent:n19513.e02_comp	Cardoso’s subentry for 'pullus'	vel	lexicalEntry:n19513.e02	
lexicogComponent:n19566.e02_comp	Cardoso’s subentry for 'pumiceus'	siue	lexicalEntry:n19566.e02	
lexicogComponent:n19572.e02_comp	Cardoso’s subentry for 'pumilus'	siue	lexicalEntry:n19572.e02	
lexicogComponent:n19575.e02_comp	Cardoso’s subentry for 'punctio'	siue	lexicalEntry:n19575.e02	
lexicogComponent:n19610.e02_comp	Cardoso’s subentry for 'pure'	siue	lexicalEntry:n19610.e02	
lexicogComponent:n19628.e02_comp	Cardoso’s subentry for 'pusilanimis'	siue	lexicalEntry:n19628.e02	
lexicogComponent:n19635.e02_comp	Cardoso’s subentry for 'pusillus'	siue	lexicalEntry:n19635.e02	
lexicogComponent:n19652.e02_comp	Cardoso’s subentry for 'putesco'	siue	lexicalEntry:n19652.e02	
lexicogComponent:n19660.e02_comp	Cardoso’s subentry for 'putresco'	siue	lexicalEntry:n19660.e02	
lexicogComponent:n19801.e02_comp	Cardoso’s subentry for 'quallum'	siue	lexicalEntry:n19801.e02	
lexicogComponent:n19839.e02_comp	Cardoso’s subentry for 'quasillum'	siue	lexicalEntry:n19839.e02	
lexicogComponent:n19899.e02_comp	Cardoso’s subentry for 'quinpotius'	siue	lexicalEntry:n19899.e02	
lexicogComponent:n19945.e02_comp	Cardoso’s subentry for 'quiritor'	vel	lexicalEntry:n19945.e02	
lexicogComponent:n20037.e02_comp	Cardoso’s subentry for 'rabiosus'	siue	lexicalEntry:n20037.e02	
lexicogComponent:n20038.e02_comp	Cardoso’s subentry for 'rabo'	siue	lexicalEntry:n20038.e02	
lexicogComponent:n20053.e02_comp	Cardoso’s subentry for 'radicor'	siue	lexicalEntry:n20053.e02	
lexicogComponent:n20060.e02_comp	Cardoso’s subentry for 'radiolus'	siue	lexicalEntry:n20060.e02	
lexicogComponent:n20088.e02_comp	Cardoso’s subentry for 'rancesco'	siue	lexicalEntry:n20088.e02	
lexicogComponent:n20106.e02_comp	Cardoso’s subentry for 'raptus'	siue	lexicalEntry:n20106.e02	
lexicogComponent:n20113.e02_comp	Cardoso’s subentry for 'raritas'	siue	lexicalEntry:n20113.e02	
lexicogComponent:n20124.e02_comp	Cardoso’s subentry for 'rastellus'	siue	lexicalEntry:n20124.e02	
lexicogComponent:n20136.e02_comp	Cardoso’s subentry for 'rationalium'	siue	lexicalEntry:n20136.e02	
lexicogComponent:n20141.e02_comp	Cardoso’s subentry for 'ratiocinium'	siue	lexicalEntry:n20141.e02	
lexicogComponent:n20148.e02_comp	Cardoso’s subentry for 'raucio'	siue	lexicalEntry:n20148.e02	
lexicogComponent:n20149.e02_comp	Cardoso’s subentry for 'raucitas'	siue	lexicalEntry:n20149.e02	
lexicogComponent:n20151.e02_comp	Cardoso’s subentry for 'rauio'	siue	lexicalEntry:n20151.e02	
lexicogComponent:n20152.e02_comp	Cardoso’s subentry for 'raucidus'	siue	lexicalEntry:n20152.e02	
lexicogComponent:n20173.e02_comp	Cardoso’s subentry for 'recandesco'	siue	lexicalEntry:n20173.e02	
lexicogComponent:n20245.e02_comp	Cardoso’s subentry for 'recrudesco'	siue	lexicalEntry:n20245.e02	
lexicogComponent:n20280.e02_comp	Cardoso’s subentry for 'redardesco'	siue	lexicalEntry:n20280.e02	
lexicogComponent:n20314.e02_comp	Cardoso’s subentry for 'reducis'	siue	lexicalEntry:n20314.e02	
lexicogComponent:n20354.e02_comp	Cardoso’s subentry for 'reflexus'	siue	lexicalEntry:n20354.e02	
lexicogComponent:n20355.e02_comp	Cardoso’s subentry for 'refloresco'	siue	lexicalEntry:n20355.e02	
lexicogComponent:n20380.e02_comp	Cardoso’s subentry for 'refrigesco'	siue	lexicalEntry:n20380.e02	
lexicogComponent:n20386.e02_comp	Cardoso’s subentry for 'refrondesco'	siue	lexicalEntry:n20386.e02	
lexicogComponent:n20390.e02_comp	Cardoso’s subentry for 'refulgesco'	siue	lexicalEntry:n20390.e02	
lexicogComponent:n20436.e02_comp	Cardoso’s subentry for 'regressio'	siue	lexicalEntry:n20436.e02	
lexicogComponent:n20447.e02_comp	Cardoso’s subentry for 'reiectus'	siue	lexicalEntry:n20447.e02	
lexicogComponent:n20462.e02_comp	Cardoso’s subentry for 'relapsio'	siue	lexicalEntry:n20462.e02	
lexicogComponent:n20464.e02_comp	Cardoso’s subentry for 'relatus'	siue	lexicalEntry:n20464.e02	
lexicogComponent:n20488.e02_comp	Cardoso’s subentry for 'relucesco'	vel	lexicalEntry:n20488.e02	
lexicogComponent:n20525.e02_comp	Cardoso’s subentry for 'remollesco'	siue	lexicalEntry:n20525.e02	
lexicogComponent:n20724.e02_comp	Cardoso’s subentry for 'resipisco'	siue	lexicalEntry:n20724.e02	
lexicogComponent:n20744.e02_comp	Cardoso’s subentry for 'responsum'	siue	lexicalEntry:n20744.e02	
lexicogComponent:n20784.e02_comp	Cardoso’s subentry for 'reticulum'	siue	lexicalEntry:n20784.e02	
lexicogComponent:n20840.e02_comp	Cardoso’s subentry for 'reuertor'	siue	lexicalEntry:n20840.e02	
lexicogComponent:n20899.e02_comp	Cardoso’s subentry for 'rheumatismus'	siue	lexicalEntry:n20899.e02	
lexicogComponent:n20922.e02_comp	Cardoso’s subentry for 'rigatus'	siue	lexicalEntry:n20922.e02	
lexicogComponent:n20976.e02_comp	Cardoso’s subentry for 'rogatus'	siue	lexicalEntry:n20976.e02	
lexicogComponent:n21002.e02_comp	Cardoso’s subentry for 'rosetum'	siue	lexicalEntry:n21002.e02	
lexicogComponent:n21034.e02_comp	Cardoso’s subentry for 'rubesco'	siue	lexicalEntry:n21034.e02	
lexicogComponent:n21076.e02_comp	Cardoso’s subentry for 'rufesco'	siue	lexicalEntry:n21076.e02	
lexicogComponent:n21096.e02_comp	Cardoso’s subentry for 'rumigero'	siue	lexicalEntry:n21096.e02	
lexicogComponent:n21130.e02_comp	Cardoso’s subentry for 'ruspor'	siue	lexicalEntry:n21130.e02	
lexicogComponent:n21148.e02_comp	Cardoso’s subentry for 'rutellum'	siue	lexicalEntry:n21148.e02	
lexicogComponent:n21210.e02_comp	Cardoso’s subentry for 'saeuiter'	siue	lexicalEntry:n21210.e02	
lexicogComponent:n21318.e10_comp	Cardoso’s subentry for 'Saltus'		lexicalEntry:n21318.e10	
lexicogComponent:n21365.e02_comp	Cardoso’s subentry for 'sampsuchum'	vel	lexicalEntry:n21365.e02	
lexicogComponent:n21392.e02_comp	Cardoso’s subentry for 'sanesco'	siue	lexicalEntry:n21392.e02	
lexicogComponent:n21493.e02_comp	Cardoso’s subentry for 'saties'	siue	lexicalEntry:n21493.e02	
lexicogComponent:n21587.e02_comp	Cardoso’s subentry for 'scalpellum'	vel	lexicalEntry:n21587.e02	
lexicogComponent:n21635.e02_comp	Cardoso’s subentry for 'scelerosus'	siue	lexicalEntry:n21635.e02	
lexicogComponent:n21887.e02_comp	Cardoso’s subentry for 'securiger'	siue	lexicalEntry:n21887.e02	
lexicogComponent:n22083.e02_comp	Cardoso’s subentry for 'senesco'	siue	lexicalEntry:n22083.e02	
lexicogComponent:n22150.e10_comp	Cardoso’s subentry for 'Seps'		lexicalEntry:n22150.e10	
lexicogComponent:n22276.e02_comp	Cardoso’s subentry for 'serula'	vel	lexicalEntry:n22276.e02	
lexicogComponent:n22407.e02_comp	Cardoso’s subentry for 'siccesco'	siue	lexicalEntry:n22407.e02	
lexicogComponent:n22470.e02_comp	Cardoso’s subentry for 'silaticum'	siue	lexicalEntry:n22470.e02	
lexicogComponent:n22564.e02_comp	Cardoso’s subentry for 'sinapis'	vel	lexicalEntry:n22564.e02	
lexicogComponent:n22589.e02_comp	Cardoso’s subentry for 'syngraphum'	vel	lexicalEntry:n22589.e02	
lexicogComponent:n22850.e02_comp	Cardoso’s subentry for 'sordesco'	siue	lexicalEntry:n22850.e02	
lexicogComponent:n22916.e02_comp	Cardoso’s subentry for 'sparus'	vel	lexicalEntry:n22916.e02	
lexicogComponent:n22930.e02_comp	Cardoso’s subentry for 'specialiter'	siue	lexicalEntry:n22930.e02	
lexicogComponent:n22955.e02_comp	Cardoso’s subentry for 'specu'	vel	lexicalEntry:n22955.e02	
lexicogComponent:n23081.e02_comp	Cardoso’s subentry for 'spumesco'	siue	lexicalEntry:n23081.e02	
lexicogComponent:n23111.e10_comp	Cardoso’s subentry for 'Squilla'		lexicalEntry:n23111.e10	
lexicogComponent:n23280.e02_comp	Cardoso’s subentry for 'stillicidium'	vel	lexicalEntry:n23280.e02	
lexicogComponent:n23288.e02_comp	Cardoso’s subentry for 'sclapus'	siue	lexicalEntry:n23288.e02	
lexicogComponent:n23312.e02_comp	Cardoso’s subentry for 'storea'	vel	lexicalEntry:n23312.e02	
lexicogComponent:n23356.e02_comp	Cardoso’s subentry for 'stricte'	siue	lexicalEntry:n23356.e02	
lexicogComponent:n23496.e02_comp	Cardoso’s subentry for 'subo'	vel	lexicalEntry:n23496.e02	
lexicogComponent:n23561.e02_comp	Cardoso’s subentry for 'subgrundae'	vel	lexicalEntry:n23561.e02	
lexicogComponent:n23925.e02_comp	Cardoso’s subentry for 'suggrundia'	vel	lexicalEntry:n23925.e02	
lexicogComponent:n24007.e02_comp	Cardoso’s subentry for 'superbe'	vel	lexicalEntry:n24007.e02	
lexicogComponent:n24151.e02_comp	Cardoso’s subentry for 'surdesco'	siue	lexicalEntry:n24151.e02	
lexicogComponent:n24272.e02_comp	Cardoso’s subentry for 'tabesco'	siue	lexicalEntry:n24272.e02	
lexicogComponent:n24378.e02_comp	Cardoso’s subentry for 'tapes'	siue	lexicalEntry:n24378.e02	
lexicogComponent:n24465.e02_comp	Cardoso’s subentry for 'temperies'	siue	lexicalEntry:n24465.e02	
lexicogComponent:n24481.e10_comp	Cardoso’s subentry for 'Tempus'		lexicalEntry:n24481.e10	
lexicogComponent:n24549.e02_comp	Cardoso’s subentry for 'tepesco'	siue	lexicalEntry:n24549.e02	
lexicogComponent:n24624.e02_comp	Cardoso’s subentry for 'terrulentus'	siue	lexicalEntry:n24624.e02	
lexicogComponent:n24720.e02_comp	Cardoso’s subentry for 'theatricus'	siue	lexicalEntry:n24720.e02	
lexicogComponent:n24805.e02_comp	Cardoso’s subentry for 'tymbus'	vel	lexicalEntry:n24805.e02	
lexicogComponent:n24917.e02_comp	Cardoso’s subentry for 'tonitru'	&	lexicalEntry:n24917.e02	
lexicogComponent:n24952.e02_comp	Cardoso’s subentry for 'tornator'	siue	lexicalEntry:n24952.e02	
lexicogComponent:n25074.e02_comp	Cardoso’s subentry for 'transgressus'	siue	lexicalEntry:n25074.e02	
lexicogComponent:n25247.e02_comp	Cardoso’s subentry for 'tripectorus'	siue	lexicalEntry:n25247.e02	
lexicogComponent:n25250.e02_comp	Cardoso’s subentry for 'triphs'	vel	lexicalEntry:n25250.e02	
lexicogComponent:n25373.e02_comp	Cardoso’s subentry for 'tumesco'	siue	lexicalEntry:n25373.e02	
lexicogComponent:n25418.e02_comp	Cardoso’s subentry for 'turbella'	vel	lexicalEntry:n25418.e02	
lexicogComponent:n25426.e02_comp	Cardoso’s subentry for 'turgesco'	siue	lexicalEntry:n25426.e02	
lexicogComponent:n25439.e02_comp	Cardoso’s subentry for 'turpesco'	siue	lexicalEntry:n25439.e02	
lexicogComponent:n25558.e02_comp	Cardoso’s subentry for 'vanesco'	siue	lexicalEntry:n25558.e02	
lexicogComponent:n25644.e02_comp	Cardoso’s subentry for 'vbiuis'	et	lexicalEntry:n25644.e02	
lexicogComponent:n25645.e02_comp	Cardoso’s subentry for 'vbique locorum'	et	lexicalEntry:n25645.e02	
lexicogComponent:n25684.e02_comp	Cardoso’s subentry for 'velamentum'	siue	lexicalEntry:n25684.e02	
lexicogComponent:n25711.e02_comp	Cardoso’s subentry for 'vellicatus'	siue	lexicalEntry:n25711.e02	
lexicogComponent:n25795.e02_comp	Cardoso’s subentry for 'ventriosus'	siue	lexicalEntry:n25795.e02	
lexicogComponent:n25998.e02_comp	Cardoso’s subentry for 'vesperasco'	siue	lexicalEntry:n25998.e02	
lexicogComponent:n26055.e02_comp	Cardoso’s subentry for 'vexillifer'	siue	lexicalEntry:n26055.e02	
lexicogComponent:n26086.e02_comp	Cardoso’s subentry for 'à uice'	&	lexicalEntry:n26086.e02	
lexicogComponent:n26154.e02_comp	Cardoso’s subentry for 'vilesco'	siue	lexicalEntry:n26154.e02	
lexicogComponent:n26342.e02_comp	Cardoso’s subentry for 'vitulus'	vel	lexicalEntry:n26342.e02	
lexicogComponent:n26582.e02_comp	Cardoso’s subentry for 'vnicornus'	siue	lexicalEntry:n26582.e02	
lexicogComponent:n26681.e02_comp	Cardoso’s subentry for 'uomica'	siue	lexicalEntry:n26681.e02	
lexicogComponent:n26755.e02_comp	Cardoso’s subentry for 'vsquequaque'	&	lexicalEntry:n26755.e02	
lexicogComponent:n26786.e02_comp	Cardoso’s subentry for 'vteruis'	siue	lexicalEntry:n26786.e02	
lexicogComponent:n26807.e02_comp	Cardoso’s subentry for 'vtrobique'	siue	lexicalEntry:n26807.e02	
lexicogComponent:n26847.e02_comp	Cardoso’s subentry for 'vulgo'	siue	lexicalEntry:n26847.e02	
lexicogComponent:n26880.e02_comp	Cardoso’s subentry for 'vulturis'	siue	lexicalEntry:n26880.e02	
