lexicog.Entry	rdfs.label	lexinfo.note	lexicog.describes	lexicog.subComponent	skos.note
lexicogEntry:n1284	Velez’s entry for 'Exposco'		lexicalEntry:n1284.e01		236. 7.
lexicogEntry:n1285	Velez’s entry for 'Exprimo'		lexicalEntry:n1285.e01		191. 30.
lexicogEntry:n1286	Velez’s entry for 'Expungo'		lexicalEntry:n1286.e01		190. 14.
lexicogEntry:n1287	Velez’s entry for 'Exquiro'		lexicalEntry:n1287.e01		236. 11.
lexicogEntry:n1288	Velez’s entry for 'Exscensus'		lexicalEntry:n1288.e01		171. 15.
lexicogEntry:n1289	Velez’s entry for 'Exta'		lexicalEntry:n1289.e01		165. 15.
lexicogEntry:n1290	Velez’s entry for 'Externus'		lexicalEntry:n1290.e01	lexicogComponent:n1290.e10_comp	213. 22.
lexicogEntry:n1291	Velez’s entry for 'Extinguo'		lexicalEntry:n1291.e01	lexicogComponent:n1291.e01_comp	189. 10. 16. 292. 29.
lexicogEntry:n1292	Velez’s entry for 'Extorris'		lexicalEntry:n1292.e01		215. 1. 5. 216. 11.
lexicogEntry:n1293	Velez’s entry for 'Extrà'		lexicalEntry:n1293.e01	lexicogComponent:n1293.e01_comp, lexicogComponent:n1293.e30_comp	105. 26. 111. 9. 270. 1.
lexicogEntry:n1294	Velez’s entry for 'Exturbo'		lexicalEntry:n1294.e01		263. 14.
lexicogEntry:n1295	Velez’s entry for 'Exubero'		lexicalEntry:n1295.e01	lexicogComponent:n1295.e01_comp	226. 12.
lexicogEntry:n1296	Velez’s entry for 'Exul'		lexicalEntry:n1296.e01	lexicogComponent:n1296.e01_comp, lexicogComponent:n1296.e10_comp	121. 7. 215. 9. 216. 16.
lexicogEntry:n1297	Velez’s entry for 'Exuo'		lexicalEntry:n1297.e01	lexicogComponent:n1297.e01_comp	235. 5.
lexicogEntry:n1298	Velez’s entry for 'Exuviae'		lexicalEntry:n1298.e01	lexicogComponent:n1298.e01_comp	164. 28.
lexicogEntry:n1299	Velez’s entry for 'F'		lexicalEntry:n1299.e01		291. 12.
lexicogEntry:n1300	Velez’s entry for 'Faber'		lexicalEntry:n1300.e01	lexicogComponent:n1300.e20_comp	138. 29. 159. 18.
lexicogEntry:n1301	Velez’s entry for 'Facesso'		lexicalEntry:n1301.e01		194. 3. 226. 10.
lexicogEntry:n1302	Velez’s entry for 'Facilis'		lexicalEntry:n1302.e01		104. 22. 214. 17.
lexicogEntry:n1303	Velez’s entry for 'Facio'		lexicalEntry:n1303.e01		229. 30. 230. 22. 320. 31.
lexicogEntry:n1304	Velez’s entry for 'Fallo'		lexicalEntry:n1304.e01	lexicogComponent:n1304.e01_comp	191. 11. 255. 26.
lexicogEntry:n1305	Velez’s entry for 'Fames'		lexicalEntry:n1305.e01	lexicogComponent:n1305.e01_comp	144. 24. 318. 6.
lexicogEntry:n1306	Velez’s entry for 'Familiaris'		lexicalEntry:n1306.e01		213. 3.
lexicogEntry:n1307	Velez’s entry for 'Famulor'		lexicalEntry:n1307.e01		223. 8.
lexicogEntry:n1308	Velez’s entry for 'Far'		lexicalEntry:n1308.e01	lexicogComponent:n1308.e01_comp	142. fin. 162. 5. 169. 25. 322. 15.
lexicogEntry:n1309	Velez’s entry for 'Farcio'		lexicalEntry:n1309.e01		195. 23. 235. 25.
lexicogEntry:n1310	Velez’s entry for 'Fas'		lexicalEntry:n1310.e01		126. fin. 254. 5.
lexicogEntry:n1311	Velez’s entry for 'Fascis'		lexicalEntry:n1311.e01		127. 31.
lexicogEntry:n1312	Velez’s entry for 'Fasti'		lexicalEntry:n1312.e01	lexicogComponent:n1312.e01_comp	164. 15. 173. 18.
lexicogEntry:n1313	Velez’s entry for 'Fastidio'		lexicalEntry:n1313.e01		195. 11.
lexicogEntry:n1314	Velez’s entry for 'Fastidiosus'		lexicalEntry:n1314.e01		208. 21.
lexicogEntry:n1315	Velez’s entry for 'Fastus'		lexicalEntry:n1315.e01	lexicogComponent:n1315.e01_comp	173. 19.
lexicogEntry:n1316	Velez’s entry for 'Fatalis'		lexicalEntry:n1316.e01	lexicogComponent:n1316.e01_comp, lexicogComponent:n1316.e20_comp	212. 18.
lexicogEntry:n1317	Velez’s entry for 'Fateor'		lexicalEntry:n1317.e01		197. 7. 19.
lexicogEntry:n1318	Velez’s entry for 'Fatidicus'		lexicalEntry:n1318.e01		302. 18.
lexicogEntry:n1319	Velez’s entry for 'Fatisco'		lexicalEntry:n1319.e01		178. 29.
lexicogEntry:n1320	Velez’s entry for 'Fauces'		lexicalEntry:n1320.e01	lexicogComponent:n1320.e10_comp	156. 9.
lexicogEntry:n1321	Velez’s entry for 'Faveo'		lexicalEntry:n1321.e01	lexicogComponent:n1321.e01_comp	184. fin. 221. 4. fin.
lexicogEntry:n1322	Velez’s entry for 'Faustus'		lexicalEntry:n1322.e01		213. 3.
lexicogEntry:n1323	Velez’s entry for 'Fax'		lexicalEntry:n1323.e01		308. 22.
lexicogEntry:n1324	Velez’s entry for 'Faxim'		lexicalEntry:n1324.e01		94. 10.
lexicogEntry:n1325	Velez’s entry for 'Febris'		lexicalEntry:n1325.e01		151. 13.
lexicogEntry:n1326	Velez’s entry for 'Fel'		lexicalEntry:n1326.e01	lexicogComponent:n1326.e01_comp	125. 19. 142. 8. 15. 162. 21.
lexicogEntry:n1327	Velez’s entry for 'Felis'		lexicalEntry:n1327.e01		121. 11.
lexicogEntry:n1328	Velez’s entry for 'Felix'		lexicalEntry:n1328.e01		213. 3.
lexicogEntry:n1329	Velez’s entry for 'Femur'		lexicalEntry:n1329.e01		143. 7. 28.
lexicogEntry:n1330	Velez’s entry for 'Feralis'		lexicalEntry:n1330.e01		212. 19.
lexicogEntry:n1331	Velez’s entry for 'Ferax'		lexicalEntry:n1331.e01		215. 6. 17.
lexicogEntry:n1332	Velez’s entry for 'Ferbeo'		lexicalEntry:n1332.e01		185. 7.
lexicogEntry:n1333	Velez’s entry for 'Ferè'		lexicalEntry:n1333.e01		318. fin.
lexicogEntry:n1334	Velez’s entry for 'Feriae'		lexicalEntry:n1334.e01	lexicogComponent:n1334.e01_comp, lexicogComponent:n1334.e10_comp	194. 30.
lexicogEntry:n1335	Velez’s entry for 'Ferio'		lexicalEntry:n1335.e01		178. 30.
lexicogEntry:n1336	Velez’s entry for 'Fermè'		lexicalEntry:n1336.e01		318. fin.
lexicogEntry:n1337	Velez’s entry for 'Fero'		lexicalEntry:n1337.e01		193. 11. 232. 16. 237. 9.
lexicogEntry:n1338	Velez’s entry for 'Ferrum'		lexicalEntry:n1338.e01	lexicogComponent:n1338.e01_comp, lexicogComponent:n1338.e10_comp, lexicogComponent:n1338.e20_comp	162. 3.
lexicogEntry:n1339	Velez’s entry for 'Fertilis'		lexicalEntry:n1339.e01		215. 11.
lexicogEntry:n1340	Velez’s entry for 'Ferveo'		lexicalEntry:n1340.e01	lexicogComponent:n1340.e20_comp	185. 3.
lexicogEntry:n1341	Velez’s entry for 'Ferus'		lexicalEntry:n1341.e01	lexicogComponent:n1341.e01_comp	213. 9.
lexicogEntry:n1342	Velez’s entry for 'Festus'		lexicalEntry:n1342.e01		Ibid. 3.
lexicogEntry:n1343	Velez’s entry for 'Ficus'		lexicalEntry:n1343.e01	lexicogComponent:n1343.e01_comp, lexicogComponent:n1343.e10_comp, lexicogComponent:n1343.e11_comp	173. 24. 128. 21 28.
lexicogEntry:n1344	Velez’s entry for 'Fidelis'		lexicalEntry:n1344.e01		213. 13.
lexicogEntry:n1345	Velez’s entry for 'Fides'		lexicalEntry:n1345.e01	lexicogComponent:n1345.e10_comp	301. 16.
lexicogEntry:n1346	Velez’s entry for 'Fido'		lexicalEntry:n1346.e01	lexicogComponent:n1346.e10_comp, lexicogComponent:n1346.e20_comp	189. 7. 226. 10. 255. 2.
lexicogEntry:n1347	Velez’s entry for 'Fidus'		lexicalEntry:n1347.e01		105. fin. 213. 12.
lexicogEntry:n1348	Velez’s entry for 'Figo'		lexicalEntry:n1348.e01	lexicogComponent:n1348.e01_comp	190. 17.
lexicogEntry:n1349	Velez’s entry for 'Figúra'		lexicalEntry:n1349.e01		De Figurata constructione a pag 277. De figuris poeticis à pag. 341. 8.
lexicogEntry:n1350	Velez’s entry for 'Filius'		lexicalEntry:n1350.e01	lexicogComponent:n1350.e01_comp, lexicogComponent:n1350.e10_comp	139. 24.
lexicogEntry:n1351	Velez’s entry for 'Filis'		lexicalEntry:n1351.e01	lexicogComponent:n1351.e01_comp	310. 5.
lexicogEntry:n1352	Velez’s entry for 'Fimus'		lexicalEntry:n1352.e01		173. 26.
lexicogEntry:n1353	Velez’s entry for 'Findo'		lexicalEntry:n1353.e01		188. 2.
lexicogEntry:n1354	Velez’s entry for 'Fingo'		lexicalEntry:n1354.e01	lexicogComponent:n1354.e10_comp, lexicogComponent:n1354.e40_comp	189. 22.
lexicogEntry:n1355	Velez’s entry for 'Finis'		lexicalEntry:n1355.e01	lexicogComponent:n1355.e01_comp	133. 17.
lexicogEntry:n1356	Velez’s entry for 'Finitimus'		lexicalEntry:n1356.e01	lexicogComponent:n1356.e01_comp	211. 24.
lexicogEntry:n1357	Velez’s entry for 'Fio'		lexicalEntry:n1357.e01	lexicogComponent:n1357.e01_comp	85. 8. 240. 10. 17. 294. 14.
lexicogEntry:n1358	Velez’s entry for 'Flabra'		lexicalEntry:n1358.e01	lexicogComponent:n1358.e01_comp, lexicogComponent:n1358.e10_comp	165. 12.
lexicogEntry:n1359	Velez’s entry for 'Flagito'		lexicalEntry:n1359.e01	lexicogComponent:n1359.e01_comp	236. 9. 234. 11.
lexicogEntry:n1360	Velez’s entry for 'Flamen'		lexicalEntry:n1360.e01		322. 1.
lexicogEntry:n1361	Velez’s entry for 'Flaveo'		lexicalEntry:n1361.e01		185. 2.
lexicogEntry:n1362	Velez’s entry for 'Flecto'		lexicalEntry:n1362.e01	lexicogComponent:n1362.e01_comp	194. 11. 20.
lexicogEntry:n1363	Velez’s entry for 'Fleo'		lexicalEntry:n1363.e01		184. 4.
lexicogEntry:n1364	Velez’s entry for 'Floccus'		lexicalEntry:n1364.e01	lexicogComponent:n1364.e01_comp	230. 19.
lexicogEntry:n1365	Velez’s entry for 'Flóreo'		lexicalEntry:n1365.e01	lexicogComponent:n1365.e01_comp	226. 13.
lexicogEntry:n1366	Velez’s entry for 'Flos'		lexicalEntry:n1366.e01		128. 22. 147. 12.
lexicogEntry:n1367	Velez’s entry for 'Flumen'		lexicalEntry:n1367.e01	lexicogComponent:n1367.e01_comp	322. 1.
lexicogEntry:n1368	Velez’s entry for 'Fluo'		lexicalEntry:n1368.e01		186. 22. 226. 8.
lexicogEntry:n1369	Velez’s entry for 'Fluvius'		lexicalEntry:n1369.e01		139. 20. 140. 15.
lexicogEntry:n1370	Velez’s entry for 'Fluxus'		lexicalEntry:n1370.e01		255. 4.
lexicogEntry:n1371	Velez’s entry for 'Fodio'		lexicalEntry:n1371.e01	lexicogComponent:n1371.e01_comp	185. 25.
lexicogEntry:n1372	Velez’s entry for 'Foecundus'		lexicalEntry:n1372.e01		309. 8. 215. 7.
lexicogEntry:n1373	Velez’s entry for 'Foedus'		lexicalEntry:n1373.e01		147. 24.
lexicogEntry:n1374	Velez’s entry for 'Foenero'		lexicalEntry:n1374.e01	lexicogComponent:n1374.e01_comp	131. 26. 236. fin.
lexicogEntry:n1375	Velez’s entry for 'Foenum'		lexicalEntry:n1375.e01		162. 24.
lexicogEntry:n1376	Velez’s entry for 'Foenus'		lexicalEntry:n1376.e01		147. 20.
lexicogEntry:n1377	Velez’s entry for 'Foetus'		lexicalEntry:n1377.e01	lexicogComponent:n1377.e10_comp	215. 14. 24.
lexicogEntry:n1378	Velez’s entry for 'Follis'		lexicalEntry:n1378.e01		127. 30.
lexicogEntry:n1379	Velez’s entry for 'Fomes'		lexicalEntry:n1379.e01	lexicogComponent:n1379.e01_comp	127. 14. 145. 12.
lexicogEntry:n1380	Velez’s entry for 'Fons'		lexicalEntry:n1380.e01		130. 8.
lexicogEntry:n1381	Velez’s entry for 'Foràs'		lexicalEntry:n1381.e01		270. 13.
lexicogEntry:n1382	Velez’s entry for 'Forceps'		lexicalEntry:n1382.e01		130. 10. 149. 16.
lexicogEntry:n1383	Velez’s entry for 'Forem'		lexicalEntry:n1383.e01	lexicogComponent:n1383.e01_comp	93. 25.
lexicogEntry:n1384	Velez’s entry for 'Forfex'		lexicalEntry:n1384.e01		133. 22.
lexicogEntry:n1385	Velez’s entry for 'Foris'		lexicalEntry:n1385.e01		269. fin.
lexicogEntry:n1386	Velez’s entry for 'Fornax'		lexicalEntry:n1386.e01		130. 28.
lexicogEntry:n1387	Velez’s entry for 'Fornix'		lexicalEntry:n1387.e01		130. 24. 310. 5.
lexicogEntry:n1388	Velez’s entry for 'Forsan'		lexicalEntry:n1388.e01		112. 25. 322. 10.
lexicogEntry:n1389	Velez’s entry for 'Fortè'		lexicalEntry:n1389.e01		113. 6.
lexicogEntry:n1390	Velez’s entry for 'Fortis'		lexicalEntry:n1390.e01	lexicogComponent:n1390.e01_comp	104. 10. 123. 20.
lexicogEntry:n1391	Velez’s entry for 'Fortuitò'		lexicalEntry:n1391.e01		113. 6.
lexicogEntry:n1392	Velez’s entry for 'Fóveo'		lexicalEntry:n1392.e01		184. 31.
lexicogEntry:n1393	Velez’s entry for 'Fraenum'		lexicalEntry:n1393.e01	lexicogComponent:n1393.e02_comp	166. 18.
lexicogEntry:n1394	Velez’s entry for 'Frango'		lexicalEntry:n1394.e01	lexicogComponent:n1394.e01_comp	190. 9.
lexicogEntry:n1395	Velez’s entry for 'Frater'		lexicalEntry:n1395.e01		143. 18.
lexicogEntry:n1396	Velez’s entry for 'Fraudo'		lexicalEntry:n1396.e01		235. fin.
lexicogEntry:n1397	Velez’s entry for 'Fraus'		lexicalEntry:n1397.e01		129. 25. 148. 16.
lexicogEntry:n1398	Velez’s entry for 'Fremo'		lexicalEntry:n1398.e01	lexicogComponent:n1398.e01_comp	191. 22.
lexicogEntry:n1399	Velez’s entry for 'Frendo'		lexicalEntry:n1399.e01	lexicogComponent:n1399.e01_comp	189. 6.
lexicogEntry:n1400	Velez’s entry for 'Frequens'		lexicalEntry:n1400.e01		215. 10.
lexicogEntry:n1401	Velez’s entry for 'Fretus'		lexicalEntry:n1401.e01		215. fin.
lexicogEntry:n1402	Velez’s entry for 'Frico'		lexicalEntry:n1402.e01		180. 17.
lexicogEntry:n1403	Velez’s entry for 'Frigeo'		lexicalEntry:n1403.e01		184. 3.
lexicogEntry:n1404	Velez’s entry for 'Frigesco'		lexicalEntry:n1404.e01	lexicogComponent:n1404.e01_comp	108. 28. 179. 2.
lexicogEntry:n1405	Velez’s entry for 'Frigo'		lexicalEntry:n1405.e01		190. 18.
lexicogEntry:n1406	Velez’s entry for 'Frit'		lexicalEntry:n1406.e01		125. 19.
lexicogEntry:n1407	Velez’s entry for 'Frons'		lexicalEntry:n1407.e01		149. 24.
lexicogEntry:n1408	Velez’s entry for 'Frons'		lexicalEntry:n1408.e01	lexicogComponent:n1408.e01_comp	130. 12. 149. 26.
lexicogEntry:n1409	Velez’s entry for 'Fructuosus'		lexicalEntry:n1409.e01		212. 14.
lexicogEntry:n1410	Velez’s entry for 'Fruges'		lexicalEntry:n1410.e01		150. 6. 173. 27. 312. 18.
lexicogEntry:n1411	Velez’s entry for 'Frugi'		lexicalEntry:n1411.e01		121. fin.
lexicogEntry:n1412	Velez’s entry for 'Frugifer'		lexicalEntry:n1412.e01		103. 29.
lexicogEntry:n1413	Velez’s entry for 'Frumentum'		lexicalEntry:n1413.e01		161. 26.
lexicogEntry:n1414	Velez’s entry for 'Fruor'		lexicalEntry:n1414.e01		226. 8.
lexicogEntry:n1415	Velez’s entry for 'Frustra'		lexicalEntry:n1415.e01	lexicogComponent:n1415.e01_comp, lexicogComponent:n1415.e10_comp	317. 18.
lexicogEntry:n1416	Velez’s entry for 'Fuga'		lexicalEntry:n1416.e01		162. 17.
lexicogEntry:n1417	Velez’s entry for 'Fugax'		lexicalEntry:n1417.e01		208. 20.
lexicogEntry:n1418	Velez’s entry for 'Fugio'		lexicalEntry:n1418.e01		185. 25.
lexicogEntry:n1419	Velez’s entry for 'Fugito'		lexicalEntry:n1419.e01		255. 14.
lexicogEntry:n1420	Velez’s entry for 'Fugitivus'		lexicalEntry:n1420.e01	lexicogComponent:n1420.e01_comp	216. 12.
lexicogEntry:n1421	Velez’s entry for 'Fulcio'		lexicalEntry:n1421.e01	lexicogComponent:n1421.e01_comp	195. 23.
lexicogEntry:n1422	Velez’s entry for 'Fulgeo'		lexicalEntry:n1422.e01		184. 1.
lexicogEntry:n1423	Velez’s entry for 'Fulgetrum'		lexicalEntry:n1423.e01		173. 29.
lexicogEntry:n1424	Velez’s entry for 'Fulgur'		lexicalEntry:n1424.e01		126. 26.
lexicogEntry:n1425	Velez’s entry for 'Fundo'		lexicalEntry:n1425.e01		187. fin.
lexicogEntry:n1426	Velez’s entry for 'Fundum'		lexicalEntry:n1426.e01		177. 6.
lexicogEntry:n1427	Velez’s entry for 'Funebris'		lexicalEntry:n1427.e01	lexicogComponent:n1427.e01_comp	212. 19.
lexicogEntry:n1428	Velez’s entry for 'Funestus'		lexicalEntry:n1428.e01	lexicogComponent:n1428.e10_comp	Ibid.
lexicogEntry:n1429	Velez’s entry for 'Fungor'		lexicalEntry:n1429.e01	lexicogComponent:n1429.e20_comp	226. 12. 21.
lexicogEntry:n1430	Velez’s entry for 'Funis'		lexicalEntry:n1430.e01	lexicogComponent:n1430.e11_comp	128. 9.
lexicogEntry:n1431	Velez’s entry for 'Funus'		lexicalEntry:n1431.e01	lexicogComponent:n1431.e10_comp	147. 25.
lexicogEntry:n1432	Velez’s entry for 'Fur'		lexicalEntry:n1432.e01	lexicogComponent:n1432.e01_comp	120. 16. 312. 17.
lexicogEntry:n1433	Velez’s entry for 'Furfur'		lexicalEntry:n1433.e01		126. 6. 28.
lexicogEntry:n1434	Velez’s entry for 'Furo'		lexicalEntry:n1434.e01	lexicogComponent:n1434.e01_comp, lexicogComponent:n1434.e10_comp	178. 29.
lexicogEntry:n1435	Velez’s entry for 'Furor'		lexicalEntry:n1435.e01		237. 6. 26.
lexicogEntry:n1436	Velez’s entry for 'Fustis'		lexicalEntry:n1436.e01	lexicogComponent:n1436.e01_comp	127. 30.
lexicogEntry:n1437	Velez’s entry for 'Futurus'		lexicalEntry:n1437.e01		240. 24.
lexicogEntry:n1438	Velez’s entry for 'Gabii'		lexicalEntry:n1438.e01		161. 22.
lexicogEntry:n1439	Velez’s entry for 'Gabriel'		lexicalEntry:n1439.e01		120. 6.
lexicogEntry:n1440	Velez’s entry for 'Gadir'		lexicalEntry:n1440.e01	lexicogComponent:n1440.e01_comp	143. 9.
lexicogEntry:n1441	Velez’s entry for 'Galbanum'		lexicalEntry:n1441.e01		177. 10.
lexicogEntry:n1442	Velez’s entry for 'Galerus'		lexicalEntry:n1442.e01		173. 30.
lexicogEntry:n1443	Velez’s entry for 'Ganea'		lexicalEntry:n1443.e01		Ibid. fin.
lexicogEntry:n1444	Velez’s entry for 'Garumna'		lexicalEntry:n1444.e01		122. 9.
lexicogEntry:n1445	Velez’s entry for 'Gaudeo'		lexicalEntry:n1445.e01		185. 5. 226. 12.
lexicogEntry:n1446	Velez’s entry for 'Gausape'		lexicalEntry:n1446.e01	lexicogComponent:n1446.e02_comp	124. 16. 174. 2.
lexicogEntry:n1447	Velez’s entry for 'Gelu'		lexicalEntry:n1447.e01		125. 18. 162. 25.
lexicogEntry:n1448	Velez’s entry for 'Geminus'		lexicalEntry:n1448.e01	lexicogComponent:n1448.e01_comp	164. 17.
lexicogEntry:n1449	Velez’s entry for 'Gemo'		lexicalEntry:n1449.e01		191. 22.
lexicogEntry:n1450	Velez’s entry for 'Gener'		lexicalEntry:n1450.e01		138. 24.
lexicogEntry:n1451	Velez’s entry for 'Genus'		lexicalEntry:n1451.e01	lexicogComponent:n1451.e01_comp	147. 26.
lexicogEntry:n1452	Velez’s entry for 'Gens'		lexicalEntry:n1452.e01		99. 12.
lexicogEntry:n1453	Velez’s entry for 'Geometra'		lexicalEntry:n1453.e01		306. 7.
lexicogEntry:n1454	Velez’s entry for 'Georgica'		lexicalEntry:n1454.e01	lexicogComponent:n1454.e01_comp	163. 24.
lexicogEntry:n1455	Velez’s entry for 'Gero'		lexicalEntry:n1455.e01		193. 27. 232. 16.
lexicogEntry:n1456	Velez’s entry for 'Geryon'		lexicalEntry:n1456.e01		174. 4.
lexicogEntry:n1457	Velez’s entry for 'Gibba'		lexicalEntry:n1457.e01	lexicogComponent:n1457.e40_comp	174. 6.
lexicogEntry:n1458	Velez’s entry for 'Gigas'		lexicalEntry:n1458.e01	lexicogComponent:n1458.e01_comp	144. 9.
lexicogEntry:n1459	Velez’s entry for 'Gigno'		lexicalEntry:n1459.e01		192. 17.
lexicogEntry:n1460	Velez’s entry for 'Git'		lexicalEntry:n1460.e01	lexicogComponent:n1460.e01_comp, lexicogComponent:n1460.e02_comp	125. 19.
lexicogEntry:n1461	Velez’s entry for 'Glans'		lexicalEntry:n1461.e01	lexicogComponent:n1461.e01_comp	149. 24.
lexicogEntry:n1462	Velez’s entry for 'Glis'		lexicalEntry:n1462.e01	lexicogComponent:n1462.e01_comp	127. 32. 309. 25. 323. 26
lexicogEntry:n1463	Velez’s entry for 'Glisco'		lexicalEntry:n1463.e01		178. 28.
lexicogEntry:n1464	Velez’s entry for 'Glomus'		lexicalEntry:n1464.e01		147. 25
lexicogEntry:n1465	Velez’s entry for 'Glorior'		lexicalEntry:n1465.e01	lexicogComponent:n1465.e01_comp	216. 11
lexicogEntry:n1466	Velez’s entry for 'Gluten'		lexicalEntry:n1466.e01		162. 25.
lexicogEntry:n1467	Velez’s entry for 'Glycerium'		lexicalEntry:n1467.e01		123. 1.
lexicogEntry:n1468	Velez’s entry for 'Gnarus'		lexicalEntry:n1468.e01		207. 31.
lexicogEntry:n1469	Velez’s entry for 'Gnatus'		lexicalEntry:n1469.e01	lexicogComponent:n1469.e02_comp	
lexicogEntry:n1470	Velez’s entry for 'Gobio'		lexicalEntry:n1470.e01		174. 10.
lexicogEntry:n1471	Velez’s entry for 'Gomor'		lexicalEntry:n1471.e01		364. 26.
lexicogEntry:n1472	Velez’s entry for 'Gracilis'		lexicalEntry:n1472.e01		104. 23.
lexicogEntry:n1473	Velez’s entry for 'Gradior'		lexicalEntry:n1473.e01		197. 26.
lexicogEntry:n1474	Velez’s entry for 'Grammatica'		lexicalEntry:n1474.e01	lexicogComponent:n1474.e01_comp, lexicogComponent:n1474.e20_comp	138. 13.
lexicogEntry:n1475	Velez’s entry for 'Grando'		lexicalEntry:n1475.e01	lexicogComponent:n1475.e01_comp	141. 13.
lexicogEntry:n1476	Velez’s entry for 'Grates'		lexicalEntry:n1476.e01	lexicogComponent:n1476.e01_comp	170. 8.
lexicogEntry:n1477	Velez’s entry for 'Gratiosus'		lexicalEntry:n1477.e01	lexicogComponent:n1477.e01_comp	212. 29.
lexicogEntry:n1478	Velez’s entry for 'Gratis'		lexicalEntry:n1478.e01	lexicogComponent:n1478.e01_comp	324. 16.
lexicogEntry:n1479	Velez’s entry for 'Gratus'		lexicalEntry:n1479.e01	lexicogComponent:n1479.e01_comp, lexicogComponent:n1479.e10_comp	212. 30.
lexicogEntry:n1480	Velez’s entry for 'Gravidus'		lexicalEntry:n1480.e01		216. 1.
lexicogEntry:n1481	Velez’s entry for 'Gravis'		lexicalEntry:n1481.e01		Ibidem. 2.
lexicogEntry:n1482	Velez’s entry for 'Gravo'		lexicalEntry:n1482.e01		235. 26.
lexicogEntry:n1483	Velez’s entry for 'Grex'		lexicalEntry:n1483.e01		130. 23. & 308. 30.
lexicogEntry:n1484	Velez’s entry for 'Grossus'		lexicalEntry:n1484.e01	lexicogComponent:n1484.e01_comp	133. 13.
lexicogEntry:n1485	Velez’s entry for 'Grus'		lexicalEntry:n1485.e01		134. 10.
lexicogEntry:n1486	Velez’s entry for 'Gryps'		lexicalEntry:n1486.e01		149. 7. 174. 11.
lexicogEntry:n1487	Velez’s entry for 'Gummi'		lexicalEntry:n1487.e01	lexicogComponent:n1487.e01_comp	124. 30. 167. 24. 174. 13.
lexicogEntry:n1488	Velez’s entry for 'Gurges'		lexicalEntry:n1488.e01		127. 14.
lexicogEntry:n1489	Velez’s entry for 'Guttur'		lexicalEntry:n1489.e01		126. 26.
lexicogEntry:n1490	Velez’s entry for 'Guttus'		lexicalEntry:n1490.e01		177. 7.
lexicogEntry:n1491	Velez’s entry for 'Habeo'		lexicalEntry:n1491.e01	lexicogComponent:n1491.e01_comp	198. 9. 229. 30. 232. 16.
lexicogEntry:n1492	Velez’s entry for 'Habilis'		lexicalEntry:n1492.e01		214. 19 & 23.
lexicogEntry:n1493	Velez’s entry for 'Hàc'		lexicalEntry:n1493.e01		270. 15.
lexicogEntry:n1494	Velez’s entry for 'Haereo'		lexicalEntry:n1494.e01		183. 10. 221. 6.
lexicogEntry:n1495	Velez’s entry for 'Haeres'		lexicalEntry:n1495.e01		121. 9.
lexicogEntry:n1496	Velez’s entry for 'Haeresis'		lexicalEntry:n1496.e01	lexicogComponent:n1496.e01_comp	151. 22.
lexicogEntry:n1497	Velez’s entry for 'Halcyon'		lexicalEntry:n1497.e01		125. 14. 25.
lexicogEntry:n1498	Velez’s entry for 'Halec'		lexicalEntry:n1498.e01		125. 18. 141. 19. 151. 5. 308. fin.
lexicogEntry:n1499	Velez’s entry for 'Halyx'		lexicalEntry:n1499.e01	lexicogComponent:n1499.e01_comp	151. 25.
lexicogEntry:n1500	Velez’s entry for 'Harpago'		lexicalEntry:n1500.e01	lexicogComponent:n1500.e01_comp, lexicogComponent:n1500.e10_comp	124. 28.
lexicogEntry:n1501	Velez’s entry for 'Harpyia'		lexicalEntry:n1501.e01	lexicogComponent:n1501.e01_comp	98. 8. 291. 3.
