lexicog.Entry	rdfs.label	lexinfo.note	lexicog.describes	lexicog.subComponent	skos.note
lexicogEntry:n2024	Velez’s entry for 'Maceria'		lexicalEntry:n2024.e01		174. 25.
lexicogEntry:n2025	Velez’s entry for 'Macte'		lexicalEntry:n2025.e01		170. 25. 215. 14.
lexicogEntry:n2026	Velez’s entry for 'Maenalus'		lexicalEntry:n2026.e01	lexicogComponent:n2026.e02_comp	174. 30.
lexicogEntry:n2027	Velez’s entry for 'Magalia'		lexicalEntry:n2027.e01		165. 20.
lexicogEntry:n2028	Velez’s entry for 'Magis'		lexicalEntry:n2028.e01		112. 28.
lexicogEntry:n2029	Velez’s entry for 'Magnes'		lexicalEntry:n2029.e01		127. 25.
lexicogEntry:n2030	Velez’s entry for 'Magnificus'		lexicalEntry:n2030.e01	lexicogComponent:n2030.e01_comp	105. 9.
lexicogEntry:n2031	Velez’s entry for 'Magnus'		lexicalEntry:n2031.e01		105. 20. & 230. 15.
lexicogEntry:n2032	Velez’s entry for 'Maja'		lexicalEntry:n2032.e01		136. 24. 322. 8.
lexicogEntry:n2033	Velez’s entry for 'Maiores'		lexicalEntry:n2033.e01	lexicogComponent:n2033.e01_comp	164. 15.
lexicogEntry:n2034	Velez’s entry for 'Malè'		lexicalEntry:n2034.e01	lexicogComponent:n2034.e01_comp	319. 3.
lexicogEntry:n2035	Velez’s entry for 'Malecupio'		lexicalEntry:n2035.e01		221. 30.
lexicogEntry:n2036	Velez’s entry for 'Maledico'		lexicalEntry:n2036.e01		Ibidem.
lexicogEntry:n2037	Velez’s entry for 'Maledicus'		lexicalEntry:n2037.e01		105. 10. 302. 17.
lexicogEntry:n2038	Velez’s entry for 'Malefacio'		lexicalEntry:n2038.e01		221. 30.
lexicogEntry:n2039	Velez’s entry for 'Maleficus'		lexicalEntry:n2039.e01		212. 22.
lexicogEntry:n2040	Velez’s entry for 'Malevertit'		lexicalEntry:n2040.e01		223. 18.
lexicogEntry:n2041	Velez’s entry for 'Malevolo'		lexicalEntry:n2041.e01		221. 30.
lexicogEntry:n2042	Velez’s entry for 'Malevolus'		lexicalEntry:n2042.e01		213. 10.
lexicogEntry:n2043	Velez’s entry for 'Malignus'		lexicalEntry:n2043.e01		212. 22.
lexicogEntry:n2044	Velez’s entry for 'Malo'		lexicalEntry:n2044.e01		84. 12. 191. 16.
lexicogEntry:n2045	Velez’s entry for 'Malus'		lexicalEntry:n2045.e01		108. 18.
lexicogEntry:n2046	Velez’s entry for 'Mammona'		lexicalEntry:n2046.e01		124. 4.
lexicogEntry:n2047	Velez’s entry for 'Manceps'		lexicalEntry:n2047.e01		149. 16.
lexicogEntry:n2048	Velez’s entry for 'Mancipo'		lexicalEntry:n2048.e01		232. 3.
lexicogEntry:n2049	Velez’s entry for 'Mando'		lexicalEntry:n2049.e01	lexicogComponent:n2049.e01_comp	Ibidem 2.
lexicogEntry:n2050	Velez’s entry for 'Mando'		lexicalEntry:n2050.e01	lexicogComponent:n2050.e01_comp	187. 27.
lexicogEntry:n2051	Velez’s entry for 'Maneo'		lexicalEntry:n2051.e01	lexicogComponent:n2051.e10_comp	183. 18.
lexicogEntry:n2052	Velez’s entry for 'Manes'		lexicalEntry:n2052.e01		164. 9.
lexicogEntry:n2053	Velez’s entry for 'Manna'		lexicalEntry:n2053.e01	lexicogComponent:n2053.e01_comp	124. 6.
lexicogEntry:n2054	Velez’s entry for 'Mano'		lexicalEntry:n2054.e01	lexicogComponent:n2054.e01_comp	226. 8.
lexicogEntry:n2055	Velez’s entry for 'Mansuetus'		lexicalEntry:n2055.e01		213. 4.
lexicogEntry:n2056	Velez’s entry for 'Manto'		lexicalEntry:n2056.e01		151. 28.
lexicogEntry:n2057	Velez’s entry for 'Manubiae'		lexicalEntry:n2057.e01		165. 4.
lexicogEntry:n2058	Velez’s entry for 'Manus'		lexicalEntry:n2058.e01		128. 19.
lexicogEntry:n2059	Velez’s entry for 'Mappa'		lexicalEntry:n2059.e01	lexicogComponent:n2059.e01_comp	177. 16.
lexicogEntry:n2060	Velez’s entry for 'Mare'		lexicalEntry:n2060.e01		169. 24.
lexicogEntry:n2061	Velez’s entry for 'Margarita'		lexicalEntry:n2061.e01		174. 26.
lexicogEntry:n2062	Velez’s entry for 'Margo'		lexicalEntry:n2062.e01		134. 3.
lexicogEntry:n2063	Velez’s entry for 'Marmor'		lexicalEntry:n2063.e01		126. 5.
lexicogEntry:n2064	Velez’s entry for 'Mars'		lexicalEntry:n2064.e01		120. 8.
lexicogEntry:n2065	Velez’s entry for 'Mas'		lexicalEntry:n2065.e01		308. 2.
lexicogEntry:n2066	Velez’s entry for 'Masinissa'		lexicalEntry:n2066.e01		120. 2.
lexicogEntry:n2067	Velez’s entry for 'Massicus'		lexicalEntry:n2067.e01		165. 29.
lexicogEntry:n2068	Velez’s entry for 'Mastiche'		lexicalEntry:n2068.e01	lexicogComponent:n2068.e01_comp	124. 19.
lexicogEntry:n2069	Velez’s entry for 'Mastix'		lexicalEntry:n2069.e01		310. 8. 16.
lexicogEntry:n2070	Velez’s entry for 'Maturus'		lexicalEntry:n2070.e01		214. 16.
lexicogEntry:n2071	Velez’s entry for 'Maximè'		lexicalEntry:n2071.e01		112. 19. 267. 18.
lexicogEntry:n2072	Velez’s entry for 'Medeor'		lexicalEntry:n2072.e01		178. 32. 221. 24.
lexicogEntry:n2073	Velez’s entry for 'Medicor'		lexicalEntry:n2073.e01	lexicogComponent:n2073.e20_comp	221. 24.
lexicogEntry:n2074	Velez’s entry for 'Medimnus'		lexicalEntry:n2074.e01		174. fine.
lexicogEntry:n2075	Velez’s entry for 'Mediocris'		lexicalEntry:n2075.e01		104. 1.
lexicogEntry:n2076	Velez’s entry for 'Medius'		lexicalEntry:n2076.e01		213. 24.
lexicogEntry:n2077	Velez’s entry for 'Megalenses'		lexicalEntry:n2077.e01		163. 20.
lexicogEntry:n2078	Velez’s entry for 'Meio'		lexicalEntry:n2078.e01	lexicogComponent:n2078.e01_comp	191. 2.
lexicogEntry:n2079	Velez’s entry for 'Mel'		lexicalEntry:n2079.e01	lexicogComponent:n2079.e01_comp	125. 19.
lexicogEntry:n2080	Velez’s entry for 'Melampus'		lexicalEntry:n2080.e01		311. 19. 325. 24.
lexicogEntry:n2081	Velez’s entry for 'Melchisedech'		lexicalEntry:n2081.e01	lexicogComponent:n2081.e01_comp	364. 29.
lexicogEntry:n2082	Velez’s entry for 'Mele'		lexicalEntry:n2082.e01		124. 21.
lexicogEntry:n2083	Velez’s entry for 'Meliceris'		lexicalEntry:n2083.e01		174. 1.
lexicogEntry:n2084	Velez’s entry for 'Melilotos'		lexicalEntry:n2084.e01	lexicogComponent:n2084.e01_comp	129. 4.
lexicogEntry:n2085	Velez’s entry for 'Melior'		lexicalEntry:n2085.e01		154. fin.
lexicogEntry:n2086	Velez’s entry for 'Meliphyllon'		lexicalEntry:n2086.e01		305. 10.
lexicogEntry:n2087	Velez’s entry for 'Melos'		lexicalEntry:n2087.e01		128. 17.
lexicogEntry:n2088	Velez’s entry for 'Memini'		lexicalEntry:n2088.e01		87. 18. 220. 11. 17.
lexicogEntry:n2089	Velez’s entry for 'Memor'		lexicalEntry:n2089.e01		208. 17. 311. 12.
lexicogEntry:n2090	Velez’s entry for 'Memoro'		lexicalEntry:n2090.e01		231. 20.
lexicogEntry:n2091	Velez’s entry for 'Menda'		lexicalEntry:n2091.e01	lexicogComponent:n2091.e01_comp	174. 3.
lexicogEntry:n2092	Velez’s entry for 'Mendico'		lexicalEntry:n2092.e01		236. 16.
lexicogEntry:n2093	Velez’s entry for 'Menelaus'		lexicalEntry:n2093.e01		139. 17.
lexicogEntry:n2094	Velez’s entry for 'Menoetiades'		lexicalEntry:n2094.e01		353. 31.
lexicogEntry:n2095	Velez’s entry for 'Mensis'		lexicalEntry:n2095.e01		128. 2.
lexicogEntry:n2096	Velez’s entry for 'Merces'		lexicalEntry:n2096.e01		309. 1.
lexicogEntry:n2097	Velez’s entry for 'Mercor'		lexicalEntry:n2097.e01		237. 9.
lexicogEntry:n2098	Velez’s entry for 'Merges'		lexicalEntry:n2098.e01		145. 15.
lexicogEntry:n2099	Velez’s entry for 'Mergo'		lexicalEntry:n2099.e01	lexicogComponent:n2099.e01_comp	190. 17.
lexicogEntry:n2100	Velez’s entry for 'Meridies'		lexicalEntry:n2100.e01		127. 24.
lexicogEntry:n2101	Velez’s entry for 'Meridio'		lexicalEntry:n2101.e01		305. 19.
lexicogEntry:n2102	Velez’s entry for 'Merops'		lexicalEntry:n2102.e01		130. 21.
lexicogEntry:n2103	Velez’s entry for 'Merx'		lexicalEntry:n2103.e01		156. 6.
lexicogEntry:n2104	Velez’s entry for 'Metallum'		lexicalEntry:n2104.e01		161. 31.
lexicogEntry:n2105	Velez’s entry for 'Metamorphosis'		lexicalEntry:n2105.e01		122. 17.
lexicogEntry:n2106	Velez’s entry for 'Metaurus'		lexicalEntry:n2106.e01		174. 6.
lexicogEntry:n2107	Velez’s entry for 'Methodus'		lexicalEntry:n2107.e01		129. 16.
lexicogEntry:n2108	Velez’s entry for 'Metior'		lexicalEntry:n2108.e01	lexicogComponent:n2108.e01_comp	239. 30. 197. 20.
lexicogEntry:n2109	Velez’s entry for 'Meto'		lexicalEntry:n2109.e01		194. 23.
lexicogEntry:n2110	Velez’s entry for 'Metuo'		lexicalEntry:n2110.e01		186. 23. 275. 31.
lexicogEntry:n2111	Velez’s entry for 'Meus'		lexicalEntry:n2111.e01		257. 13.
lexicogEntry:n2112	Velez’s entry for 'Michael'		lexicalEntry:n2112.e01		309. 12.
lexicogEntry:n2113	Velez’s entry for 'Mico'		lexicalEntry:n2113.e01		180. 25.
lexicogEntry:n2114	Velez’s entry for 'Miles'		lexicalEntry:n2114.e01	lexicogComponent:n2114.e01_comp	121. 8.
lexicogEntry:n2115	Velez’s entry for 'Militia'		lexicalEntry:n2115.e01		241. 18.
lexicogEntry:n2116	Velez’s entry for 'Milium'		lexicalEntry:n2116.e01		162. 2.
lexicogEntry:n2117	Velez’s entry for 'Mille'		lexicalEntry:n2117.e01		122. 3.
lexicogEntry:n2118	Velez’s entry for 'Milvus'		lexicalEntry:n2118.e01		134. 20.
lexicogEntry:n2119	Velez’s entry for 'Minae'		lexicalEntry:n2119.e01		165. 4.
lexicogEntry:n2120	Velez’s entry for 'Minimus'		lexicalEntry:n2120.e01		105. 21. 267. 31.
lexicogEntry:n2121	Velez’s entry for 'Ministro'		lexicalEntry:n2121.e01		231. 26.
lexicogEntry:n2122	Velez’s entry for 'Minitor'		lexicalEntry:n2122.e01	lexicogComponent:n2122.e01_comp	232. 15.
lexicogEntry:n2123	Velez’s entry for 'Minor'		lexicalEntry:n2123.e01		229. fin. 246. 7.
lexicogEntry:n2124	Velez’s entry for 'Minos'		lexicalEntry:n2124.e01	lexicogComponent:n2124.e01_comp	295. 7.
lexicogEntry:n2125	Velez’s entry for 'Minotaurus'		lexicalEntry:n2125.e01	lexicogComponent:n2125.e01_comp	306. 7.
lexicogEntry:n2126	Velez’s entry for 'Minuo'		lexicalEntry:n2126.e01	lexicogComponent:n2126.e01_comp	186. 18.
lexicogEntry:n2127	Velez’s entry for 'Minutia'		lexicalEntry:n2127.e01		177. 17.
lexicogEntry:n2128	Velez’s entry for 'Misceo'		lexicalEntry:n2128.e01		182. 4. 231. 31.
lexicogEntry:n2129	Velez’s entry for 'Miser'		lexicalEntry:n2129.e01	lexicogComponent:n2129.e01_comp	307. 25.
lexicogEntry:n2130	Velez’s entry for 'Misereor'		lexicalEntry:n2130.e01		220. 4. 197. 23.
lexicogEntry:n2131	Velez’s entry for 'Miserescit'		lexicalEntry:n2131.e01	lexicogComponent:n2131.e01_comp	182. 31.
lexicogEntry:n2132	Velez’s entry for 'Miseror'		lexicalEntry:n2132.e01		255. 20.
lexicogEntry:n2133	Velez’s entry for 'Misy'		lexicalEntry:n2133.e01		141. 11.
lexicogEntry:n2134	Velez’s entry for 'Mitesco'		lexicalEntry:n2134.e01		179. 2.
lexicogEntry:n2135	Velez’s entry for 'Mitis'		lexicalEntry:n2135.e01		213. 4.
lexicogEntry:n2136	Velez’s entry for 'Mitto'		lexicalEntry:n2136.e01		232. 15.
lexicogEntry:n2137	Velez’s entry for 'Mobilis'		lexicalEntry:n2137.e01	lexicogComponent:n2137.e01_comp	301. 5.
lexicogEntry:n2138	Velez’s entry for 'Modestus'		lexicalEntry:n2138.e01	lexicogComponent:n2138.e01_comp	213. 4.
lexicogEntry:n2139	Velez’s entry for 'Modicus'		lexicalEntry:n2139.e01		103. 29.
lexicogEntry:n2140	Velez’s entry for 'Modius'		lexicalEntry:n2140.e01	lexicogComponent:n2140.e01_comp	174. 8.
lexicogEntry:n2141	Velez’s entry for 'Modò'		lexicalEntry:n2141.e01		320. 2. 20.
lexicogEntry:n2142	Velez’s entry for 'Moenia'		lexicalEntry:n2142.e01		165. 15. 20.
lexicogEntry:n2143	Velez’s entry for 'Moereo'		lexicalEntry:n2143.e01		178. 29.
lexicogEntry:n2144	Velez’s entry for 'Molaris'		lexicalEntry:n2144.e01		131. 23.
lexicogEntry:n2145	Velez’s entry for 'Molestus'		lexicalEntry:n2145.e01		212. 28.
lexicogEntry:n2146	Velez’s entry for 'Mollitia'		lexicalEntry:n2146.e01	lexicogComponent:n2146.e10_comp	174. 10.
lexicogEntry:n2147	Velez’s entry for 'Molo'		lexicalEntry:n2147.e01		191. 3.
lexicogEntry:n2148	Velez’s entry for 'Molossus'		lexicalEntry:n2148.e01		327. 13.
lexicogEntry:n2149	Velez’s entry for 'Moly'		lexicalEntry:n2149.e01		141. 11.
lexicogEntry:n2150	Velez’s entry for 'Moneo'		lexicalEntry:n2150.e01		182. 9. 234. 12. 26.
lexicogEntry:n2151	Velez’s entry for 'Monile'		lexicalEntry:n2151.e01		124. 15.
lexicogEntry:n2152	Velez’s entry for 'Monitum'		lexicalEntry:n2152.e01	lexicogComponent:n2152.e01_comp, lexicogComponent:n2152.e10_comp	174. 13.
lexicogEntry:n2153	Velez’s entry for 'Monoceros'		lexicalEntry:n2153.e01		147. 11.
lexicogEntry:n2154	Velez’s entry for 'Mons'		lexicalEntry:n2154.e01	lexicogComponent:n2154.e01_comp	130. 9.
lexicogEntry:n2155	Velez’s entry for 'Mordeo'		lexicalEntry:n2155.e01		183. 15.
lexicogEntry:n2156	Velez’s entry for 'Morigeror'		lexicalEntry:n2156.e01		222. 27.
lexicogEntry:n2157	Velez’s entry for 'Morigerus'		lexicalEntry:n2157.e01		213. 5.
lexicogEntry:n2158	Velez’s entry for 'Morior'		lexicalEntry:n2158.e01		197. 30.
lexicogEntry:n2159	Velez’s entry for 'Mortifer'		lexicalEntry:n2159.e01	lexicogComponent:n2159.e01_comp	212. 22.
lexicogEntry:n2160	Velez’s entry for 'Mos'		lexicalEntry:n2160.e01	lexicogComponent:n2160.e01_comp	147. 13.
lexicogEntry:n2161	Velez’s entry for 'Moveo'		lexicalEntry:n2161.e01		184. 30.
lexicogEntry:n2162	Velez’s entry for 'Mugil'		lexicalEntry:n2162.e01		128. 1.
lexicogEntry:n2163	Velez’s entry for 'Mulceo'		lexicalEntry:n2163.e01		183. 23.
lexicogEntry:n2164	Velez’s entry for 'Mulciber'		lexicalEntry:n2164.e01		143. 9.
lexicogEntry:n2165	Velez’s entry for 'Mulctra'		lexicalEntry:n2165.e01		174. 19.
lexicogEntry:n2166	Velez’s entry for 'Mulgeo'		lexicalEntry:n2166.e01		183. 25.
lexicogEntry:n2167	Velez’s entry for 'Multipeda'		lexicalEntry:n2167.e01		174. 21.
lexicogEntry:n2168	Velez’s entry for 'Multiplico'		lexicalEntry:n2168.e01	lexicogComponent:n2168.e01_comp	181. 7.
lexicogEntry:n2169	Velez’s entry for 'Multo'		lexicalEntry:n2169.e01		229. 11.
lexicogEntry:n2170	Velez’s entry for 'Multò'		lexicalEntry:n2170.e01	lexicogComponent:n2170.e02_comp	273. 10. 15.
lexicogEntry:n2171	Velez’s entry for 'Multus'		lexicalEntry:n2171.e01	lexicogComponent:n2171.e01_comp	105. 22.
lexicogEntry:n2172	Velez’s entry for 'Munditia'		lexicalEntry:n2172.e01		174. 22.
lexicogEntry:n2173	Velez’s entry for 'Munero'		lexicalEntry:n2173.e01	lexicogComponent:n2173.e01_comp	236. 1.
lexicogEntry:n2174	Velez’s entry for 'Munia'		lexicalEntry:n2174.e01		165. 12.
lexicogEntry:n2175	Velez’s entry for 'Municeps'		lexicalEntry:n2175.e01		121. 10.
lexicogEntry:n2176	Velez’s entry for 'Munus'		lexicalEntry:n2176.e01	lexicogComponent:n2176.e01_comp	147. 22.
lexicogEntry:n2177	Velez’s entry for 'Mus'		lexicalEntry:n2177.e01		129. 20.
lexicogEntry:n2178	Velez’s entry for 'Musa'		lexicalEntry:n2178.e01	lexicogComponent:n2178.e01_comp	116. 1.
lexicogEntry:n2179	Velez’s entry for 'Muscus'		lexicalEntry:n2179.e01		162. 13.
lexicogEntry:n2180	Velez’s entry for 'Musica'		lexicalEntry:n2180.e01	lexicogComponent:n2180.e01_comp	138. 10.
lexicogEntry:n2181	Velez’s entry for 'Musica'		lexicalEntry:n2181.e01		163. 26.
lexicogEntry:n2182	Velez’s entry for 'Mustaceum'		lexicalEntry:n2182.e01		174. 25.
lexicogEntry:n2183	Velez’s entry for 'Mustum'		lexicalEntry:n2183.e01		162. 5.
lexicogEntry:n2184	Velez’s entry for 'Mutuor'		lexicalEntry:n2184.e01	lexicogComponent:n2184.e01_comp	236. fin.
lexicogEntry:n2185	Velez’s entry for 'Mycenae'		lexicalEntry:n2185.e01		174. 26.
lexicogEntry:n2186	Velez’s entry for 'Myrmex'		lexicalEntry:n2186.e01		309. 3.
lexicogEntry:n2187	Velez’s entry for 'Nabal'		lexicalEntry:n2187.e01		321. 5.
lexicogEntry:n2188	Velez’s entry for 'Nae'		lexicalEntry:n2188.e01	lexicogComponent:n2188.e01_comp	271. 15.
lexicogEntry:n2189	Velez’s entry for 'Naenia'		lexicalEntry:n2189.e01		175. 2.
lexicogEntry:n2190	Velez’s entry for 'Nam'		lexicalEntry:n2190.e01	lexicogComponent:n2190.e01_comp, lexicogComponent:n2190.e02_comp	114. 19.
lexicogEntry:n2191	Velez’s entry for 'Nanciscor'		lexicalEntry:n2191.e01		196. 20.
lexicogEntry:n2192	Velez’s entry for 'Nar'		lexicalEntry:n2192.e01		133. 20. 322. 13.
lexicogEntry:n2193	Velez’s entry for 'Narbo'		lexicalEntry:n2193.e01		133. 19.
lexicogEntry:n2194	Velez’s entry for 'Nardus'		lexicalEntry:n2194.e01	lexicogComponent:n2194.e02_comp	174. 29.
lexicogEntry:n2195	Velez’s entry for 'Narro'		lexicalEntry:n2195.e01	lexicogComponent:n2195.e01_comp	231. 21.
lexicogEntry:n2196	Velez’s entry for 'Nascor'		lexicalEntry:n2196.e01		197. 30.
lexicogEntry:n2197	Velez’s entry for 'Natalis'		lexicalEntry:n2197.e01	lexicogComponent:n2197.e01_comp	174. 30.
lexicogEntry:n2198	Velez’s entry for 'Natrix'		lexicalEntry:n2198.e01		310. 3.
lexicogEntry:n2199	Velez’s entry for 'Natu'		lexicalEntry:n2199.e01	lexicogComponent:n2199.e01_comp	170. 22.
lexicogEntry:n2200	Velez’s entry for 'Naturalis'		lexicalEntry:n2200.e01		213. 25.
lexicogEntry:n2201	Velez’s entry for 'Natus'		lexicalEntry:n2201.e01	lexicogComponent:n2201.e11_comp	214. 20. 358. 30.
lexicogEntry:n2202	Velez’s entry for 'Navis'		lexicalEntry:n2202.e01	lexicogComponent:n2202.e01_comp	151. 17.
lexicogEntry:n2203	Velez’s entry for 'Naupliades'		lexicalEntry:n2203.e01	lexicogComponent:n2203.e01_comp	354. 4.
lexicogEntry:n2204	Velez’s entry for 'Nauta'		lexicalEntry:n2204.e01		359. 5.
lexicogEntry:n2205	Velez’s entry for 'Navus'		lexicalEntry:n2205.e01		207. fin.
lexicogEntry:n2206	Velez’s entry for 'Ne'		lexicalEntry:n2206.e01		271. 11. 275. 24.
lexicogEntry:n2207	Velez’s entry for 'Ne'		lexicalEntry:n2207.e01	lexicogComponent:n2207.e01_comp	114. 30. 318. 26.
lexicogEntry:n2208	Velez’s entry for 'Nec'		lexicalEntry:n2208.e01	lexicogComponent:n2208.e01_comp	114. 28. 320. 31.
lexicogEntry:n2209	Velez’s entry for 'Necesse'		lexicalEntry:n2209.e01		212. 15.
lexicogEntry:n2210	Velez’s entry for 'Necessitas'		lexicalEntry:n2210.e01		175. 1.
lexicogEntry:n2211	Velez’s entry for 'Neco'		lexicalEntry:n2211.e01		180. 3.
lexicogEntry:n2212	Velez’s entry for 'Nectar'		lexicalEntry:n2212.e01		308. 8.
lexicogEntry:n2213	Velez’s entry for 'Necto'		lexicalEntry:n2213.e01	lexicogComponent:n2213.e01_comp	194. 21. 231. 31.
lexicogEntry:n2214	Velez’s entry for 'Necubi'		lexicalEntry:n2214.e01		304. 23.
lexicogEntry:n2215	Velez’s entry for 'Nedum'		lexicalEntry:n2215.e01	lexicogComponent:n2215.e01_comp	304. 29.
lexicogEntry:n2216	Velez’s entry for 'Nefandus'		lexicalEntry:n2216.e01		Ibid. 27.
lexicogEntry:n2217	Velez’s entry for 'Nefarius'		lexicalEntry:n2217.e01		Ibid.
lexicogEntry:n2218	Velez’s entry for 'Nefas'		lexicalEntry:n2218.e01	lexicogComponent:n2218.e01_comp	Ibid. & 127. 3.
lexicogEntry:n2219	Velez’s entry for 'Nefastus'		lexicalEntry:n2219.e01	lexicogComponent:n2219.e01_comp	Ibid. & 212. 23.
lexicogEntry:n2220	Velez’s entry for 'Nefrens'		lexicalEntry:n2220.e01	lexicogComponent:n2220.e01_comp	149. 24.
lexicogEntry:n2221	Velez’s entry for 'Negligo'		lexicalEntry:n2221.e01		190. 11.
lexicogEntry:n2222	Velez’s entry for 'Nemo'		lexicalEntry:n2222.e01		209. 2. 121. 11.
lexicogEntry:n2223	Velez’s entry for 'Nempe'		lexicalEntry:n2223.e01	lexicogComponent:n2223.e01_comp	318. 1.
lexicogEntry:n2224	Velez’s entry for 'Nemus'		lexicalEntry:n2224.e01		147. 29.
lexicogEntry:n2225	Velez’s entry for 'Neo'		lexicalEntry:n2225.e01		184. 4.
lexicogEntry:n2226	Velez’s entry for 'Neptunalia'		lexicalEntry:n2226.e01		163. 12.
lexicogEntry:n2227	Velez’s entry for 'Neptunine'		lexicalEntry:n2227.e01		357. 15.
lexicogEntry:n2228	Velez’s entry for 'Nequam'		lexicalEntry:n2228.e01		304. 21.
lexicogEntry:n2229	Velez’s entry for 'Nequando'		lexicalEntry:n2229.e01		Ibidem.
lexicogEntry:n2230	Velez’s entry for 'Nequaquam'		lexicalEntry:n2230.e01		304. 23.
lexicogEntry:n2231	Velez’s entry for 'Neque'		lexicalEntry:n2231.e01		114. 28.
lexicogEntry:n2232	Velez’s entry for 'Nequeo'		lexicalEntry:n2232.e01		304. 28.
lexicogEntry:n2233	Velez’s entry for 'Nequicquam'		lexicalEntry:n2233.e01		Ibidem.
lexicogEntry:n2234	Velez’s entry for 'Nequis'		lexicalEntry:n2234.e01		304. 28.
lexicogEntry:n2235	Velez’s entry for 'Nequitia'		lexicalEntry:n2235.e01		175. 5. & 304. 22.
lexicogEntry:n2236	Velez’s entry for 'Nereis'		lexicalEntry:n2236.e01		357. 16.
lexicogEntry:n2237	Velez’s entry for 'Nerio'		lexicalEntry:n2237.e01		141. 30.
lexicogEntry:n2238	Velez’s entry for 'Nero'		lexicalEntry:n2238.e01		161. 8.
lexicogEntry:n2239	Velez’s entry for 'Nescio'		lexicalEntry:n2239.e01		320. 1.
lexicogEntry:n2240	Velez’s entry for 'Nescius'		lexicalEntry:n2240.e01		208. 2.
lexicogEntry:n2241	Velez’s entry for 'Nesis'		lexicalEntry:n2241.e01	lexicogComponent:n2241.e01_comp	309. 29.
lexicogEntry:n2242	Velez’s entry for 'Nestor'		lexicalEntry:n2242.e01		311. 16.
lexicogEntry:n2243	Velez’s entry for 'Neuter'		lexicalEntry:n2243.e01		209. 2.
lexicogEntry:n2244	Velez’s entry for 'Nex'		lexicalEntry:n2244.e01	lexicogComponent:n2244.e01_comp	130. 31. 308. 30.
lexicogEntry:n2245	Velez’s entry for 'Nisi'		lexicalEntry:n2245.e01		275. 2. 276. 14.
lexicogEntry:n2246	Velez’s entry for 'Nihilum'		lexicalEntry:n2246.e01		162. 22. 321. 3.
lexicogEntry:n2247	Velez’s entry for 'Nihili'		lexicalEntry:n2247.e01		121. fin.
lexicogEntry:n2248	Velez’s entry for 'Nimirum'		lexicalEntry:n2248.e01		305. 11.
lexicogEntry:n2249	Velez’s entry for 'Nimis'		lexicalEntry:n2249.e01		267. 5.
lexicogEntry:n2250	Velez’s entry for 'Ningo'		lexicalEntry:n2250.e01		189. 26.
lexicogEntry:n2251	Velez’s entry for 'Nitor'		lexicalEntry:n2251.e01	lexicogComponent:n2251.e01_comp	226. 11.
lexicogEntry:n2252	Velez’s entry for 'Nitrum'		lexicalEntry:n2252.e01		162. 25.
lexicogEntry:n2253	Velez’s entry for 'Nix'		lexicalEntry:n2253.e01		156. 8. 310. 4.
lexicogEntry:n2254	Velez’s entry for 'Noceo'		lexicalEntry:n2254.e01		182. 7. 221. 4.
lexicogEntry:n2255	Velez’s entry for 'Nocivus'		lexicalEntry:n2255.e01		212. 23.
lexicogEntry:n2256	Velez’s entry for 'Nóe'		lexicalEntry:n2256.e01	lexicogComponent:n2256.e01_comp	364. 25.
lexicogEntry:n2257	Velez’s entry for 'Nolo'		lexicalEntry:n2257.e01	lexicogComponent:n2257.e01_comp	191. 17. 316. 11.
lexicogEntry:n2258	Velez’s entry for 'Non'		lexicalEntry:n2258.e01		230. 29.
lexicogEntry:n2259	Velez’s entry for 'Nonae'		lexicalEntry:n2259.e01		164. 24.
lexicogEntry:n2260	Velez’s entry for 'Nonnullus'		lexicalEntry:n2260.e01		101. 26.
lexicogEntry:n2261	Velez’s entry for 'Noricum'		lexicalEntry:n2261.e01		122. 29.
lexicogEntry:n2262	Velez’s entry for 'Nosco'		lexicalEntry:n2262.e01		187. 6.
lexicogEntry:n2263	Velez’s entry for 'Noster'		lexicalEntry:n2263.e01		169. 4. 257. 13.
lexicogEntry:n2264	Velez’s entry for 'Notitia'		lexicalEntry:n2264.e01		175. 7.
lexicogEntry:n2265	Velez’s entry for 'Notus'		lexicalEntry:n2265.e01		254. 23.
lexicogEntry:n2266	Velez’s entry for 'Novalis'		lexicalEntry:n2266.e01		175. 9.
lexicogEntry:n2267	Velez’s entry for 'Novi'		lexicalEntry:n2267.e01		88. 23.
lexicogEntry:n2268	Velez’s entry for 'Novissimus'		lexicalEntry:n2268.e01		106. 2.
lexicogEntry:n2269	Velez’s entry for 'Novus'		lexicalEntry:n2269.e01		213. 25.
lexicogEntry:n2270	Velez’s entry for 'Nox'		lexicalEntry:n2270.e01	lexicogComponent:n2270.e01_comp	130. fin.
lexicogEntry:n2271	Velez’s entry for 'Noxius'		lexicalEntry:n2271.e01	lexicogComponent:n2271.e20_comp	212. 23.
lexicogEntry:n2272	Velez’s entry for 'Nubo'		lexicalEntry:n2272.e01		187. 2. 221. 6.
lexicogEntry:n2273	Velez’s entry for 'Nudiustertius'		lexicalEntry:n2273.e01		113. 1.
lexicogEntry:n2274	Velez’s entry for 'Nudo'		lexicalEntry:n2274.e01		235. 28.
lexicogEntry:n2275	Velez’s entry for 'Nudus'		lexicalEntry:n2275.e01		216. 11.
lexicogEntry:n2276	Velez’s entry for 'Nugae'		lexicalEntry:n2276.e01	lexicogComponent:n2276.e01_comp	164. 27.
lexicogEntry:n2277	Velez’s entry for 'Nullus'		lexicalEntry:n2277.e01		(102. 4). 209. 2.
