lexicog.LexicographicComponent	rdfs.label	lexinfo.note	lexicog.describes	skos.note
lexicogComponent:n1959.e13_comp	Velez’s subentry for '[lator] legis'	uel	lexicalEntry:n1959.e13	
lexicogComponent:n1965.e10_comp	Velez’s subentry for 'Libens'	at	lexicalEntry:n1965.e10	
lexicogComponent:n1966.e10_comp	Velez’s subentry for 'Libripens'	unde	lexicalEntry:n1966.e10	
lexicogComponent:n1967.e02_comp	Velez’s subentry for 'Libye'	vel	lexicalEntry:n1967.e02	
lexicogComponent:n1970.e02_comp	Velez’s subentry for 'Licitor'	et	lexicalEntry:n1970.e02	
lexicogComponent:n1970.e10_comp	Velez’s subentry for 'Licitator'	Hinc	lexicalEntry:n1970.e10	
lexicogComponent:n1972.e10_comp	Velez’s subentry for 'Licèt'		lexicalEntry:n1972.e10	
lexicogComponent:n1977.e02_comp	Velez’s subentry for 'Ligur'	vel	lexicalEntry:n1977.e02	
lexicogComponent:n1980.e02_comp	Velez’s subentry for '[Limus]'	ou	lexicalEntry:n1980.e02	
lexicogComponent:n1980.e10_comp	Velez’s subentry for 'Limus'	at	lexicalEntry:n1980.e10	
lexicogComponent:n1980.e11_comp	Velez’s subentry for 'Limis'	vel	lexicalEntry:n1980.e11	
lexicogComponent:n1985.e10_comp	Velez’s subentry for 'Liquefactus'		lexicalEntry:n1985.e10	
lexicogComponent:n1986.e10_comp	Velez’s subentry for 'Liqueo'	at	lexicalEntry:n1986.e10	
lexicogComponent:n1986.e20_comp	Velez’s subentry for 'Liquesco'		lexicalEntry:n1986.e20	
lexicogComponent:n1987.e10_comp	Velez’s subentry for 'Liquidò'	unde	lexicalEntry:n1987.e10	
lexicogComponent:n1991.e10_comp	Velez’s subentry for 'Litterae'	at	lexicalEntry:n1991.e10	
lexicogComponent:n1996.e10_comp	Velez’s subentry for 'Loculi'	at	lexicalEntry:n1996.e10	
lexicogComponent:n2004.e10_comp	Velez’s subentry for 'Luciferus'	at	lexicalEntry:n2004.e10	
lexicogComponent:n2006.e02_comp	Velez’s subentry for 'Ludio'	vel	lexicalEntry:n2006.e02	
lexicogComponent:n2012.e02_comp	Velez’s subentry for 'Lupinum'	vel	lexicalEntry:n2012.e02	
lexicogComponent:n2013.e10_comp	Velez’s subentry for 'Lustra'	at	lexicalEntry:n2013.e10	
lexicogComponent:n2014.e02_comp	Velez’s subentry for 'Lusio'	vel	lexicalEntry:n2014.e02	
lexicogComponent:n2015.e02_comp	Velez’s subentry for 'Luteum'	vel	lexicalEntry:n2015.e02	
lexicogComponent:n2015.e10_comp	Velez’s subentry for 'Lutum'		lexicalEntry:n2015.e10	
lexicogComponent:n2020.e10_comp	Velez’s subentry for 'Lysiades'	Fuit &	lexicalEntry:n2020.e10	
lexicogComponent:n2024.e02_comp	Velez’s subentry for 'Maceries'		lexicalEntry:n2024.e02	
lexicogComponent:n2026.e02_comp	Velez’s subentry for 'Maenala'		lexicalEntry:n2026.e02	
lexicogComponent:n2026.e10_comp	Velez’s subentry for 'Maenalis'		lexicalEntry:n2026.e10	
lexicogComponent:n2045.e10_comp	Velez’s subentry for 'Malum'		lexicalEntry:n2045.e10	
lexicogComponent:n2045.e20_comp	Velez’s subentry for 'Malùm'		lexicalEntry:n2045.e20	
lexicogComponent:n2046.e02_comp	Velez’s subentry for 'Mammonas'	vel	lexicalEntry:n2046.e02	
lexicogComponent:n2047.e10_comp	Velez’s subentry for 'Mancipium'	unde	lexicalEntry:n2047.e10	
lexicogComponent:n2047.e20_comp	Velez’s subentry for 'Mancipium'	Est item	lexicalEntry:n2047.e20	
lexicogComponent:n2051.e10_comp	Velez’s subentry for 'Mansio'		lexicalEntry:n2051.e10	
lexicogComponent:n2061.e02_comp	Velez’s subentry for 'Margaritum'		lexicalEntry:n2061.e02	
lexicogComponent:n2067.e02_comp	Velez’s subentry for 'Massica'		lexicalEntry:n2067.e02	
lexicogComponent:n2073.e10_comp	Velez’s subentry for 'Medico'	at	lexicalEntry:n2073.e10	
lexicogComponent:n2073.e20_comp	Velez’s subentry for 'Medicatus'	hinc	lexicalEntry:n2073.e20	
lexicogComponent:n2074.e02_comp	Velez’s subentry for 'Medimnum'	vel	lexicalEntry:n2074.e02	
lexicogComponent:n2077.e02_comp	Velez’s subentry for 'Megalesia'	vel	lexicalEntry:n2077.e02	
lexicogComponent:n2083.e02_comp	Velez’s subentry for 'Meliceria'		lexicalEntry:n2083.e02	
lexicogComponent:n2091.e02_comp	Velez’s subentry for 'Mendum'		lexicalEntry:n2091.e02	
lexicogComponent:n2101.e02_comp	Velez’s subentry for 'Meridior'		lexicalEntry:n2101.e02	
lexicogComponent:n2106.e02_comp	Velez’s subentry for 'Metaurum'	vel	lexicalEntry:n2106.e02	
lexicogComponent:n2117.e10_comp	Velez’s subentry for 'Millies'		lexicalEntry:n2117.e10	
lexicogComponent:n2120.e10_comp	Velez’s subentry for 'Minimè'	unde Adverb.	lexicalEntry:n2120.e10	
lexicogComponent:n2120.e20_comp	Velez’s subentry for 'Minimùm'		lexicalEntry:n2120.e20	
lexicogComponent:n2120.e30_comp	Velez’s subentry for 'Minimò'		lexicalEntry:n2120.e30	
lexicogComponent:n2122.e10_comp	Velez’s subentry for 'Minor'		lexicalEntry:n2122.e10	
lexicogComponent:n2123.e10_comp	Velez’s subentry for 'Minores'		lexicalEntry:n2123.e10	
lexicogComponent:n2131.e02_comp	Velez’s subentry for 'Miseret'		lexicalEntry:n2131.e02	
lexicogComponent:n2131.e10_comp	Velez’s subentry for 'Miseresco'	Est item	lexicalEntry:n2131.e10	
lexicogComponent:n2132.e10_comp	Velez’s subentry for 'Miseratus'	unde	lexicalEntry:n2132.e10	
lexicogComponent:n2140.e02_comp	Velez’s subentry for 'Modium'	vel	lexicalEntry:n2140.e02	
lexicogComponent:n2146.e02_comp	Velez’s subentry for 'Mollities'	vel	lexicalEntry:n2146.e02	
lexicogComponent:n2146.e10_comp	Velez’s subentry for 'Mollitudo'		lexicalEntry:n2146.e10	
lexicogComponent:n2148.e10_comp	Velez’s subentry for 'Molossi'		lexicalEntry:n2148.e10	
lexicogComponent:n2152.e10_comp	Velez’s subentry for 'Monitus'		lexicalEntry:n2152.e10	
lexicogComponent:n2152.e11_comp	Velez’s subentry for 'Monitio'	vel	lexicalEntry:n2152.e11	
lexicogComponent:n2163.e10_comp	Velez’s subentry for 'Mulsum'	Hinc	lexicalEntry:n2163.e10	
lexicogComponent:n2165.e02_comp	Velez’s subentry for 'Mulctrale'		lexicalEntry:n2165.e02	
lexicogComponent:n2165.e03_comp	Velez’s subentry for 'Mulctrum'		lexicalEntry:n2165.e03	
lexicogComponent:n2167.e02_comp	Velez’s subentry for 'Multipes'	vel	lexicalEntry:n2167.e02	
lexicogComponent:n2170.e02_comp	Velez’s subentry for 'Multùm'	vel	lexicalEntry:n2170.e02	
lexicogComponent:n2172.e02_comp	Velez’s subentry for 'Mundities'		lexicalEntry:n2172.e02	
lexicogComponent:n2173.e02_comp	Velez’s subentry for 'Muneror'	vel	lexicalEntry:n2173.e02	
lexicogComponent:n2177.e10_comp	Velez’s subentry for 'musculus'	hinc	lexicalEntry:n2177.e10	
lexicogComponent:n2182.e02_comp	Velez’s subentry for 'Mustaceus'	vel	lexicalEntry:n2182.e02	
lexicogComponent:n2185.e02_comp	Velez’s subentry for 'Mycena'	vel	lexicalEntry:n2185.e02	
lexicogComponent:n2185.e03_comp	Velez’s subentry for 'Mycene'	vel	lexicalEntry:n2185.e03	
lexicogComponent:n2189.e02_comp	Velez’s subentry for 'Naeniae'	in pl.	lexicalEntry:n2189.e02	
lexicogComponent:n2189.e03_comp	Velez’s subentry for 'Naenia'	vel	lexicalEntry:n2189.e03	
lexicogComponent:n2190.e02_comp	Velez’s subentry for 'Nanque'		lexicalEntry:n2190.e02	
lexicogComponent:n2194.e02_comp	Velez’s subentry for 'Nardum'	vel	lexicalEntry:n2194.e02	
lexicogComponent:n2197.e10_comp	Velez’s subentry for 'Natalis'		lexicalEntry:n2197.e10	
lexicogComponent:n2197.e11_comp	Velez’s subentry for 'Natale'	vel	lexicalEntry:n2197.e11	
lexicogComponent:n2197.e20_comp	Velez’s subentry for 'Natales'	at	lexicalEntry:n2197.e20	
lexicogComponent:n2201.e10_comp	Velez’s subentry for 'Natus'	At	lexicalEntry:n2201.e10	
lexicogComponent:n2201.e11_comp	Velez’s subentry for 'Gnatus'	vel	lexicalEntry:n2201.e11	
lexicogComponent:n2206.e10_comp	Velez’s subentry for '[Ne]'		lexicalEntry:n2206.e10	
lexicogComponent:n2210.e02_comp	Velez’s subentry for 'Necessitudo'		lexicalEntry:n2210.e02	
lexicogComponent:n2213.e10_comp	Velez’s subentry for 'Nexus'		lexicalEntry:n2213.e10	
lexicogComponent:n2213.e20_comp	Velez’s subentry for 'Nexus'	est item	lexicalEntry:n2213.e20	
lexicogComponent:n2213.e21_comp	Velez’s subentry for 'Nexum'	vel	lexicalEntry:n2213.e21	
lexicogComponent:n2215.e10_comp	Velez’s subentry for 'Necdum'	at	lexicalEntry:n2215.e10	
lexicogComponent:n2234.e02_comp	Velez’s subentry for 'nequi'	vel	lexicalEntry:n2234.e02	
lexicogComponent:n2236.e02_comp	Velez’s subentry for 'Nerine'		lexicalEntry:n2236.e02	
lexicogComponent:n2245.e02_comp	Velez’s subentry for 'Ni'	vel	lexicalEntry:n2245.e02	
lexicogComponent:n2249.e02_comp	Velez’s subentry for 'Nimiò'		lexicalEntry:n2249.e02	
lexicogComponent:n2249.e10_comp	Velez’s subentry for 'Nimius'	à	lexicalEntry:n2249.e10	
lexicogComponent:n2263.e10_comp	Velez’s subentry for 'Nostras'		lexicalEntry:n2263.e10	
lexicogComponent:n2266.e02_comp	Velez’s subentry for 'Novale'		lexicalEntry:n2266.e02	
lexicogComponent:n2270.e10_comp	Velez’s subentry for 'Noctù'		lexicalEntry:n2270.e10	
lexicogComponent:n2271.e10_comp	Velez’s subentry for 'Noxia'	at	lexicalEntry:n2271.e10	
lexicogComponent:n2271.e20_comp	Velez’s subentry for 'Noxa'		lexicalEntry:n2271.e20	
lexicogComponent:n2284.e10_comp	Velez’s subentry for 'Nucleus'		lexicalEntry:n2284.e10	
lexicogComponent:n2284.e20_comp	Velez’s subentry for 'Enucleo'	hinc	lexicalEntry:n2284.e20	
lexicogComponent:n2293.e10_comp	Velez’s subentry for 'Obitus'	unde	lexicalEntry:n2293.e10	
lexicogComponent:n2301.e10_comp	Velez’s subentry for 'Oblector'		lexicalEntry:n2301.e10	
lexicogComponent:n2301.e20_comp	Velez’s subentry for 'Oblecto'	ejus Act. est	lexicalEntry:n2301.e20	
lexicogComponent:n2302.e10_comp	Velez’s subentry for 'Obligatus'	At	lexicalEntry:n2302.e10	
lexicogComponent:n2306.e02_comp	Velez’s subentry for 'Oblivio'	idem, quod	lexicalEntry:n2306.e02	
lexicogComponent:n2325.e02_comp	Velez’s subentry for 'Obsoleo'		lexicalEntry:n2325.e02	
lexicogComponent:n2326.e10_comp	Velez’s subentry for 'Opsono'	at	lexicalEntry:n2326.e10	
lexicogComponent:n2326.e11_comp	Velez’s subentry for 'Opsonor'	vel	lexicalEntry:n2326.e11	
lexicogComponent:n2326.e20_comp	Velez’s subentry for 'Opsonium'	ab	lexicalEntry:n2326.e20	
lexicogComponent:n2332.e10_comp	Velez’s subentry for 'Obtentus'	hinc	lexicalEntry:n2332.e10	
lexicogComponent:n2338.e02_comp	Velez’s subentry for '[Obviam alicui] venire'	vel	lexicalEntry:n2338.e02	
lexicogComponent:n2340.e10_comp	Velez’s subentry for 'Obvius'	Similiter apud Plin.	lexicalEntry:n2340.e10	
lexicogComponent:n2340.e20_comp	Velez’s subentry for 'Devio'		lexicalEntry:n2340.e20	
lexicogComponent:n2342.e10_comp	Velez’s subentry for 'Occidens'	hinc	lexicalEntry:n2342.e10	
lexicogComponent:n2342.e20_comp	Velez’s subentry for '[Occidens]'		lexicalEntry:n2342.e20	
lexicogComponent:n2343.e02_comp	Velez’s subentry for 'Occiput'	vel	lexicalEntry:n2343.e02	
lexicogComponent:n2346.e02_comp	Velez’s subentry for 'Occurso'	seu potiùs	lexicalEntry:n2346.e02	
lexicogComponent:n2346.e10_comp	Velez’s subentry for 'Occursatio'		lexicalEntry:n2346.e10	
lexicogComponent:n2347.e10_comp	Velez’s subentry for 'October'		lexicalEntry:n2347.e10	
lexicogComponent:n2353.e10_comp	Velez’s subentry for 'Oebalis'		lexicalEntry:n2353.e10	
lexicogComponent:n2355.e02_comp	Velez’s subentry for 'Oedipus'	vel	lexicalEntry:n2355.e02	
lexicogComponent:n2356.e02_comp	Velez’s subentry for 'Oestrus'		lexicalEntry:n2356.e02	
lexicogComponent:n2359.e10_comp	Velez’s subentry for '[Offensus]'		lexicalEntry:n2359.e10	
lexicogComponent:n2363.e10_comp	Velez’s subentry for 'Oh oh'		lexicalEntry:n2363.e10	
lexicogComponent:n2363.e20_comp	Velez’s subentry for 'Oho'		lexicalEntry:n2363.e20	
lexicogComponent:n2367.e02_comp	Velez’s subentry for 'Olivum'	vel	lexicalEntry:n2367.e02	
lexicogComponent:n2370.e10_comp	Velez’s subentry for '[Olympias]'		lexicalEntry:n2370.e10	
lexicogComponent:n2381.e10_comp	Velez’s subentry for 'Opera'	at	lexicalEntry:n2381.e10	
lexicogComponent:n2382.e10_comp	Velez’s subentry for 'Opperior'	at	lexicalEntry:n2382.e10	
lexicogComponent:n2397.e10_comp	Velez’s subentry for 'Optimitas'	at	lexicalEntry:n2397.e10	
lexicogComponent:n2398.e10_comp	Velez’s subentry for 'Optimè'		lexicalEntry:n2398.e10	
lexicogComponent:n2425.e10_comp	Velez’s subentry for 'Oscito'	ab	lexicalEntry:n2425.e10	
lexicogComponent:n2429.e02_comp	Velez’s subentry for 'Ostrea'	vel	lexicalEntry:n2429.e02	
lexicogComponent:n2438.e02_comp	Velez’s subentry for 'Propalam'	vel	lexicalEntry:n2438.e02	
lexicogComponent:n2438.e10_comp	Velez’s subentry for 'Palam'		lexicalEntry:n2438.e10	
lexicogComponent:n2439.e02_comp	Velez’s subentry for 'Palatus'	vel	lexicalEntry:n2439.e02	
lexicogComponent:n2440.e02_comp	Velez’s subentry for 'Pallantis'	vel	lexicalEntry:n2440.e02	
lexicogComponent:n2445.e10_comp	Velez’s subentry for 'Palpo'		lexicalEntry:n2445.e10	
lexicogComponent:n2445.e20_comp	Velez’s subentry for 'Palpito'	unde	lexicalEntry:n2445.e20	
lexicogComponent:n2446.e02_comp	Velez’s subentry for 'Palumbus'	vel	lexicalEntry:n2446.e02	
lexicogComponent:n2451.e03_comp	Velez’s subentry for 'Panacea'	vel	lexicalEntry:n2451.e03	
lexicogComponent:n2458.e02_comp	Velez’s subentry for 'Panther'	vel	lexicalEntry:n2458.e02	
lexicogComponent:n2462.e02_comp	Velez’s subentry for 'Papyrum'	vel	lexicalEntry:n2462.e02	
lexicogComponent:n2463.e10_comp	Velez’s subentry for '[Par]'		lexicalEntry:n2463.e10	
lexicogComponent:n2464.e10_comp	Velez’s subentry for '[Paradisus]'		lexicalEntry:n2464.e10	
lexicogComponent:n2485.e10_comp	Velez’s subentry for 'Pasco'		lexicalEntry:n2485.e10	
lexicogComponent:n2485.e20_comp	Velez’s subentry for 'Pascor'	Est enim	lexicalEntry:n2485.e20	
lexicogComponent:n2490.e10_comp	Velez’s subentry for 'Patrimus'	hinc	lexicalEntry:n2490.e10	
lexicogComponent:n2491.e10_comp	Velez’s subentry for 'Patiens'	hinc.	lexicalEntry:n2491.e10	
lexicogComponent:n2491.e20_comp	Velez’s subentry for 'Passus'	&	lexicalEntry:n2491.e20	
lexicogComponent:n2493.e10_comp	Velez’s subentry for 'Patruus'	à	lexicalEntry:n2493.e10	
lexicogComponent:n2496.e02_comp	Velez’s subentry for 'Pavus'	vel	lexicalEntry:n2496.e02	
lexicogComponent:n2498.e02_comp	Velez’s subentry for 'Pauperies'		lexicalEntry:n2498.e02	
lexicogComponent:n2504.e02_comp	Velez’s subentry for 'Pecus'		lexicalEntry:n2504.e02	
lexicogComponent:n2520.e10_comp	Velez’s subentry for 'Penes'		lexicalEntry:n2520.e10	
lexicogComponent:n2522.e02_comp	Velez’s subentry for 'Penus'	vel	lexicalEntry:n2522.e02	
lexicogComponent:n2522.e03_comp	Velez’s subentry for 'Penum'		lexicalEntry:n2522.e03	
lexicogComponent:n2522.e04_comp	Velez’s subentry for 'Penus'	vel	lexicalEntry:n2522.e04	
lexicogComponent:n2534.e10_comp	Velez’s subentry for 'Comperendino'	hinc	lexicalEntry:n2534.e10	
lexicogComponent:n2536.e02_comp	Velez’s subentry for 'Pergamos'	vel	lexicalEntry:n2536.e02	
lexicogComponent:n2536.e03_comp	Velez’s subentry for 'Pergama'	in pl.	lexicalEntry:n2536.e03	
lexicogComponent:n2536.e10_comp	Velez’s subentry for 'Pergamum'		lexicalEntry:n2536.e10	
lexicogComponent:n2536.e11_comp	Velez’s subentry for 'Pergamus'	vel	lexicalEntry:n2536.e11	
lexicogComponent:n2552.e02_comp	Velez’s subentry for 'Pernicialis'	vel	lexicalEntry:n2552.e02	
lexicogComponent:n2556.e10_comp	Velez’s subentry for 'Perpetim'		lexicalEntry:n2556.e10	
lexicogComponent:n2562.e10_comp	Velez’s subentry for 'Pertaesus'		lexicalEntry:n2562.e10	
lexicogComponent:n2565.e10_comp	Velez’s subentry for 'pediculus'		lexicalEntry:n2565.e10	
lexicogComponent:n2565.e11_comp	Velez’s subentry for 'pediculus'		lexicalEntry:n2565.e11	
lexicogComponent:n2565.e20_comp	Velez’s subentry for 'Pedetentim'		lexicalEntry:n2565.e20	
lexicogComponent:n2569.e02_comp	Velez’s subentry for 'Phaetontiades'	in pl.	lexicalEntry:n2569.e02	
lexicogComponent:n2572.e10_comp	Velez’s subentry for 'Pharus'	unde	lexicalEntry:n2572.e10	
lexicogComponent:n2575.e10_comp	Velez’s subentry for 'Phasis'	à qua	lexicalEntry:n2575.e10	
lexicogComponent:n2575.e20_comp	Velez’s subentry for 'Phasias'	&	lexicalEntry:n2575.e20	
lexicogComponent:n2583.e02_comp	Velez’s subentry for 'Phorcys'		lexicalEntry:n2583.e02	
lexicogComponent:n2583.e03_comp	Velez’s subentry for 'Phorcyn'	vel	lexicalEntry:n2583.e03	
lexicogComponent:n2586.e10_comp	Velez’s subentry for 'Phylaca'	est tamen apud Plaut.	lexicalEntry:n2586.e10	
lexicogComponent:n2586.e20_comp	Velez’s subentry for 'Phylacista'	&	lexicalEntry:n2586.e20	
lexicogComponent:n2588.e02_comp	Velez’s subentry for 'Pierides'	in pl.	lexicalEntry:n2588.e02	
lexicogComponent:n2591.e02_comp	Velez’s subentry for 'Pileum'		lexicalEntry:n2591.e02	
lexicogComponent:n2591.e10_comp	Velez’s subentry for 'Pileolus'		lexicalEntry:n2591.e10	
lexicogComponent:n2591.e11_comp	Velez’s subentry for 'Pileolum'	vel	lexicalEntry:n2591.e11	
lexicogComponent:n2592.e02_comp	Velez’s subentry for 'Pilum'		lexicalEntry:n2592.e02	
lexicogComponent:n2592.e10_comp	Velez’s subentry for 'Pilus'	at	lexicalEntry:n2592.e10	
lexicogComponent:n2594.e10_comp	Velez’s subentry for 'Pistor'	hinc	lexicalEntry:n2594.e10	
lexicogComponent:n2595.e02_comp	Velez’s subentry for 'Pinus'	vel	lexicalEntry:n2595.e02	
lexicogComponent:n2598.e02_comp	Velez’s subentry for 'Pistrina'	vel	lexicalEntry:n2598.e02	
lexicogComponent:n2600.e10_comp	Velez’s subentry for 'Piceatus'	hinc	lexicalEntry:n2600.e10	
lexicogComponent:n2601.e10_comp	Velez’s subentry for 'Placitum'	hinc	lexicalEntry:n2601.e10	
lexicogComponent:n2602.e10_comp	Velez’s subentry for 'Placidè'		lexicalEntry:n2602.e10	
lexicogComponent:n2603.e02_comp	Velez’s subentry for 'Planetes'	vel	lexicalEntry:n2603.e02	
lexicogComponent:n2607.e02_comp	Velez’s subentry for 'Plebes'	vel	lexicalEntry:n2607.e02	
lexicogComponent:n2608.e02_comp	Velez’s subentry for 'Plecto'		lexicalEntry:n2608.e02	
lexicogComponent:n2611.e10_comp	Velez’s subentry for 'Plerunque'	hinc adverb.	lexicalEntry:n2611.e10	
lexicogComponent:n2619.e10_comp	Velez’s subentry for 'Penna'	at	lexicalEntry:n2619.e10	
lexicogComponent:n2620.e10_comp	Velez’s subentry for 'Poenitendus'	unde	lexicalEntry:n2620.e10	
lexicogComponent:n2633.e10_comp	Velez’s subentry for 'Pomus'	at	lexicalEntry:n2633.e10	
lexicogComponent:n2639.e10_comp	Velez’s subentry for '[Pontus]'		lexicalEntry:n2639.e10	
lexicogComponent:n2639.e20_comp	Velez’s subentry for 'Pontus'		lexicalEntry:n2639.e20	
lexicogComponent:n2641.e10_comp	Velez’s subentry for 'Popularis'		lexicalEntry:n2641.e10	
lexicogComponent:n2642.e02_comp	Velez’s subentry for 'populo'	vel	lexicalEntry:n2642.e02	
lexicogComponent:n2643.e10_comp	Velez’s subentry for 'Popellus'	unde	lexicalEntry:n2643.e10	
lexicogComponent:n2646.e02_comp	Velez’s subentry for 'Porrus'	vel	lexicalEntry:n2646.e02	
lexicogComponent:n2650.e02_comp	Velez’s subentry for 'Portucale'		lexicalEntry:n2650.e02	
lexicogComponent:n2654.e10_comp	Velez’s subentry for '[Post]'		lexicalEntry:n2654.e10	
lexicogComponent:n2656.e10_comp	Velez’s subentry for 'Posterus'	à	lexicalEntry:n2656.e10	
lexicogComponent:n2664.e02_comp	Velez’s subentry for 'Posteaquam'	vel	lexicalEntry:n2664.e02	
lexicogComponent:n2665.e02_comp	Velez’s subentry for 'ad Postremùm'		lexicalEntry:n2665.e02	
lexicogComponent:n2665.e03_comp	Velez’s subentry for 'Postremúm'		lexicalEntry:n2665.e03	
lexicogComponent:n2670.e10_comp	Velez’s subentry for 'Potiùs'	Hinc Adv.	lexicalEntry:n2670.e10	
lexicogComponent:n2672.e10_comp	Velez’s subentry for 'Potissimùm'	hinc	lexicalEntry:n2672.e10	
lexicogComponent:n2673.e10_comp	Velez’s subentry for 'Potus'	hinc	lexicalEntry:n2673.e10	
lexicogComponent:n2673.e20_comp	Velez’s subentry for 'Potus'	at	lexicalEntry:n2673.e20	
lexicogComponent:n2701.e02_comp	Velez’s subentry for 'Praenestis'	vel	lexicalEntry:n2701.e02	
lexicogComponent:n2707.e10_comp	Velez’s subentry for 'Praeposterè'		lexicalEntry:n2707.e10	
lexicogComponent:n2711.e10_comp	Velez’s subentry for 'Praescriptio'	hinc	lexicalEntry:n2711.e10	
lexicogComponent:n2711.e11_comp	Velez’s subentry for 'Praescriptum'	&	lexicalEntry:n2711.e11	
lexicogComponent:n2714.e02_comp	Velez’s subentry for 'Praesepium'	vel	lexicalEntry:n2714.e02	
lexicogComponent:n2718.e02_comp	Velez’s subentry for 'Praestans'	hinc	lexicalEntry:n2718.e02	
lexicogComponent:n2718.e10_comp	Velez’s subentry for '[Praestat]'		lexicalEntry:n2718.e10	
lexicogComponent:n2722.e10_comp	Velez’s subentry for 'Praesulto'		lexicalEntry:n2722.e10	
lexicogComponent:n2722.e20_comp	Velez’s subentry for 'Praesultor'		lexicalEntry:n2722.e20	
lexicogComponent:n2728.e02_comp	Velez’s subentry for 'Praetextus'	vel	lexicalEntry:n2728.e02	
lexicogComponent:n2728.e10_comp	Velez’s subentry for 'Praetextus'	at	lexicalEntry:n2728.e10	
lexicogComponent:n2728.e20_comp	Velez’s subentry for 'Praetexta'	dicitur etiam (subaudita toga)	lexicalEntry:n2728.e20	
lexicogComponent:n2731.e10_comp	Velez’s subentry for 'Praevertor'	Reperitur etiam	lexicalEntry:n2731.e10	
lexicogComponent:n2733.e10_comp	Velez’s subentry for 'Pransus'		lexicalEntry:n2733.e10	
lexicogComponent:n2736.e03_comp	Velez’s subentry for 'Praendo'	per syncopen	lexicalEntry:n2736.e03	
lexicogComponent:n2736.e10_comp	Velez’s subentry for 'Praehenso'	hinc	lexicalEntry:n2736.e10	
lexicogComponent:n2740.e10_comp	Velez’s subentry for 'Pridianus'	hinc	lexicalEntry:n2740.e10	
lexicogComponent:n2743.e02_comp	Velez’s subentry for 'Primus'	à	lexicalEntry:n2743.e02	
lexicogComponent:n2743.e10_comp	Velez’s subentry for 'Prior'	nam	lexicalEntry:n2743.e10	
lexicogComponent:n2743.e20_comp	Velez’s subentry for 'Primores'	similiter	lexicalEntry:n2743.e20	
lexicogComponent:n2751.e10_comp	Velez’s subentry for 'Procello'	à	lexicalEntry:n2751.e10	
lexicogComponent:n2754.e10_comp	Velez’s subentry for 'Procul'		lexicalEntry:n2754.e10	
lexicogComponent:n2766.e10_comp	Velez’s subentry for '[Profluens]'		lexicalEntry:n2766.e10	
lexicogComponent:n2776.e02_comp	Velez’s subentry for 'Proluvium'		lexicalEntry:n2776.e02	
lexicogComponent:n2777.e10_comp	Velez’s subentry for 'Promontorium'	hinc	lexicalEntry:n2777.e10	
lexicogComponent:n2782.e10_comp	Velez’s subentry for '[Promptus]'		lexicalEntry:n2782.e10	
lexicogComponent:n2787.e10_comp	Velez’s subentry for 'Propago'	Hinc	lexicalEntry:n2787.e10	
lexicogComponent:n2788.e10_comp	Velez’s subentry for '[Prope]'		lexicalEntry:n2788.e10	
lexicogComponent:n2800.e02_comp	Velez’s subentry for 'Prorsum'		lexicalEntry:n2800.e02	
lexicogComponent:n2808.e10_comp	Velez’s subentry for 'Provectus'	hinc	lexicalEntry:n2808.e10	
lexicogComponent:n2811.e10_comp	Velez’s subentry for 'Proximè'		lexicalEntry:n2811.e10	
lexicogComponent:n2819.e02_comp	Velez’s subentry for 'Pugillare'	vel	lexicalEntry:n2819.e02	
lexicogComponent:n2825.e02_comp	Velez’s subentry for 'Punctus'	vel	lexicalEntry:n2825.e02	
lexicogComponent:n2826.e10_comp	Velez’s subentry for 'Punctus'	hinc	lexicalEntry:n2826.e10	
lexicogComponent:n2826.e20_comp	Velez’s subentry for 'Punctim'	&	lexicalEntry:n2826.e20	
lexicogComponent:n2827.e10_comp	Velez’s subentry for 'Punior'	est item	lexicalEntry:n2827.e10	
lexicogComponent:n2830.e10_comp	Velez’s subentry for 'Pus'	at	lexicalEntry:n2830.e10	
lexicogComponent:n2835.e02_comp	Velez’s subentry for 'Pyrous'	vel	lexicalEntry:n2835.e02	
lexicogComponent:n2837.e02_comp	Velez’s subentry for 'Python'	vel	lexicalEntry:n2837.e02	
lexicogComponent:n2837.e10_comp	Velez’s subentry for 'Python'		lexicalEntry:n2837.e10	
lexicogComponent:n2841.e10_comp	Velez’s subentry for 'Quadrijugus'	hinc	lexicalEntry:n2841.e10	
lexicogComponent:n2842.e02_comp	Velez’s subentry for 'Quadringeni'	vel	lexicalEntry:n2842.e02	
lexicogComponent:n2849.e10_comp	Velez’s subentry for 'Qualisqualis'		lexicalEntry:n2849.e10	
lexicogComponent:n2850.e10_comp	Velez’s subentry for '[Quàm]'		lexicalEntry:n2850.e10	
lexicogComponent:n2850.e20_comp	Velez’s subentry for 'quampridem?'		lexicalEntry:n2850.e20	
lexicogComponent:n2853.e10_comp	Velez’s subentry for '[Quando]'		lexicalEntry:n2853.e10	
lexicogComponent:n2854.e10_comp	Velez’s subentry for 'Quandocunque'		lexicalEntry:n2854.e10	
lexicogComponent:n2857.e10_comp	Velez’s subentry for 'quantopere'		lexicalEntry:n2857.e10	
lexicogComponent:n2859.e02_comp	Velez’s subentry for 'quantuscunque'	vel	lexicalEntry:n2859.e02	
lexicogComponent:n2859.e10_comp	Velez’s subentry for 'Quanticunque'		lexicalEntry:n2859.e10	
lexicogComponent:n2862.e10_comp	Velez’s subentry for '[Quare]'		lexicalEntry:n2862.e10	
