ontolex.LexicalEntry	subClass	decomp.subterm	lexinfo.note	ontolex.canonicalForm	ontolex.lexicalForm	ontolex.sense	rdfs.label	skos.note
lexicalEntry:n1194.e20	ontolex:Word			lilaLemma:156112		lexicalSense:n1194.sg20.s01	Velez’s lexical entry for 'Equilo'	
lexicalEntry:n1194.e30	ontolex:Word			lilaLemma:100552		lexicalSense:n1194.sg30.s01	Velez’s lexical entry for 'Equuleus'	
lexicalEntry:n1195.e01	ontolex:Word		Partic. ab. Erigo, is,	lilaIpoLemma:14487		lexicalSense:n1195.sg01.s01	Velez’s lexical entry for 'Erectus'	
lexicalEntry:n1196.e01	ontolex:Word			lilaLemma:101395		lexicalSense:n1196.sg01.s01	Velez’s lexical entry for 'Eremus'	foem.
lexicalEntry:n1197.e01	ontolex:Word		Praepos.	lilaLemma:101404		lexicalSense:n1197.sg01.s01	Velez’s lexical entry for 'Erga'	
lexicalEntry:n1198.e01	ontolex:Word			lilaLemma:101415		lexicalSense:n1198.sg01.s01	Velez’s lexical entry for 'Ergo'	
lexicalEntry:n1198.e02	ontolex:Word			lilaLemma:101414		lexicalSense:n1198.sg02.s01	Velez’s lexical entry for 'Ergo'	
lexicalEntry:n1199.e01	ontolex:Word			lilaLemma:138539		lexicalSense:n1199.sg01.s01	Velez’s lexical entry for 'Erinnys'	
lexicalEntry:n1200.e01	ontolex:Word			lilaLemma:101432		lexicalSense:n1200.sg01.s01	Velez’s lexical entry for 'Eripio'	
lexicalEntry:n1200.e10	ontolex:Word			lilaIpoLemma:14499		lexicalSense:n1200.sg10.s01	Velez’s lexical entry for 'Ereptus'	
lexicalEntry:n1201.e01	ontolex:Word			lilaLemma:101448		lexicalSense:n1201.sg01.s01	Velez’s lexical entry for 'Erogo'	
lexicalEntry:n1202.e01	ontolex:Word			lilaLemma:156114		lexicalSense:n1202.sg01.s01	Velez’s lexical entry for 'Erotion'	
lexicalEntry:n1202.e02	ontolex:Word			lilaLemma:156113		lexicalSense:n1202.sg02.s01	Velez’s lexical entry for 'Erotion'	
lexicalEntry:n1203.e01	ontolex:Word			lilaLemma:101458		lexicalSense:n1203.sg01.s01	Velez’s lexical entry for 'Errabundus'	
lexicalEntry:n1204.e01	ontolex:Word			lilaLemma:101478		lexicalSense:n1204.sg01.s01, lexicalSense:n1204.sg01.s02	Velez’s lexical entry for 'Erudio'	
lexicalEntry:n1205.e01	ontolex:Word			lilaIpoLemma:14555		lexicalSense:n1205.sg01.s01, lexicalSense:n1205.sg01.s99	Velez’s lexical entry for 'Eruditus'	3. l.
lexicalEntry:n1206.e01	ontolex:Word			lilaLemma:101487		lexicalSense:n1206.sg01.s01	Velez’s lexical entry for 'Ervilia'	
lexicalEntry:n1206.e02	ontolex:Word			lilaLemma:156173		lexicalSense:n1206.sg01.s01	Velez’s lexical entry for 'Ervilium'	
lexicalEntry:n1207.e01	ontolex:Word			lilaLemma:101488		lexicalSense:n1207.sg01.s01	Velez’s lexical entry for 'Erumpo'	
lexicalEntry:n1208.e01	ontolex:Word			lilaLemma:101492		lexicalSense:n1208.sg01.s01, lexicalSense:n1208.sg01.s99	Velez’s lexical entry for 'Eruo'	Erutum pen. b.
lexicalEntry:n1209.e01	ontolex:Word			lilaLemma:156115		lexicalSense:n1209.sg01.s01	Velez’s lexical entry for 'Erymanthis'	
lexicalEntry:n1210.e01	ontolex:Word			lilaLemma:101501		lexicalSense:n1210.sg01.s01	Velez’s lexical entry for 'Erysipelas'	2. l. 3. 4. b.
lexicalEntry:n1211.e01	ontolex:Word			lilaLemma:6385		lexicalSense:n1211.sg01.s01	Velez’s lexical entry for 'Eryx'	
lexicalEntry:n1212.e01	ontolex:Word			lilaLemma:101529		lexicalSense:n1212.sg01.s01	Velez’s lexical entry for 'Esseda'	2. b.
lexicalEntry:n1212.e02	ontolex:Word			lilaLemma:101530		lexicalSense:n1212.sg01.s01	Velez’s lexical entry for 'Essedum'	
lexicalEntry:n1212.e10	ontolex:Word			lilaLemma:156174		lexicalSense:n1212.sg10.s01	Velez’s lexical entry for 'Essedarij'	[2. b.]
lexicalEntry:n1213.e01	ontolex:Word			lilaLemma:101536		lexicalSense:n1213.sg01.s01, lexicalSense:n1213.sg01.s99	Velez’s lexical entry for 'Esurio'	
lexicalEntry:n1213.e10	ontolex:Word			lilaLemma:101538		lexicalSense:n1213.sg10.s01	Velez’s lexical entry for 'esurio'	
lexicalEntry:n1214.e01	ontolex:Word		Conjunct.	lilaLemma:101542		lexicalSense:n1214.sg01.s01	Velez’s lexical entry for 'Et'	
lexicalEntry:n1214.e02	ontolex:Word			lilaLemma:101541		lexicalSense:n1214.sg02.s01	Velez’s lexical entry for 'Et'	
lexicalEntry:n1215.e01	ontolex:MultiwordExpression	lexicalEntry:n1214.e01, lexicalEntry:n1179.e01		lilaLemma:101543		lexicalSense:n1215.sg01.s01	Velez’s lexical entry for 'Etenim'	
lexicalEntry:n1216.e01	ontolex:Word			lilaLemma:100806		lexicalSense:n1216.sg01.s01	Velez’s lexical entry for 'Etesias'	
lexicalEntry:n1217.e01	ontolex:Word			lilaLemma:101546		lexicalSense:n1217.sg01.s01	Velez’s lexical entry for 'Ethica'	
lexicalEntry:n1218.e01	ontolex:Word		Conjunct.	lilaLemma:101554		lexicalSense:n1218.sg01.s01, lexicalSense:n1218.sg01.s99	Velez’s lexical entry for 'Etiam'	1. 2. b.
lexicalEntry:n1218.e10	ontolex:Word		Adverb. respondendi affirmativè	lilaLemma:101554		lexicalSense:n1218.sg10.s01, lexicalSense:n1218.sg10.s02, lexicalSense:n1218.sg10.s03	Velez’s lexical entry for 'Etiam'	[1. 2. b.]
lexicalEntry:n1219.e01	ontolex:Word			lilaLemma:102562		lexicalSense:n1219.sg01.s01	Velez’s lexical entry for 'Etsi'	
lexicalEntry:n1219.e02	ontolex:MultiwordExpression	lexicalEntry:n1218.e01, lexicalEntry:n3125.e01		lilaLemma:102560		lexicalSense:n1219.sg01.s01	Velez’s lexical entry for 'Etiamsi'	
lexicalEntry:n1220.e01	ontolex:Word			lilaLemma:101555		lexicalSense:n1220.sg01.s01	Velez’s lexical entry for 'Etymologia'	
lexicalEntry:n1221.e01	ontolex:Word			lilaLemma:101565		lexicalSense:n1221.sg01.s01, lexicalSense:n1221.sg01.s02, lexicalSense:n1221.sg01.s99	Velez’s lexical entry for 'Evado'	2. l.
lexicalEntry:n1222.e01	ontolex:Word			lilaLemma:101588		lexicalSense:n1222.sg01.s01	Velez’s lexical entry for 'Evax'	
lexicalEntry:n1223.e01	ontolex:Word			lilaLemma:101600		lexicalSense:n1223.sg01.s01	Velez’s lexical entry for 'Eveho'	2. b.
lexicalEntry:n1224.e01	ontolex:Word			lilaLemma:156175		lexicalSense:n1224.sg01.s01	Velez’s lexical entry for 'Evenit'	2. b.
lexicalEntry:n1225.e01	ontolex:Word			lilaLemma:102629		lexicalSense:n1225.sg01.s01, lexicalSense:n1225.sg01.s99	Velez’s lexical entry for 'Eventum'	
lexicalEntry:n1225.e02	ontolex:Word			lilaLemma:102630		lexicalSense:n1225.sg01.s01, lexicalSense:n1225.sg01.s99	Velez’s lexical entry for 'Eventus'	
lexicalEntry:n1226.e01	ontolex:Word			lilaLemma:101618		lexicalSense:n1226.sg01.s01, lexicalSense:n1226.sg01.s99	Velez’s lexical entry for 'Everto'	
lexicalEntry:n1227.e01	ontolex:Word			lilaLemma:101621		lexicalSense:n1227.sg01.s01	Velez’s lexical entry for 'Euge'	
lexicalEntry:n1228.e01	ontolex:Word			lilaIpoLemma:97842		lexicalSense:n1228.sg01.s01	Velez’s lexical entry for 'Evidens'	2. b.
lexicalEntry:n1229.e01	ontolex:Word			lilaLemma:101664		lexicalSense:n1229.sg01.s01	Velez’s lexical entry for 'Evoco'	2. b.
lexicalEntry:n1230.e01	ontolex:Word			lilaLemma:101667		lexicalSense:n1230.sg01.s01, lexicalSense:n1230.sg01.s02	Velez’s lexical entry for 'Evolo'	
lexicalEntry:n1230.e10	ontolex:Word			lilaLemma:101667		lexicalSense:n1230.sg10.s01	Velez’s lexical entry for 'Evolo'	
lexicalEntry:n1231.e01	ontolex:Word			lilaLemma:101670		lexicalSense:n1231.sg01.s01	Velez’s lexical entry for 'Evolvo'	Evoluam quadrisyl. apud Poetas.
lexicalEntry:n1232.e01	ontolex:Word			lilaLemma:6684		lexicalSense:n1232.sg01.s01	Velez’s lexical entry for 'Euphrates'	
lexicalEntry:n1233.e01	ontolex:Word			lilaLemma:101701		lexicalSense:n1233.sg01.s01, lexicalSense:n1233.sg01.s02	Velez’s lexical entry for 'Eurus'	
lexicalEntry:n1234.e01	ontolex:Word			lilaLemma:6793		lexicalSense:n1234.sg01.s01	Velez’s lexical entry for 'Eustòchium'	
lexicalEntry:n1235.e01	ontolex:Word		Praepos.	lilaLemma:101716		lexicalSense:n1235.sg01.s01, lexicalSense:n1235.sg01.s02, lexicalSense:n1235.sg01.s99	Velez’s lexical entry for 'Ex'	In compositione, si sequatur f, mutatur x in f, ut: Effero, quod in supino Elatum abjicitur: aliquandò sequens s extèritur: Exero, Exolvo, & c.
lexicalEntry:n1236.e01	ontolex:Word			lilaLemma:101737		lexicalSense:n1236.sg01.s01	Velez’s lexical entry for 'Exaequo'	
lexicalEntry:n1237.e01	ontolex:Word			lilaLemma:101762		lexicalSense:n1237.sg01.s01, lexicalSense:n1237.sg01.s02	Velez’s lexical entry for 'Examen'	
lexicalEntry:n1238.e01	ontolex:Word			lilaLemma:102272		lexicalSense:n1238.sg01.s01	Velez’s lexical entry for 'Exanguis'	
lexicalEntry:n1239.e01	ontolex:Word			lilaLemma:101792		lexicalSense:n1239.sg01.s01	Velez’s lexical entry for 'Exarmo'	
lexicalEntry:n1240.e01	ontolex:Word			lilaLemma:101838		lexicalSense:n1240.sg01.s01, lexicalSense:n1240.sg01.s02	Velez’s lexical entry for 'Excedo'	
lexicalEntry:n1240.e10	ontolex:Word			lilaLemma:102633		lexicalSense:n1240.sg10.s01	Velez’s lexical entry for 'excessus'	
lexicalEntry:n1241.e01	ontolex:Word			lilaLemma:101840		lexicalSense:n1241.sg01.s01	Velez’s lexical entry for 'Excello'	
lexicalEntry:n1241.e02	ontolex:Word			lilaLemma:101839		lexicalSense:n1241.sg01.s01	Velez’s lexical entry for 'Excelleo'	
lexicalEntry:n1242.e01	ontolex:Word		à Cado,	lilaLemma:101860		lexicalSense:n1242.sg01.s01, lexicalSense:n1242.sg01.s02, lexicalSense:n1242.sg01.s99	Velez’s lexical entry for 'Excido'	2. b.
lexicalEntry:n1243.e01	ontolex:Word		à Caedo,	lilaLemma:101861		lexicalSense:n1243.sg01.s01	Velez’s lexical entry for 'Excîdo'	2. l.
lexicalEntry:n1244.e01	ontolex:Word			lilaLemma:101862		lexicalSense:n1244.sg01.s01, lexicalSense:n1244.sg01.s99	Velez’s lexical entry for 'Excieo'	Utrunque facit Excivi, Excitum: sed Excitum, & Excitus, ab Excio pen. long. ab Excieo, br.
lexicalEntry:n1244.e02	ontolex:Word			lilaLemma:101863		lexicalSense:n1244.sg01.s01, lexicalSense:n1244.sg01.s99	Velez’s lexical entry for 'Excio'	
lexicalEntry:n1244.e10	ontolex:Word		pen. br.	lilaLemma:101877		lexicalSense:n1244.sg10.s01	Velez’s lexical entry for 'Excito'	
lexicalEntry:n1245.e01	ontolex:Word			lilaLemma:101884		lexicalSense:n1245.sg01.s01, lexicalSense:n1245.sg01.s99	Velez’s lexical entry for 'Exclúdo'	
lexicalEntry:n1246.e01	ontolex:Word			lilaLemma:101923		lexicalSense:n1246.sg01.s01	Velez’s lexical entry for 'Excubiae'	
lexicalEntry:n1247.e01	ontolex:Word			lilaLemma:101931		lexicalSense:n1247.sg01.s01, lexicalSense:n1247.sg01.s99	Velez’s lexical entry for 'Excúdo'	
lexicalEntry:n1247.e10	ontolex:Word			lilaLemma:156176		lexicalSense:n1247.sg10.s01	Velez’s lexical entry for 'Excussores'	
lexicalEntry:n1248.e01	ontolex:Word			lilaLemma:101956		lexicalSense:n1248.sg01.s01, lexicalSense:n1248.sg01.s99	Velez’s lexical entry for 'Excútio'	
lexicalEntry:n1248.e10	ontolex:Word			lilaIpoLemma:15122		lexicalSense:n1248.sg10.s01, lexicalSense:n1248.sg10.s99	Velez’s lexical entry for 'Excussus'	
lexicalEntry:n1249.e01	ontolex:Word			lilaLemma:101980		lexicalSense:n1249.sg01.s01, lexicalSense:n1249.sg01.s99	Velez’s lexical entry for 'Exeo'	
lexicalEntry:n1249.e10	ontolex:Word			lilaLemma:102639		lexicalSense:n1249.sg10.s01	Velez’s lexical entry for 'Exitus'	
lexicalEntry:n1250.e01	ontolex:Word			lilaLemma:102305		lexicalSense:n1250.sg01.s01	Velez’s lexical entry for 'Exéquiae'	
lexicalEntry:n1251.e01	ontolex:Word			lilaLemma:101981		lexicalSense:n1251.sg01.s01, lexicalSense:n1251.sg01.s99	Velez’s lexical entry for 'Exerceo'	
lexicalEntry:n1252.e01	ontolex:Word		ab Ex, et Sero,	lilaLemma:102312		lexicalSense:n1252.sg01.s01	Velez’s lexical entry for 'Exero'	
lexicalEntry:n1252.e10	ontolex:Word			lilaIpoLemma:15652		lexicalSense:n1252.sg10.s01	Velez’s lexical entry for 'Exertus'	
lexicalEntry:n1253.e01	ontolex:Word			lilaLemma:101962		lexicalSense:n1253.sg01.s01	Velez’s lexical entry for 'Exest'	
lexicalEntry:n1254.e01	ontolex:Word			lilaLemma:102016		lexicalSense:n1254.sg01.s01	Velez’s lexical entry for 'Exhaeres'	
lexicalEntry:n1255.e01	ontolex:Word			lilaLemma:102007		lexicalSense:n1255.sg01.s01, lexicalSense:n1255.sg01.s99	Velez’s lexical entry for 'Exhaurio'	
lexicalEntry:n1256.e01	ontolex:Word			lilaLemma:102017		lexicalSense:n1256.sg01.s01, lexicalSense:n1256.sg01.s99	Velez’s lexical entry for 'Exhibeo'	
lexicalEntry:n1257.e01	ontolex:Word			lilaLemma:102038		lexicalSense:n1257.sg01.s01, lexicalSense:n1257.sg01.s02, lexicalSense:n1257.sg01.s99	Velez’s lexical entry for 'Exigo'	
lexicalEntry:n1257.e10	ontolex:Word		particip.	lilaIpoLemma:15223		lexicalSense:n1257.sg10.s01	Velez’s lexical entry for 'Exactus'	
lexicalEntry:n1257.e20	ontolex:Word		nomen,	lilaIpoLemma:15223		lexicalSense:n1257.sg20.s01	Velez’s lexical entry for 'Exactus'	
lexicalEntry:n1258.e01	ontolex:Word			lilaLemma:102040		lexicalSense:n1258.sg01.s01, lexicalSense:n1258.sg01.s99	Velez’s lexical entry for 'Exiguus'	
lexicalEntry:n1258.e10	ontolex:Word		adv.	lilaIpoLemma:15226		lexicalSense:n1258.sg10.s01	Velez’s lexical entry for 'Exiguè'	
lexicalEntry:n1259.e01	ontolex:Word			lilaLemma:102319		lexicalSense:n1259.sg01.s01, lexicalSense:n1259.sg01.s99	Velez’s lexical entry for 'Exilio'	2. b.
lexicalEntry:n1260.e01	ontolex:Word			lilaLemma:102049		lexicalSense:n1260.sg01.s01	Velez’s lexical entry for 'Exinanio'	
lexicalEntry:n1261.e01	ontolex:Word		ab Exitium, ii,	lilaLemma:102059		lexicalSense:n1261.sg01.s01	Velez’s lexical entry for 'Exitialis'	
lexicalEntry:n1261.e02	ontolex:Word			lilaLemma:102061		lexicalSense:n1261.sg01.s01	Velez’s lexical entry for 'Exitiosus'	
lexicalEntry:n1262.e01	ontolex:Word			lilaLemma:101189		lexicalSense:n1262.sg01.s01	Velez’s lexical entry for 'Exolesco'	
lexicalEntry:n1262.e10	ontolex:Word			lilaIpoLemma:15281		lexicalSense:n1262.sg10.s01	Velez’s lexical entry for 'Exolétus'	
lexicalEntry:n1263.e01	ontolex:Word		ab Ex, et Solvo,	lilaLemma:102322		lexicalSense:n1263.sg01.s01, lexicalSense:n1263.sg01.s02, lexicalSense:n1263.sg01.s99	Velez’s lexical entry for 'Exolvo'	
lexicalEntry:n1264.e01	ontolex:Word			lilaLemma:102083		lexicalSense:n1264.sg01.s01, lexicalSense:n1264.sg01.s99	Velez’s lexical entry for 'Exonero'	
lexicalEntry:n1265.e01	ontolex:Word			lilaLemma:102326		lexicalSense:n1265.sg01.s01, lexicalSense:n1265.sg01.s99	Velez’s lexical entry for 'Exorbeò'	
lexicalEntry:n1266.e01	ontolex:Word			lilaLemma:102106		lexicalSense:n1266.sg01.s01	Velez’s lexical entry for 'Exorno'	
lexicalEntry:n1267.e01	ontolex:Word			lilaLemma:102109		lexicalSense:n1267.sg01.s01, lexicalSense:n1267.sg01.s02	Velez’s lexical entry for 'Exoro'	
lexicalEntry:n1268.e01	ontolex:Word		ab Ex et Sors,	lilaLemma:102328		lexicalSense:n1268.sg01.s01, lexicalSense:n1268.sg01.s02	Velez’s lexical entry for 'Exors'	
lexicalEntry:n1269.e01	ontolex:Word			lilaLemma:102113		lexicalSense:n1269.sg01.s01	Velez’s lexical entry for 'Exos'	
lexicalEntry:n1269.e10	ontolex:Word			lilaLemma:102116		lexicalSense:n1269.sg10.s01, lexicalSense:n1269.sg10.s99	Velez’s lexical entry for 'Exosso'	
lexicalEntry:n1270.e01	ontolex:Word			lilaLemma:102118		lexicalSense:n1270.sg01.s01, lexicalSense:n1270.sg01.s02	Velez’s lexical entry for 'Exòsus'	
lexicalEntry:n1271.e01	ontolex:Word			lilaLemma:102147		lexicalSense:n1271.sg01.s01, lexicalSense:n1271.sg01.s02	Velez’s lexical entry for 'Expedio'	
lexicalEntry:n1272.e01	ontolex:Word			lilaLemma:156177		lexicalSense:n1272.sg01.s01	Velez’s lexical entry for 'Expedit'	
lexicalEntry:n1273.e01	ontolex:Word			lilaLemma:102151		lexicalSense:n1273.sg01.s01	Velez’s lexical entry for 'Expello'	
lexicalEntry:n1273.e10	ontolex:Word			lilaLemma:102254		lexicalSense:n1273.sg10.s01	Velez’s lexical entry for 'expultrix'	
lexicalEntry:n1274.e01	ontolex:Word			lilaLemma:102159		lexicalSense:n1274.sg01.s01	Velez’s lexical entry for 'Expergiscor'	
lexicalEntry:n1275.e01	ontolex:Word			lilaLemma:102164		lexicalSense:n1275.sg01.s01, lexicalSense:n1275.sg01.s99	Velez’s lexical entry for 'Expérior'	Com.
lexicalEntry:n1276.e01	ontolex:Word			lilaLemma:102168		lexicalSense:n1276.sg01.s01	Velez’s lexical entry for 'Expers'	
lexicalEntry:n1277.e01	ontolex:Word		partic. ab Expèrior,	lilaIpoLemma:15437		lexicalSense:n1277.sg01.s01, lexicalSense:n1277.sg01.s02	Velez’s lexical entry for 'Expertus'	
lexicalEntry:n1277.e10	ontolex:Word		Nomen,	lilaIpoLemma:15437		lexicalSense:n1277.sg10.s01	Velez’s lexical entry for 'Expertus'	
lexicalEntry:n1278.e01	ontolex:Word		ab Ex, et Spes (sed, s, abjicitur, ut in aliis)	lilaLemma:102584		lexicalSense:n1278.sg01.s01	Velez’s lexical entry for 'Expes'	
lexicalEntry:n1279.e01	ontolex:Word			lilaLemma:102173		lexicalSense:n1279.sg01.s01, lexicalSense:n1279.sg01.s02, lexicalSense:n1279.sg01.s03, lexicalSense:n1279.sg01.s99	Velez’s lexical entry for 'Expeto'	
lexicalEntry:n1280.e01	ontolex:Word			lilaLemma:102194		lexicalSense:n1280.sg01.s01, lexicalSense:n1280.sg01.s02, lexicalSense:n1280.sg01.s99	Velez’s lexical entry for 'Expleo'	
lexicalEntry:n1281.e01	ontolex:Word			lilaLemma:102202		lexicalSense:n1281.sg01.s01, lexicalSense:n1281.sg01.s02, lexicalSense:n1281.sg01.s99	Velez’s lexical entry for 'Explico'	
lexicalEntry:n1282.e01	ontolex:Word			lilaLemma:102203		lexicalSense:n1282.sg01.s01	Velez’s lexical entry for 'Explodo'	
lexicalEntry:n1283.e01	ontolex:Word			lilaLemma:102214		lexicalSense:n1283.sg01.s01, lexicalSense:n1283.sg01.s02, lexicalSense:n1283.sg01.s99	Velez’s lexical entry for 'Expono'	
lexicalEntry:n1284.e01	ontolex:Word			lilaLemma:102218		lexicalSense:n1284.sg01.s01, lexicalSense:n1284.sg01.s99	Velez’s lexical entry for 'Exposco'	
lexicalEntry:n1285.e01	ontolex:Word			lilaLemma:102229		lexicalSense:n1285.sg01.s01, lexicalSense:n1285.sg01.s02, lexicalSense:n1285.sg01.s99	Velez’s lexical entry for 'Exprimo'	
lexicalEntry:n1286.e01	ontolex:Word			lilaLemma:102259		lexicalSense:n1286.sg01.s01, lexicalSense:n1286.sg01.s99	Velez’s lexical entry for 'Expungo'	
lexicalEntry:n1287.e01	ontolex:Word			lilaLemma:102264		lexicalSense:n1287.sg01.s01	Velez’s lexical entry for 'Exquiro'	
lexicalEntry:n1287.e10	ontolex:Word		adverb.	lilaIpoLemma:15576		lexicalSense:n1287.sg10.s01	Velez’s lexical entry for 'Exquisitus'	
lexicalEntry:n1287.e11	ontolex:Word			lilaIpoLemma:112923		lexicalSense:n1287.sg10.s01	Velez’s lexical entry for 'Exquisitè'	
lexicalEntry:n1288.e01	ontolex:Word			lilaLemma:101496		lexicalSense:n1288.sg01.s01	Velez’s lexical entry for 'Exscensus'	
lexicalEntry:n1288.e02	ontolex:Word			lilaLemma:101516		lexicalSense:n1288.sg01.s01	Velez’s lexical entry for 'Exscensio'	
lexicalEntry:n1289.e01	ontolex:Word			lilaLemma:102394		lexicalSense:n1289.sg01.s01	Velez’s lexical entry for 'Exta'	
lexicalEntry:n1290.e01	ontolex:Word			lilaLemma:102426		lexicalSense:n1290.sg01.s01	Velez’s lexical entry for 'Externus'	
lexicalEntry:n1290.e10	ontolex:Word		verb.	lilaLemma:102349		lexicalSense:n1290.sg10.s01	Velez’s lexical entry for 'Externo'	
lexicalEntry:n1291.e01	ontolex:Word			lilaLemma:102356		lexicalSense:n1291.sg01.s01, lexicalSense:n1291.sg01.s02, lexicalSense:n1291.sg01.s99	Velez’s lexical entry for 'Extinguo'	
lexicalEntry:n1292.e01	ontolex:Word			lilaLemma:102443		lexicalSense:n1292.sg01.s01	Velez’s lexical entry for 'Extorris'	
lexicalEntry:n1293.e01	ontolex:Word		praep.	lilaLemma:102446		lexicalSense:n1293.sg01.s01	Velez’s lexical entry for 'Extrà'	
lexicalEntry:n1293.e10	ontolex:MultiwordExpression	lexicalEntry:n1293.e01, lexicalEntry:n2850.e01	Adverb.	lilaLemma:156116		lexicalSense:n1293.sg10.s01	Velez’s lexical entry for 'Extraquam'	
lexicalEntry:n1293.e20	ontolex:Word			lilaLemma:50940		lexicalSense:n1293.sg20.s01	Velez’s lexical entry for 'Exterior'	
lexicalEntry:n1293.e30	ontolex:Word			lilaLemma:102414		lexicalSense:n1293.sg30.s01, lexicalSense:n1293.sg30.s99	Velez’s lexical entry for 'Extimus'	
lexicalEntry:n1293.e40	ontolex:Word		Adverb.	lilaIpoLemma:113545		lexicalSense:n1293.sg40.s01	Velez’s lexical entry for 'Extremò'	
lexicalEntry:n1293.e50	ontolex:Word			lilaLemma:102415		lexicalSense:n1293.sg50.s01	Velez’s lexical entry for 'Extremùm'	
lexicalEntry:n1294.e01	ontolex:Word			lilaLemma:102473		lexicalSense:n1294.sg01.s01	Velez’s lexical entry for 'Exturbo'	
lexicalEntry:n1295.e01	ontolex:Word			lilaLemma:102477		lexicalSense:n1295.sg01.s01	Velez’s lexical entry for 'Exubero'	
lexicalEntry:n1296.e01	ontolex:Word			lilaLemma:102480		lexicalSense:n1296.sg01.s01	Velez’s lexical entry for 'Exul'	
lexicalEntry:n1296.e10	ontolex:Word		adject.	lilaLemma:51014		lexicalSense:n1296.sg10.s01	Velez’s lexical entry for 'Exul'	
lexicalEntry:n1297.e01	ontolex:Word			lilaLemma:102495		lexicalSense:n1297.sg01.s01, lexicalSense:n1297.sg01.s99	Velez’s lexical entry for 'Exuo'	
lexicalEntry:n1298.e01	ontolex:Word			lilaLemma:102500		lexicalSense:n1298.sg01.s01, lexicalSense:n1298.sg01.s02	Velez’s lexical entry for 'Exuviae'	ab Exuendo dictae.
lexicalEntry:n1299.e01	ontolex:Word			lilaLemma:102699		lexicalSense:n1299.sg01.s01	Velez’s lexical entry for 'F'	
lexicalEntry:n1300.e01	ontolex:Word			lilaLemma:102714		lexicalSense:n1300.sg01.s01	Velez’s lexical entry for 'Faber'	
lexicalEntry:n1300.e10	ontolex:Word		adverb.	lilaIpoLemma:16049		lexicalSense:n1300.sg10.s01	Velez’s lexical entry for 'fabrè'	
lexicalEntry:n1300.e20	ontolex:Word			lilaIpoLemma:17645		lexicalSense:n1300.sg20.s01	Velez’s lexical entry for 'Fabrefactus'	
lexicalEntry:n1301.e01	ontolex:Word			lilaLemma:102744		lexicalSense:n1301.sg01.s01, lexicalSense:n1301.sg01.s02, lexicalSense:n1301.sg01.s99	Velez’s lexical entry for 'Facesso'	
lexicalEntry:n1302.e01	ontolex:Word			lilaLemma:102754		lexicalSense:n1302.sg01.s01	Velez’s lexical entry for 'Facilis'	
lexicalEntry:n1302.e10	ontolex:Word		Adverb.	lilaIpoLemma:111576		lexicalSense:n1302.sg10.s01	Velez’s lexical entry for 'Facilé'	ult. br.
lexicalEntry:n1303.e01	ontolex:Word			lilaLemma:102758		lexicalSense:n1303.sg01.s01, lexicalSense:n1303.sg01.s02, lexicalSense:n1303.sg01.s03, lexicalSense:n1303.sg01.s99	Velez’s lexical entry for 'Facio'	ejus passivum est Fio: fit in compositis, quae non mutant a in i, ut: Calefacio, Calefio, & c.
