ontolex.LexicalEntry	subClass	decomp.subterm	lexinfo.note	ontolex.canonicalForm	ontolex.lexicalForm	ontolex.sense	rdfs.label	skos.note
lexicalEntry:n1826.e01	ontolex:Word			lilaLemma:108832		lexicalSense:n1826.sg01.s01, lexicalSense:n1826.sg01.s02, lexicalSense:n1826.sg01.s03	Velez’s lexical entry for 'Inveterasco'	
lexicalEntry:n1827.e01	ontolex:Word			lilaLemma:108840		lexicalSense:n1827.sg01.s01	Velez’s lexical entry for 'Invictus'	
lexicalEntry:n1828.e01	ontolex:Word			lilaLemma:108844		lexicalSense:n1828.sg01.s01	Velez’s lexical entry for 'Invidus'	2. b.
lexicalEntry:n1828.e10	ontolex:Word			lilaLemma:108843		lexicalSense:n1828.sg10.s01, lexicalSense:n1828.sg10.s02	Velez’s lexical entry for 'Invidiosus'	[2. b.]
lexicalEntry:n1829.e01	ontolex:Word			lilaLemma:108845		lexicalSense:n1829.sg01.s01	Velez’s lexical entry for 'Invigilo'	
lexicalEntry:n1830.e01	ontolex:Word			lilaLemma:109396		lexicalSense:n1830.sg01.s01	Velez’s lexical entry for 'Invisus'	
lexicalEntry:n1830.e10	ontolex:Word			lilaIpoLemma:23916		lexicalSense:n1830.sg10.s01	Velez’s lexical entry for 'Invisus'	
lexicalEntry:n1831.e01	ontolex:Word			lilaLemma:108873		lexicalSense:n1831.sg01.s01, lexicalSense:n1831.sg01.s99	Velez’s lexical entry for 'Invitus'	
lexicalEntry:n1832.e01	ontolex:Word			lilaLemma:108888		lexicalSense:n1832.sg01.s01	Velez’s lexical entry for 'Inundo'	
lexicalEntry:n1833.e01	ontolex:Word			lilaLemma:108895		lexicalSense:n1833.sg01.s01, lexicalSense:n1833.sg01.s02	Velez’s lexical entry for 'Involo'	2. b. Vide Evolo.
lexicalEntry:n1833.e10	ontolex:Word			lilaLemma:108895		lexicalSense:n1833.sg10.s01	Velez’s lexical entry for 'Involo'	[2. b. Vide Evolo.]
lexicalEntry:n1833.e20	ontolex:Word			lilaLemma:130733		lexicalSense:n1833.sg20.s01	Velez’s lexical entry for 'Vola'	
lexicalEntry:n1834.e01	ontolex:Word			lilaLemma:106362		lexicalSense:n1834.sg01.s01	Velez’s lexical entry for 'Involucre'	
lexicalEntry:n1834.e10	ontolex:Word			lilaLemma:106296		lexicalSense:n1834.sg10.s01	Velez’s lexical entry for 'Involucrum'	pen. l.
lexicalEntry:n1834.e20	ontolex:Word			lilaLemma:108896		lexicalSense:n1834.sg20.s01	Velez’s lexical entry for 'Involucris'	pen. com.
lexicalEntry:n1835.e01	ontolex:Word			lilaLemma:108900		lexicalSense:n1835.sg01.s01, lexicalSense:n1835.sg01.s02	Velez’s lexical entry for 'Involvo'	
lexicalEntry:n1836.e01	ontolex:Word			lilaLemma:108908		lexicalSense:n1836.sg01.s01, lexicalSense:n1836.sg01.s99	Velez’s lexical entry for 'Inuro'	2. l.
lexicalEntry:n1837.e01	ontolex:Word			lilaLemma:108912		lexicalSense:n1837.sg01.s01	Velez’s lexical entry for 'Inutilis'	3. b.
lexicalEntry:n1838.e01	ontolex:Word			lilaLemma:108918		lexicalSense:n1838.sg01.s01, lexicalSense:n1838.sg01.s02	Velez’s lexical entry for 'Io'	
lexicalEntry:n1838.e10	ontolex:Word			lilaLemma:10489		lexicalSense:n1838.sg10.s01	Velez’s lexical entry for 'Io'	
lexicalEntry:n1839.e01	ontolex:Word		indecl.	lilaLemma:10872		lexicalSense:n1839.sg01.s01	Velez’s lexical entry for 'Job'	
lexicalEntry:n1839.e02	ontolex:Word			lilaLemma:156186		lexicalSense:n1839.sg01.s01	Velez’s lexical entry for 'Jobus'	
lexicalEntry:n1840.e01	ontolex:Word			lilaLemma:141886			Velez’s lexical entry for 'Jocinoris'	Vide Jecur.
lexicalEntry:n1841.e01	ontolex:Word			lilaLemma:108935		lexicalSense:n1841.sg01.s01	Velez’s lexical entry for 'Jocus'	in pl. joci, vel joca, orum. Differt à ludo, quòd hic factis, ille dictis praecipuè fiat.
lexicalEntry:n1842.e01	ontolex:Word			lilaLemma:10515		lexicalSense:n1842.sg01.s01	Velez’s lexical entry for 'Ionia'	
lexicalEntry:n1843.e01	ontolex:Word		indecl.	lilaLemma:10896		lexicalSense:n1843.sg01.s01	Velez’s lexical entry for 'Joseph'	
lexicalEntry:n1843.e02	ontolex:Word			lilaLemma:10897		lexicalSense:n1843.sg01.s01	Velez’s lexical entry for 'Josephus'	
lexicalEntry:n1844.e01	ontolex:Word			lilaLemma:108939		lexicalSense:n1844.sg01.s01, lexicalSense:n1844.sg01.s02, lexicalSense:n1844.sg01.s03	Velez’s lexical entry for 'Jota'	
lexicalEntry:n1845.e01	ontolex:Word			lilaLemma:10907		lexicalSense:n1845.sg01.s01	Velez’s lexical entry for 'Jovis'	sine nom. & voc. pro quibus est Jupiter: In plur. Joves, ium.
lexicalEntry:n1846.e01	ontolex:Word			lilaLemma:108945		lexicalSense:n1846.sg01.s01, lexicalSense:n1846.sg01.s02	Velez’s lexical entry for 'Ipse'	Ipsissimus superl. apud Plaut.
lexicalEntry:n1847.e01	ontolex:Word			lilaLemma:108954		lexicalSense:n1847.sg01.s01	Velez’s lexical entry for 'Irascor'	
lexicalEntry:n1848.e01	ontolex:Word			lilaLemma:108963		lexicalSense:n1848.sg01.s01	Velez’s lexical entry for 'Iris'	
lexicalEntry:n1848.e10	ontolex:Word			lilaLemma:10593		lexicalSense:n1848.sg10.s01	Velez’s lexical entry for 'Iris'	
lexicalEntry:n1848.e20	ontolex:Word			lilaLemma:108963		lexicalSense:n1848.sg20.s01	Velez’s lexical entry for 'Iris'	
lexicalEntry:n1849.e01	ontolex:Word			lilaLemma:108985		lexicalSense:n1849.sg01.s01	Velez’s lexical entry for 'Irredux'	2. incr. b.
lexicalEntry:n1850.e01	ontolex:Word			lilaLemma:109009		lexicalSense:n1850.sg01.s01, lexicalSense:n1850.sg01.s99	Velez’s lexical entry for 'Irrepo'	2. l.
lexicalEntry:n1851.e01	ontolex:Word			lilaLemma:109026		lexicalSense:n1851.sg01.s01	Velez’s lexical entry for 'Irretio'	
lexicalEntry:n1852.e01	ontolex:Word			lilaLemma:109058		lexicalSense:n1852.sg01.s01	Velez’s lexical entry for 'Irritus'	2. b.
lexicalEntry:n1853.e01	ontolex:Word			lilaLemma:109062		lexicalSense:n1853.sg01.s01	Velez’s lexical entry for 'Irrogo'	2. b.
lexicalEntry:n1854.e01	ontolex:Word			lilaLemma:109078		lexicalSense:n1854.sg01.s01	Velez’s lexical entry for 'Irruo'	
lexicalEntry:n1855.e01	ontolex:Word			lilaLemma:109083		lexicalSense:n1855.sg01.s01, lexicalSense:n1855.sg01.s02, lexicalSense:n1855.sg01.s03, lexicalSense:n1855.sg01.s99	Velez’s lexical entry for 'Is'	
lexicalEntry:n1856.e01	ontolex:Word			lilaLemma:10635		lexicalSense:n1856.sg01.s01	Velez’s lexical entry for 'Isbóseth'	pen. acutà.
lexicalEntry:n1857.e01	ontolex:Word			lilaLemma:10662		lexicalSense:n1857.sg01.s01	Velez’s lexical entry for 'Isis'	
lexicalEntry:n1858.e01	ontolex:Word			lilaLemma:10672		lexicalSense:n1858.sg01.s01	Velez’s lexical entry for 'Ismarus'	2. b.
lexicalEntry:n1858.e02	ontolex:Word			lilaLemma:140355		lexicalSense:n1858.sg01.s01	Velez’s lexical entry for 'Ismara'	
lexicalEntry:n1859.e01	ontolex:Word		Adverb.	lilaIpoLemma:24344		lexicalSense:n1859.sg01.s01	Velez’s lexical entry for 'Istac'	
lexicalEntry:n1860.e01	ontolex:Word			lilaLemma:109122		lexicalSense:n1860.sg01.s01	Velez’s lexical entry for 'Iste'	
lexicalEntry:n1861.e01	ontolex:Word			lilaLemma:60379		lexicalSense:n1861.sg01.s01	Velez’s lexical entry for 'Ister'	
lexicalEntry:n1862.e01	ontolex:Word			lilaLemma:10712		lexicalSense:n1862.sg01.s01	Velez’s lexical entry for 'Isthmia'	
lexicalEntry:n1863.e01	ontolex:Word			lilaLemma:109402		lexicalSense:n1863.sg01.s01	Velez’s lexical entry for 'Isthmos'	
lexicalEntry:n1864.e01	ontolex:Word		Adverb.	lilaLemma:155938		lexicalSense:n1864.sg01.s01	Velez’s lexical entry for 'Isthic'	
lexicalEntry:n1865.e01	ontolex:Word			lilaLemma:109121		lexicalSense:n1865.sg01.s01, lexicalSense:n1865.sg01.s99	Velez’s lexical entry for 'Istinc'	
lexicalEntry:n1866.e01	ontolex:Word			lilaLemma:109125		lexicalSense:n1866.sg01.s01	Velez’s lexical entry for 'Istorsum'	
lexicalEntry:n1867.e01	ontolex:Word		Adverb. respondendi, vel affirmandi,	lilaLemma:109126		lexicalSense:n1867.sg01.s01, lexicalSense:n1867.sg01.s02, lexicalSense:n1867.sg01.s03	Velez’s lexical entry for 'Ita'	
lexicalEntry:n1868.e01	ontolex:Word			lilaLemma:141563		lexicalSense:n1868.sg01.s01	Velez’s lexical entry for 'Italis'	
lexicalEntry:n1869.e01	ontolex:Word			lilaLemma:109129		lexicalSense:n1869.sg01.s01, lexicalSense:n1869.sg01.s02	Velez’s lexical entry for 'Itaque'	
lexicalEntry:n1870.e01	ontolex:Word			lilaLemma:109132		lexicalSense:n1870.sg01.s01	Velez’s lexical entry for 'Iter'	
lexicalEntry:n1871.e01	ontolex:Word		Adverb.	lilaLemma:109140		lexicalSense:n1871.sg01.s01	Velez’s lexical entry for 'Itidem'	
lexicalEntry:n1872.e01	ontolex:Word		sup. ab Eo, is, prima br.	lilaLemma:101183			Velez’s lexical entry for 'Itum'	
lexicalEntry:n1872.e10	ontolex:Word			lilaLemma:109565		lexicalSense:n1872.sg10.s01	Velez’s lexical entry for 'Itus'	
lexicalEntry:n1872.e11	ontolex:Word			lilaLemma:109144		lexicalSense:n1872.sg10.s01	Velez’s lexical entry for 'Itio'	
lexicalEntry:n1872.e20	ontolex:Word			lilaLemma:109146		lexicalSense:n1872.sg20.s01	Velez’s lexical entry for 'Ito'	
lexicalEntry:n1873.e01	ontolex:Word			lilaLemma:10779		lexicalSense:n1873.sg01.s01	Velez’s lexical entry for 'Itys'	
lexicalEntry:n1874.e01	ontolex:Word			lilaLemma:109150		lexicalSense:n1874.sg01.s01	Velez’s lexical entry for 'Jubar'	
lexicalEntry:n1875.e01	ontolex:Word			lilaLemma:109152		lexicalSense:n1875.sg01.s01, lexicalSense:n1875.sg01.s02, lexicalSense:n1875.sg01.s03	Velez’s lexical entry for 'Jubeo'	1. b.
lexicalEntry:n1876.e01	ontolex:Word			lilaLemma:109160		lexicalSense:n1876.sg01.s01	Velez’s lexical entry for 'Jucundus'	
lexicalEntry:n1877.e01	ontolex:Word			lilaLemma:109161		lexicalSense:n1877.sg01.s01	Velez’s lexical entry for 'Judex'	
lexicalEntry:n1878.e01	ontolex:Word			lilaLemma:109183		lexicalSense:n1878.sg01.s01	Velez’s lexical entry for 'Jugerum'	2. b.
lexicalEntry:n1879.e01	ontolex:Word			lilaLemma:109212		lexicalSense:n1879.sg01.s01, lexicalSense:n1879.sg01.s02	Velez’s lexical entry for 'Jumentum'	
lexicalEntry:n1880.e01	ontolex:Word			lilaLemma:109224		lexicalSense:n1880.sg01.s01	Velez’s lexical entry for 'Jungo'	
lexicalEntry:n1881.e01	ontolex:Word		nom. et voc.	lilaLemma:10964			Velez’s lexical entry for 'Jupiter'	Vide Jovis.
lexicalEntry:n1882.e01	ontolex:Word			lilaLemma:109420		lexicalSense:n1882.sg01.s01	Velez’s lexical entry for 'Jurisperitus'	
lexicalEntry:n1883.e01	ontolex:Word			lilaLemma:109252		lexicalSense:n1883.sg01.s01, lexicalSense:n1883.sg01.s99	Velez’s lexical entry for 'Jus'	
lexicalEntry:n1883.e10	ontolex:Word			lilaLemma:109285		lexicalSense:n1883.sg10.s01	Velez’s lexical entry for 'Jus'	
lexicalEntry:n1883.e20	ontolex:Word			lilaLemma:109251		lexicalSense:n1883.sg20.s01	Velez’s lexical entry for 'Jurulentus'	
lexicalEntry:n1883.e30	ontolex:Word			lilaLemma:109257		lexicalSense:n1883.sg30.s01	Velez’s lexical entry for 'Jusculum'	
lexicalEntry:n1883.e40	ontolex:Word			lilaLemma:141566		lexicalSense:n1883.sg40.s01	Velez’s lexical entry for 'Jurè'	Adverb.
lexicalEntry:n1884.e01	ontolex:Word			lilaLemma:109423		lexicalSense:n1884.sg01.s01	Velez’s lexical entry for 'Jusjurandum'	
lexicalEntry:n1885.e01	ontolex:Word		in abl. tantùm	lilaLemma:109571		lexicalSense:n1885.sg01.s01	Velez’s lexical entry for 'Jussu'	
lexicalEntry:n1885.e10	ontolex:Word			lilaLemma:109570		lexicalSense:n1885.sg10.s01	Velez’s lexical entry for 'Jussum'	in plur. usitatius Jussa, orum.
lexicalEntry:n1886.e01	ontolex:Word			lilaLemma:156467		lexicalSense:n1886.sg01.s01	Velez’s lexical entry for 'Justa'	
lexicalEntry:n1887.e01	ontolex:Word			lilaLemma:109266		lexicalSense:n1887.sg01.s01, lexicalSense:n1887.sg01.s99	Velez’s lexical entry for 'Justitium'	
lexicalEntry:n1888.e01	ontolex:Word			lilaLemma:109268		lexicalSense:n1888.sg01.s01, lexicalSense:n1888.sg01.s02	Velez’s lexical entry for 'Justus'	
lexicalEntry:n1889.e01	ontolex:Word			lilaLemma:156187		lexicalSense:n1889.sg01.s01	Velez’s lexical entry for 'Juvat'	
lexicalEntry:n1890.e01	ontolex:Word			lilaLemma:135872		lexicalSense:n1890.sg01.s01	Velez’s lexical entry for 'Juvenalis'	
lexicalEntry:n1890.e10	ontolex:Word		Adject.	lilaLemma:109275		lexicalSense:n1890.sg10.s01	Velez’s lexical entry for 'Juvenalis'	
lexicalEntry:n1890.e20	ontolex:Word			lilaLemma:109276		lexicalSense:n1890.sg20.s01	Velez’s lexical entry for 'Juvenalia'	
lexicalEntry:n1891.e01	ontolex:Word			lilaLemma:138707		lexicalSense:n1891.sg01.s01	Velez’s lexical entry for 'Juvenis'	
lexicalEntry:n1891.e10	ontolex:Word			lilaLemma:60512		lexicalSense:n1891.sg10.s01	Velez’s lexical entry for 'Junior'	
lexicalEntry:n1891.e20	ontolex:Word			lilaLemma:109282		lexicalSense:n1891.sg20.s01	Velez’s lexical entry for 'Juvenesco'	
lexicalEntry:n1891.e30	ontolex:Word			lilaLemma:109290		lexicalSense:n1891.sg30.s01	Velez’s lexical entry for 'Juvenari'	
lexicalEntry:n1892.e01	ontolex:Word			lilaLemma:106291		lexicalSense:n1892.sg01.s01	Velez’s lexical entry for 'Juventa'	
lexicalEntry:n1892.e02	ontolex:Word			lilaLemma:109293		lexicalSense:n1892.sg01.s01	Velez’s lexical entry for 'Juventus'	
lexicalEntry:n1892.e10	ontolex:Word			lilaLemma:156120		lexicalSense:n1892.sg10.s01	Velez’s lexical entry for 'Juventus'	
lexicalEntry:n1892.e11	ontolex:Word			lilaLemma:11003		lexicalSense:n1892.sg10.s01	Velez’s lexical entry for 'Juventas'	
lexicalEntry:n1892.e12	ontolex:Word			lilaLemma:8756		lexicalSense:n1892.sg10.s01	Velez’s lexical entry for 'Hebe'	
lexicalEntry:n1893.e01	ontolex:Word			lilaLemma:109294		lexicalSense:n1893.sg01.s01	Velez’s lexical entry for 'Juvo'	1. b.
lexicalEntry:n1894.e01	ontolex:Word		Praep.	lilaLemma:109295		lexicalSense:n1894.sg01.s01	Velez’s lexical entry for 'Juxta'	
lexicalEntry:n1894.e10	ontolex:Word		Adverb.	lilaLemma:109296		lexicalSense:n1894.sg10.s01	Velez’s lexical entry for 'Juxta'	
lexicalEntry:n1895.e01	ontolex:Word			lilaLemma:109592			Velez’s lexical entry for 'Kalendae'	Vide Calendae
lexicalEntry:n1896.e01	ontolex:MultiwordExpression			lilaLemma:60843		lexicalSense:n1896.sg01.s01	Velez’s lexical entry for 'Kyrie eleison'	Vocativ. Graec., & verbum.
lexicalEntry:n1897.e01	ontolex:Word			lilaLemma:109601		lexicalSense:n1897.sg01.s01	Velez’s lexical entry for 'Labefacio'	prima, & secunda br.
lexicalEntry:n1898.e01	ontolex:Word		Frequentat. Activ.	lilaLemma:109603		lexicalSense:n1898.sg01.s01	Velez’s lexical entry for 'Labefacto'	
lexicalEntry:n1899.e01	ontolex:Word			lilaLemma:109608		lexicalSense:n1899.sg01.s01	Velez’s lexical entry for 'Labes'	
lexicalEntry:n1900.e01	ontolex:Word			lilaLemma:109620		lexicalSense:n1900.sg01.s01	Velez’s lexical entry for 'Labor'	prima longa.
lexicalEntry:n1900.e10	ontolex:Word		prima com.	lilaLemma:109641		lexicalSense:n1900.sg10.s01	Velez’s lexical entry for 'Labo'	
lexicalEntry:n1901.e01	ontolex:Word			lilaLemma:109621		lexicalSense:n1901.sg01.s01	Velez’s lexical entry for 'Labor'	1. b.
lexicalEntry:n1902.e01	ontolex:Word			lilaLemma:109625		lexicalSense:n1902.sg01.s01	Velez’s lexical entry for 'Laboro'	
lexicalEntry:n1903.e01	ontolex:Word			lilaLemma:109632		lexicalSense:n1903.sg01.s01	Velez’s lexical entry for 'Laburnum'	1. b.
lexicalEntry:n1904.e01	ontolex:Word			lilaLemma:109637		lexicalSense:n1904.sg01.s01	Velez’s lexical entry for 'Lac'	
lexicalEntry:n1904.e10	ontolex:Word			lilaLemma:109684		lexicalSense:n1904.sg10.s01	Velez’s lexical entry for 'Lacteo'	
lexicalEntry:n1904.e20	ontolex:Word			lilaLemma:109685		lexicalSense:n1904.sg20.s01	Velez’s lexical entry for 'Lactesco'	
lexicalEntry:n1904.e30	ontolex:Word			lilaLemma:109696		lexicalSense:n1904.sg30.s01	Velez’s lexical entry for 'Lacto'	
lexicalEntry:n1904.e31	ontolex:Word			lilaLemma:110184		lexicalSense:n1904.sg31.s01	Velez’s lexical entry for 'Lacto'	
lexicalEntry:n1905.e01	ontolex:Word			lilaLemma:109643		lexicalSense:n1905.sg01.s01	Velez’s lexical entry for 'Lacer'	
lexicalEntry:n1906.e01	ontolex:Word			lilaLemma:109661		lexicalSense:n1906.sg01.s01	Velez’s lexical entry for 'Lacesso'	
lexicalEntry:n1907.e01	ontolex:Word			lilaLemma:156121		lexicalSense:n1907.sg01.s01	Velez’s lexical entry for 'Laches'	
lexicalEntry:n1908.e01	ontolex:Word			lilaLemma:109687		lexicalSense:n1908.sg01.s01	Velez’s lexical entry for 'Lactes'	
lexicalEntry:n1909.e01	ontolex:Word			lilaLemma:110374		lexicalSense:n1909.sg01.s01	Velez’s lexical entry for 'Lacus'	1. b.
lexicalEntry:n1910.e01	ontolex:Word			lilaLemma:109718		lexicalSense:n1910.sg01.s01	Velez’s lexical entry for 'Laedo'	
lexicalEntry:n1911.e01	ontolex:Word			lilaLemma:11138		lexicalSense:n1911.sg01.s01	Velez’s lexical entry for 'Laertiades'	
lexicalEntry:n1912.e01	ontolex:Word			lilaLemma:109736		lexicalSense:n1912.sg01.s01	Velez’s lexical entry for 'Laetor'	
lexicalEntry:n1913.e01	ontolex:Word			lilaLemma:109739		lexicalSense:n1913.sg01.s01	Velez’s lexical entry for 'Laetus'	
lexicalEntry:n1914.e01	ontolex:Word		Adverb.	lilaLemma:109744		lexicalSense:n1914.sg01.s01	Velez’s lexical entry for 'Laeva'	
lexicalEntry:n1914.e10	ontolex:Word			lilaLemma:109744		lexicalSense:n1914.sg10.s01	Velez’s lexical entry for 'Laeva'	
lexicalEntry:n1914.e20	ontolex:Word			lilaLemma:109743		lexicalSense:n1914.sg20.s01	Velez’s lexical entry for 'Laevus'	
lexicalEntry:n1915.e01	ontolex:Word			lilaLemma:109742		lexicalSense:n1915.sg01.s01	Velez’s lexical entry for 'Laevorsum'	Adv.
lexicalEntry:n1916.e01	ontolex:Word			lilaLemma:109759		lexicalSense:n1916.sg01.s01, lexicalSense:n1916.sg01.s02	Velez’s lexical entry for 'Lagopus'	
lexicalEntry:n1917.e01	ontolex:Word		Activ.	lilaLemma:109774		lexicalSense:n1917.sg01.s01	Velez’s lexical entry for 'Lambo'	
lexicalEntry:n1918.e01	ontolex:Word			lilaLemma:11227		lexicalSense:n1918.sg01.s01	Velez’s lexical entry for 'Lamech'	
lexicalEntry:n1919.e01	ontolex:Word			lilaLemma:109802		lexicalSense:n1919.sg01.s01	Velez’s lexical entry for 'Lampas'	
lexicalEntry:n1920.e01	ontolex:Word			lilaLemma:109864		lexicalSense:n1920.sg01.s01	Velez’s lexical entry for 'Lanio'	
lexicalEntry:n1920.e02	ontolex:Word			lilaLemma:109874		lexicalSense:n1920.sg01.s01	Velez’s lexical entry for 'Lanius'	
lexicalEntry:n1920.e10	ontolex:Word			lilaLemma:61255		lexicalSense:n1920.sg10.s01	Velez’s lexical entry for 'Lania'	
lexicalEntry:n1920.e11	ontolex:Word			lilaLemma:109851		lexicalSense:n1920.sg10.s01	Velez’s lexical entry for 'Laniena'	
lexicalEntry:n1920.e20	ontolex:Word			lilaLemma:109863		lexicalSense:n1920.sg20.s01	Velez’s lexical entry for 'Lanio'	
lexicalEntry:n1921.e01	ontolex:Word			lilaLemma:11314		lexicalSense:n1921.sg01.s01	Velez’s lexical entry for 'Laocoon'	
lexicalEntry:n1922.e01	ontolex:Word			lilaLemma:11333		lexicalSense:n1922.sg01.s01	Velez’s lexical entry for 'Laomedontiades'	
lexicalEntry:n1923.e01	ontolex:Word			lilaLemma:109911		lexicalSense:n1923.sg01.s01, lexicalSense:n1923.sg01.s02, lexicalSense:n1923.sg01.s99	Velez’s lexical entry for 'Lapis'	
lexicalEntry:n1924.e01	ontolex:Word			lilaLemma:61370		lexicalSense:n1924.sg01.s01	Velez’s lexical entry for 'Lar'	
lexicalEntry:n1925.e01	ontolex:Word			lilaLemma:109940		lexicalSense:n1925.sg01.s01	Velez’s lexical entry for 'Largior'	
lexicalEntry:n1926.e01	ontolex:Word			lilaLemma:109949		lexicalSense:n1926.sg01.s01	Velez’s lexical entry for 'Largus'	
lexicalEntry:n1927.e01	ontolex:Word			lilaLemma:109954		lexicalSense:n1927.sg01.s01	Velez’s lexical entry for 'Larix'	
lexicalEntry:n1928.e01	ontolex:Word			lilaLemma:141530		lexicalSense:n1928.sg01.s01	Velez’s lexical entry for 'Lars'	
lexicalEntry:n1929.e01	ontolex:Word			lilaLemma:109974		lexicalSense:n1929.sg01.s01	Velez’s lexical entry for 'Laser'	
lexicalEntry:n1930.e01	ontolex:Word			lilaLemma:109987		lexicalSense:n1930.sg01.s01	Velez’s lexical entry for 'Latebra'	
lexicalEntry:n1931.e01	ontolex:Word			lilaLemma:111102		lexicalSense:n1931.sg01.s01, lexicalSense:n1931.sg01.s02	Velez’s lexical entry for 'Lateo'	
lexicalEntry:n1932.e01	ontolex:Word			lilaLemma:109991		lexicalSense:n1932.sg01.s01, lexicalSense:n1932.sg01.s99	Velez’s lexical entry for 'Later'	
lexicalEntry:n1933.e01	ontolex:Word			lilaLemma:109878		lexicalSense:n1933.sg01.s01	Velez’s lexical entry for 'Laterna'	prima long.
lexicalEntry:n1934.e01	ontolex:Word			lilaLemma:11474		lexicalSense:n1934.sg01.s01	Velez’s lexical entry for 'Latois'	
lexicalEntry:n1935.e01	ontolex:Word			lilaLemma:110044		lexicalSense:n1935.sg01.s01, lexicalSense:n1935.sg01.s02, lexicalSense:n1935.sg01.s03	Velez’s lexical entry for 'Latro'	Vide Ludo.
lexicalEntry:n1935.e10	ontolex:Word		dim.	lilaLemma:110050		lexicalSense:n1935.sg10.s01	Velez’s lexical entry for 'Latrunculus'	
lexicalEntry:n1936.e01	ontolex:Word			lilaLemma:110056		lexicalSense:n1936.sg01.s01	Velez’s lexical entry for 'Latus'	
lexicalEntry:n1937.e01	ontolex:Word			lilaLemma:110059		lexicalSense:n1937.sg01.s01	Velez’s lexical entry for 'Lavacrum'	
lexicalEntry:n1938.e01	ontolex:Word			lilaLemma:110079		lexicalSense:n1938.sg01.s01	Velez’s lexical entry for 'Laver'	foem.
lexicalEntry:n1939.e01	ontolex:Word			lilaLemma:110084		lexicalSense:n1939.sg01.s01	Velez’s lexical entry for 'Lavo'	(apud veteres etiam fuit Lavo, is,)
lexicalEntry:n1939.e10	ontolex:Word			lilaIpoLemma:25332		lexicalSense:n1939.sg10.s01, lexicalSense:n1939.sg10.s02	Velez’s lexical entry for 'Lautus'	
lexicalEntry:n1939.e20	ontolex:Word			lilaLemma:110108		lexicalSense:n1939.sg20.s01	Velez’s lexical entry for 'Lautitia'	
lexicalEntry:n1939.e30	ontolex:Word			lilaIpoLemma:112944		lexicalSense:n1939.sg30.s01	Velez’s lexical entry for 'Lautè'	
lexicalEntry:n1940.e01	ontolex:Word			lilaLemma:110101		lexicalSense:n1940.sg01.s01	Velez’s lexical entry for 'Laurus'	
lexicalEntry:n1940.e02	ontolex:Word			lilaLemma:110102		lexicalSense:n1940.sg01.s01	Velez’s lexical entry for 'Laurus'	
lexicalEntry:n1941.e01	ontolex:Word			lilaLemma:110117		lexicalSense:n1941.sg01.s01, lexicalSense:n1941.sg01.s02, lexicalSense:n1941.sg01.s99	Velez’s lexical entry for 'Laxo'	
lexicalEntry:n1942.e01	ontolex:Word			lilaLemma:110121		lexicalSense:n1942.sg01.s01	Velez’s lexical entry for 'Lebes'	
lexicalEntry:n1943.e01	ontolex:Word			lilaLemma:110129		lexicalSense:n1943.sg01.s01	Velez’s lexical entry for 'Lectio'	
lexicalEntry:n1944.e01	ontolex:Word		Freq. à Lego,	lilaLemma:110133		lexicalSense:n1944.sg01.s01	Velez’s lexical entry for 'Lectito'	
lexicalEntry:n1945.e01	ontolex:Word			lilaLemma:110166		lexicalSense:n1945.sg01.s01	Velez’s lexical entry for 'Legio'	
lexicalEntry:n1946.e01	ontolex:Word			lilaLemma:110177		lexicalSense:n1946.sg01.s01, lexicalSense:n1946.sg01.s02	Velez’s lexical entry for 'Lego'	
lexicalEntry:n1946.e10	ontolex:Word			lilaIpoLemma:25405		lexicalSense:n1946.sg10.s01	Velez’s lexical entry for 'Lectus'	
lexicalEntry:n1946.e20	ontolex:Word		Substant.	lilaLemma:110143		lexicalSense:n1946.sg20.s01	Velez’s lexical entry for 'Lectus'	
lexicalEntry:n1947.e01	ontolex:Word			lilaLemma:61798		lexicalSense:n1947.sg01.s01	Velez’s lexical entry for 'Lelex'	
lexicalEntry:n1947.e02	ontolex:Word			lilaLemma:11645		lexicalSense:n1947.sg01.s01	Velez’s lexical entry for 'Leleges'	
lexicalEntry:n1948.e01	ontolex:Word			lilaLemma:110194		lexicalSense:n1948.sg01.s01	Velez’s lexical entry for 'Lemures'	
lexicalEntry:n1949.e01	ontolex:Word			lilaLemma:110200		lexicalSense:n1949.sg01.s01	Velez’s lexical entry for 'Lenis'	
lexicalEntry:n1950.e01	ontolex:Word		Depon.	lilaLemma:110209		lexicalSense:n1950.sg01.s01	Velez’s lexical entry for 'Lenocinor'	
lexicalEntry:n1951.e01	ontolex:Word			lilaLemma:110211		lexicalSense:n1951.sg01.s01	Velez’s lexical entry for 'Lens'	
lexicalEntry:n1951.e10	ontolex:Word			lilaLemma:110212		lexicalSense:n1951.sg10.s01	Velez’s lexical entry for 'Lens'	
lexicalEntry:n1952.e01	ontolex:Word			lilaLemma:110237		lexicalSense:n1952.sg01.s01	Velez’s lexical entry for 'Leo'	
lexicalEntry:n1953.e01	ontolex:Word			lilaLemma:110266		lexicalSense:n1953.sg01.s01	Velez’s lexical entry for 'Lepor'	masc.
lexicalEntry:n1954.e01	ontolex:Word			lilaLemma:110277		lexicalSense:n1954.sg01.s01	Velez’s lexical entry for 'Lepus'	masc.
lexicalEntry:n1955.e01	ontolex:Word			lilaLemma:110284		lexicalSense:n1955.sg01.s01	Velez’s lexical entry for 'Lethalis'	
